# Avida tasks data
# Mon Mar 24 16:11:27 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 628 
5000 591 
6000 714 
7000 680 
8000 729 
9000 635 
10000 704 
11000 829 
12000 757 
13000 828 
14000 796 
15000 760 
16000 749 
17000 837 
18000 934 
19000 1077 
20000 976 
21000 879 
22000 799 
23000 1070 
24000 877 
25000 897 
26000 763 
27000 835 
28000 793 
29000 849 
30000 700 
31000 696 
32000 616 
33000 699 
34000 654 
35000 601 
36000 600 
37000 598 
38000 711 
39000 712 
40000 735 
41000 774 
42000 938 
43000 918 
44000 709 
45000 751 
46000 660 
47000 553 
48000 622 
49000 637 
50000 796 
51000 664 
52000 552 
53000 676 
54000 660 
55000 695 
56000 707 
57000 644 
58000 875 
59000 771 
60000 831 
61000 1061 
62000 824 
63000 846 
64000 596 
65000 561 
66000 606 
67000 611 
68000 503 
69000 481 
70000 561 
71000 461 
72000 471 
73000 470 
74000 491 
75000 411 
76000 499 
77000 428 
78000 489 
79000 509 
80000 430 
81000 478 
82000 376 
83000 452 
84000 381 
85000 460 
86000 489 
87000 459 
88000 399 
89000 514 
90000 472 
91000 419 
92000 331 
93000 410 
94000 216 
95000 166 
96000 331 
97000 322 
98000 341 
99000 408 
100000 409 
