# Sat Mar 29 12:27:01 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 1 0 1 0 0 
4000 1 0 1 0 0 
5000 1 0 1 0 0 
6000 1 0 1 0 0 
7000 2 0.564177 2 0 0.132471 
8000 2 0.711935 2 0 0.195059 
9000 2 0.762354 2 0 0.221201 
10000 2 0.746933 2 0 0.21287 
11000 2 0.716611 2 0 0.197357 
12000 2 0.803795 2 0 0.245332 
13000 2 0.774676 2 0 0.228095 
14000 2 0.73817 2 0 0.208273 
15000 2 0.758159 2 0 0.218903 
16000 2 0.767021 2 0 0.223786 
17000 2 0.713694 2 0 0.195921 
18000 2 0.639807 2 0 0.16231 
19000 2 0.726387 2 0 0.202241 
20000 2 0.726955 2 0 0.202528 
21000 2 0.711935 2 0 0.195059 
22000 2 0.690903 2 0 0.185004 
23000 2 0.740928 2 0 0.20971 
24000 2 0.704945 2 0 0.191667 
25000 2 0.703636 2 0 0.191037 
26000 2 0.723534 2 0 0.200804 
27000 2 0.749749 2 0 0.214368 
28000 2 0.623928 2 0 0.155702 
29000 2 0.609732 2 0 0.149957 
30000 2 0.43715 2 0 0.090204 
31000 2 0.312602 2 0 0.0563057 
32000 2 0.276491 2 0 0.0476874 
33000 1 0 1 0 0 
34000 1 0 1 0 0 
35000 2 0.00379425 2 0 0.000287274 
36000 1 0 1 0 0 
37000 1 0 1 0 0 
38000 1 0 1 0 0 
39000 1 0 1 0 0 
40000 2 0.00379425 2 0 0.000287274 
41000 1 0 1 0 0 
42000 1 0 1 0 0 
43000 1 0 1 0 0 
44000 1 0 1 0 0 
45000 1 0 1 0 0 
46000 2 0.261406 2 0 0.0442402 
47000 2 0.589228 2 0 0.141913 
48000 2 0.611169 2 0 0.150531 
49000 2 0.742689 2 0 0.210632 
50000 2 0.739827 2 0 0.209135 
51000 2 0.704831 2 0 0.191612 
52000 2 0.687934 2 0 0.183621 
53000 2 0.701838 2 0 0.190175 
54000 2 0.793393 2 0 0.239012 
55000 2 0.701237 2 0 0.189888 
56000 2 0.754983 2 0 0.217179 
57000 2 0.756044 2 0 0.217754 
58000 2 0.711935 2 0 0.195059 
59000 2 0.810708 2 0 0.249641 
60000 2 0.783168 2 0 0.232979 
61000 2 0.797686 2 0 0.241597 
62000 2 0.748015 2 0 0.213444 
63000 2 0.602495 2 0 0.147084 
64000 2 0.707804 2 0 0.193048 
65000 2 0.659823 2 0 0.170928 
66000 2 0.712522 2 0 0.195346 
67000 2 0.649244 2 0 0.166332 
68000 2 0.636395 2 0 0.160873 
69000 2 0.700033 2 0 0.189313 
70000 2 0.647906 2 0 0.165757 
71000 2 0.661242 2 0 0.171552 
72000 2 0.753919 2 0 0.216604 
73000 2 0.732599 2 0 0.205401 
74000 2 0.628116 2 0 0.157426 
75000 2 0.734278 2 0 0.206263 
76000 2 0.817479 2 0 0.25395 
77000 2 0.757103 2 0 0.218328 
78000 2 0.740928 2 0 0.20971 
79000 2 0.693966 2 0 0.186441 
80000 2 0.677822 2 0 0.178972 
81000 2 0.630307 2 0 0.158333 
82000 2 0.628116 2 0 0.157426 
83000 2 0.680341 2 0 0.180121 
84000 2 0.714863 2 0 0.196495 
85000 2 0.732038 2 0 0.205113 
86000 2 0.738723 2 0 0.208561 
87000 2 0.751246 2 0 0.215168 
88000 2 0.811619 2 0 0.250215 
89000 2 0.836948 2 0 0.266877 
90000 2 0.787098 2 0 0.235277 
91000 2 0.785138 2 0 0.234128 
92000 2 0.766505 2 0 0.223499 
93000 2 0.746933 2 0 0.21287 
94000 2 0.858687 2 0 0.28239 
95000 2 0.738723 2 0 0.208561 
96000 2 0.734393 2 0 0.206322 
97000 2 0.730914 2 0 0.204539 
98000 2 0.767536 2 0 0.224074 
99000 2 0.734278 2 0 0.206263 
100000 2 0.68534 2 0 0.182419 
