# Avida tasks data
# Mon Mar 24 16:26:55 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 267 
2000 711 
3000 924 
4000 998 
5000 762 
6000 763 
7000 904 
8000 822 
9000 1041 
10000 807 
11000 854 
12000 1033 
13000 966 
14000 840 
15000 812 
16000 711 
17000 726 
18000 754 
19000 681 
20000 849 
21000 762 
22000 794 
23000 839 
24000 942 
25000 1037 
26000 901 
27000 912 
28000 985 
29000 1165 
30000 923 
31000 868 
32000 732 
33000 512 
34000 612 
35000 731 
36000 712 
37000 723 
38000 705 
39000 738 
40000 700 
41000 779 
42000 739 
43000 711 
44000 714 
45000 742 
46000 732 
47000 684 
48000 697 
49000 733 
50000 698 
51000 768 
52000 715 
53000 775 
54000 757 
55000 841 
56000 820 
57000 772 
58000 847 
59000 861 
60000 908 
61000 853 
62000 893 
63000 897 
64000 726 
65000 767 
66000 708 
67000 697 
68000 671 
69000 738 
70000 797 
71000 832 
72000 855 
73000 891 
74000 801 
75000 796 
76000 746 
77000 750 
78000 836 
79000 878 
80000 924 
81000 940 
82000 918 
83000 874 
84000 801 
85000 803 
86000 713 
87000 701 
88000 690 
89000 639 
90000 656 
91000 727 
92000 723 
93000 733 
94000 677 
95000 626 
96000 594 
97000 641 
98000 656 
99000 634 
100000 635 
