# Avida tasks data
# Sun Apr 13 23:00:23 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 0 0 0 0 
3000 2151 1349 0 1481 
4000 3066 3041 0 3019 
5000 3200 3092 0 2971 
6000 3164 3111 0 3110 
7000 3205 3060 0 3151 
8000 3125 3127 2 3114 
9000 3153 3203 0 3140 
10000 3055 3114 0 3119 
11000 1732 2575 1521 3154 
12000 1342 3128 2090 2968 
13000 1658 2196 2834 3117 
14000 3175 3138 2991 3060 
15000 3186 3095 3101 3059 
16000 3245 3172 3077 3136 
17000 3178 3132 3070 3103 
18000 3246 3096 3104 3146 
19000 3274 3110 3086 3191 
20000 3253 3119 3111 3099 
21000 3223 3098 3126 3110 
22000 3076 3127 3077 3035 
23000 3191 3002 3057 3099 
24000 3286 3166 3002 3071 
25000 3244 3211 3091 3122 
26000 3291 3177 3055 3035 
27000 3243 3210 3136 3173 
28000 3288 3217 3128 3128 
29000 3298 3099 3096 3226 
30000 3238 3197 3095 3125 
31000 3253 3153 3109 3111 
32000 3198 3199 3051 3113 
33000 3265 3173 3132 3156 
34000 3315 3239 3129 3172 
35000 3294 3212 3021 3206 
36000 3216 3204 3096 3080 
37000 3235 3061 2993 3026 
38000 3264 3212 3146 3216 
39000 3243 3157 3049 3069 
40000 3186 3160 3050 3098 
41000 3210 3132 3100 3120 
42000 3199 3234 3043 3161 
43000 3251 3170 3130 3151 
44000 3253 3198 3120 3196 
45000 3242 3216 3124 3170 
46000 3253 3193 3083 3126 
47000 3249 3195 3038 3138 
48000 3184 3127 3022 3131 
49000 3297 3288 3061 3125 
50000 3193 3220 3036 3120 
51000 3187 3261 3065 3122 
52000 3182 3239 3106 3094 
53000 3304 3191 3063 3092 
54000 3209 3142 3028 3121 
55000 3320 3241 3072 3169 
56000 3258 3214 3134 3229 
57000 3275 3259 3090 3107 
58000 3201 3111 3072 3083 
59000 3230 3102 3045 3119 
60000 3255 3153 3145 3176 
61000 3211 3195 3117 3066 
62000 3263 3165 3122 3119 
63000 3274 3175 3117 3102 
64000 3197 3098 3061 3068 
65000 3208 3200 3045 3120 
66000 3205 3144 3088 3194 
67000 3191 3033 3118 3089 
68000 3201 3154 3100 3180 
69000 3279 3137 3029 3146 
70000 3231 3200 3013 3123 
71000 3223 3134 2970 3096 
72000 3156 3180 3031 3155 
73000 3245 3188 3098 3239 
74000 3169 3224 3049 3208 
75000 3250 3173 3064 3194 
76000 3225 3221 3120 3160 
77000 3045 3128 2999 3104 
78000 3156 3248 3089 3136 
79000 3087 3291 3097 3154 
80000 3058 3221 3022 3126 
81000 3112 3245 3087 3195 
82000 3169 3291 3086 3151 
83000 3055 3262 3142 3169 
84000 3080 3253 3102 3135 
85000 3156 3241 3083 3134 
86000 3156 3226 3113 3161 
87000 3155 3241 3124 3208 
88000 3124 3277 3118 3146 
89000 3000 3254 3101 3159 
90000 3172 3290 3148 3170 
91000 3073 3240 3123 3133 
92000 3130 3288 3123 3195 
93000 3065 3276 3132 3178 
94000 3034 3185 3108 3139 
95000 3178 3291 3110 3162 
96000 3174 3290 3136 3122 
97000 3103 3275 3131 3153 
98000 3122 3258 3107 3218 
99000 3186 3172 3034 3160 
100000 3135 3276 3158 3211 
