# Avida tasks data
# Sun Apr 13 20:27:58 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: And
#  3: Not
#  4: Nand
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 0 0 0 0 
3000 0 0 0 0 
4000 0 0 0 0 
5000 0 16 0 0 
6000 0 382 415 0 
7000 0 453 408 0 
8000 0 362 451 235 
9000 0 572 297 544 
10000 0 489 349 697 
11000 0 737 257 758 
12000 0 552 311 643 
13000 442 451 142 537 
14000 450 453 172 587 
15000 546 458 50 567 
16000 555 489 427 572 
17000 625 609 616 568 
18000 542 427 826 632 
19000 563 299 1087 574 
20000 596 272 983 596 
21000 524 431 722 607 
22000 536 399 1040 568 
23000 625 288 1023 548 
24000 581 509 988 754 
25000 563 526 1098 626 
26000 560 412 1185 679 
27000 576 418 973 587 
28000 612 305 952 689 
29000 653 343 1011 747 
30000 558 297 870 814 
31000 689 501 1342 682 
32000 763 422 1023 667 
33000 794 462 1129 734 
34000 972 394 814 783 
35000 860 456 959 774 
36000 849 478 890 720 
37000 757 375 880 648 
38000 676 400 892 670 
39000 864 486 977 784 
40000 835 567 790 721 
41000 768 461 650 684 
42000 737 494 938 699 
43000 695 466 767 734 
44000 888 587 925 748 
45000 867 542 953 738 
46000 716 764 916 613 
47000 720 640 1218 562 
48000 668 529 876 718 
49000 580 611 803 775 
50000 624 445 855 712 
51000 728 538 1028 773 
52000 740 419 849 682 
53000 712 412 899 791 
54000 786 518 782 801 
55000 662 469 919 806 
56000 698 556 888 778 
57000 627 386 702 674 
58000 613 368 823 720 
59000 635 404 651 767 
60000 647 400 805 796 
61000 602 357 817 639 
62000 624 444 988 627 
63000 585 386 890 725 
64000 560 479 910 639 
65000 671 544 994 739 
66000 564 398 970 771 
67000 616 541 937 809 
68000 699 414 953 684 
69000 555 570 826 653 
70000 559 520 780 748 
71000 554 538 758 669 
72000 617 529 777 570 
73000 601 436 878 618 
74000 637 367 885 746 
75000 606 560 766 637 
76000 671 570 855 674 
77000 490 618 701 666 
78000 473 530 709 563 
79000 547 441 718 568 
80000 673 379 882 641 
81000 714 637 907 747 
82000 652 413 947 903 
83000 957 395 973 869 
84000 1029 382 1322 992 
85000 820 536 1275 1210 
86000 715 601 1117 1180 
87000 824 732 1072 1128 
88000 808 356 981 903 
89000 672 506 929 766 
90000 1012 413 1114 677 
91000 782 352 1029 983 
92000 756 330 967 989 
93000 644 312 841 840 
94000 764 599 673 737 
95000 776 489 777 786 
96000 851 424 906 690 
97000 673 326 749 904 
98000 629 304 669 881 
99000 930 347 952 1043 
100000 668 397 978 787 
