# Avida tasks data
# Mon Mar 24 16:36:14 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 2 
3000 393 
4000 807 
5000 831 
6000 1010 
7000 1051 
8000 1413 
9000 1495 
10000 1476 
11000 1259 
12000 1164 
13000 1146 
14000 1106 
15000 938 
16000 1250 
17000 1224 
18000 1225 
19000 1394 
20000 1456 
21000 1176 
22000 1224 
23000 1359 
24000 1365 
25000 1410 
26000 1294 
27000 1429 
28000 1353 
29000 1237 
30000 1182 
31000 1200 
32000 896 
33000 1064 
34000 1121 
35000 1104 
36000 1369 
37000 1166 
38000 1054 
39000 1069 
40000 1202 
41000 1140 
42000 1198 
43000 1101 
44000 1027 
45000 1003 
46000 1021 
47000 896 
48000 1108 
49000 1025 
50000 1066 
51000 1172 
52000 1154 
53000 1122 
54000 1097 
55000 1012 
56000 1177 
57000 1156 
58000 1223 
59000 1191 
60000 1053 
61000 1283 
62000 1301 
63000 1212 
64000 1255 
65000 1210 
66000 1314 
67000 1177 
68000 1419 
69000 1025 
70000 1083 
71000 1191 
72000 1210 
73000 1193 
74000 1176 
75000 1156 
76000 1176 
77000 1229 
78000 1194 
79000 1152 
80000 1345 
81000 1136 
82000 1161 
83000 1267 
84000 1153 
85000 1247 
86000 1312 
87000 1221 
88000 1314 
89000 1056 
90000 1250 
91000 1212 
92000 1145 
93000 1209 
94000 1051 
95000 1126 
96000 1093 
97000 1048 
98000 1043 
99000 1108 
100000 907 
