# Thu Mar  5 19:00:04 2015
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 2 0.00701383 2 0 0.000574548 
2000 2 0.0400757 2 0 0.00431034 
3000 5 1.72404 5 0 0.448147 
4000 15 2.30048 15 1.22026 2.41695 
5000 21 2.50852 21 1.67102 3.3025 
6000 24 2.07116 24 1.79275 3.56162 
7000 26 2.36918 26 1.7722 3.49986 
8000 25 2.3645 25 1.87837 3.74971 
9000 23 2.33544 23 1.9102 3.8216 
10000 23 2.30302 23 1.89949 3.80982 
11000 26 2.24826 26 1.92157 3.84861 
12000 20 2.24336 20 1.91358 3.83022 
13000 21 2.113 21 1.91905 3.84626 
14000 24 2.20912 24 1.90085 3.80781 
15000 23 2.08639 23 1.92471 3.85292 
16000 23 2.32093 23 1.90652 3.81672 
17000 20 2.20849 20 1.9183 3.84085 
18000 23 2.26107 23 1.90184 3.80954 
19000 24 2.2831 24 1.90049 3.81471 
20000 22 2.21283 22 1.91915 3.84315 
21000 21 2.24971 21 1.90622 3.82098 
22000 21 2.24559 21 1.91666 3.83625 
23000 19 2.25144 19 1.90339 3.81408 
24000 23 2.24451 23 1.90719 3.82333 
25000 26 2.35454 26 1.91703 3.84889 
26000 30 2.8296 30 2.11526 4.43321 
27000 36 2.95656 36 2.08963 4.35776 
28000 38 2.48353 38 2.04181 4.22126 
29000 36 2.50853 36 2.03286 4.19563 
30000 31 2.45074 31 2.05133 4.24454 
31000 31 2.41549 31 2.05674 4.25136 
32000 30 2.34147 30 2.06056 4.26716 
33000 38 2.46314 38 2.04153 4.21574 
34000 33 2.37915 33 2.04824 4.23786 
35000 36 2.46774 36 2.04749 4.23327 
36000 35 2.43608 35 2.05884 4.26889 
37000 33 2.30096 33 2.06922 4.28526 
38000 33 2.36931 33 2.03751 4.21408 
39000 37 2.41815 37 2.05748 4.25912 
40000 35 2.60046 35 2.05204 4.2482 
41000 44 3.15995 44 2.17089 4.59655 
42000 40 2.81606 40 2.20966 4.71416 
43000 48 2.88903 48 2.20612 4.70181 
44000 51 3.2052 51 2.21538 4.74145 
45000 47 2.83097 47 2.21291 4.72939 
46000 49 2.5873 49 2.21083 4.72881 
47000 46 2.85196 46 2.20191 4.6977 
48000 48 2.95463 48 2.2029 4.70316 
49000 46 2.68429 46 2.20376 4.7156 
50000 48 2.85759 48 2.21261 4.72307 
51000 50 3.0739 50 2.20556 4.72147 
52000 50 2.74149 50 2.38389 5.33467 
53000 49 2.60773 49 2.39419 5.36857 
54000 46 2.37046 46 2.41575 5.44384 
55000 50 2.46841 50 2.41588 5.42718 
56000 48 2.46106 48 2.409 5.41885 
57000 54 2.46089 54 2.40262 5.40276 
58000 50 2.44854 50 2.40049 5.40276 
59000 47 2.39211 47 2.40968 5.42258 
60000 51 2.32039 51 2.41459 5.4424 
61000 46 2.23043 46 2.42312 5.47084 
62000 46 2.31594 46 2.41409 5.43895 
63000 45 2.34097 45 2.42132 5.44872 
64000 45 2.18859 45 2.43222 5.49626 
65000 46 2.23118 46 2.42487 5.47946 
66000 50 2.36653 50 2.40914 5.41741 
67000 45 2.15468 45 2.42898 5.49526 
68000 47 2.24007 47 2.42022 5.46236 
69000 49 2.27462 49 2.41889 5.46567 
70000 52 2.40058 52 2.41007 5.42258 
71000 39 2.35314 39 2.42519 5.45935 
72000 50 2.6022 50 2.39259 5.36149 
73000 56 2.70564 56 2.33095 5.1692 
74000 51 2.65889 51 2.28357 5.0135 
75000 52 2.74015 52 2.24985 4.91695 
76000 48 2.64438 48 2.24729 4.87956 
77000 56 2.68088 56 2.22913 4.85608 
78000 48 2.61219 48 2.25999 4.93651 
79000 51 2.52916 51 2.25063 4.91322 
80000 53 2.49213 53 2.25099 4.90836 
81000 54 2.67068 54 2.22912 4.86293 
82000 49 2.51487 49 2.2606 4.94138 
83000 48 2.48218 48 2.25207 4.91439 
84000 55 2.58617 55 2.24457 4.89658 
85000 48 2.58735 48 2.2503 4.90204 
86000 49 2.5796 49 2.25591 4.9322 
87000 50 2.66156 50 2.23361 4.86897 
88000 56 2.65448 56 2.23681 4.87561 
89000 50 2.55945 50 2.24343 4.88136 
90000 51 2.49606 51 2.23978 4.88563 
91000 53 2.4962 53 2.25855 4.9322 
92000 53 2.62442 53 2.23623 4.87044 
93000 56 2.62023 56 2.23014 4.84344 
94000 56 2.7253 56 2.21995 4.82931 
95000 53 2.64109 53 2.24038 4.88624 
96000 55 2.69245 55 2.24015 4.89084 
97000 57 2.5963 57 2.2477 4.91468 
98000 52 2.47664 52 2.26268 4.96323 
99000 52 2.50559 52 2.26044 4.96149 
100000 49 2.28805 49 2.28336 5.02729 
