# Avida tasks data
# Mon Mar 24 17:17:06 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 10 
5000 482 
6000 600 
7000 931 
8000 1013 
9000 1092 
10000 1379 
11000 1310 
12000 1101 
13000 1111 
14000 1323 
15000 1122 
16000 1070 
17000 1195 
18000 1341 
19000 1354 
20000 1339 
21000 1486 
22000 1510 
23000 1329 
24000 1389 
25000 1415 
26000 1421 
27000 1488 
28000 1352 
29000 1526 
30000 1441 
31000 1517 
32000 1384 
33000 1440 
34000 1413 
35000 1460 
36000 1441 
37000 1419 
38000 1265 
39000 1456 
40000 1444 
41000 1417 
42000 1632 
43000 1506 
44000 1547 
45000 1585 
46000 1324 
47000 1598 
48000 1763 
49000 1474 
50000 1427 
51000 1620 
52000 1611 
53000 1513 
54000 1669 
55000 1561 
56000 1409 
57000 1395 
58000 1490 
59000 1589 
60000 1481 
61000 1556 
62000 1763 
63000 1784 
64000 1570 
65000 1716 
66000 1393 
67000 1631 
68000 1613 
69000 1451 
70000 1519 
71000 1518 
72000 1699 
73000 1655 
74000 1688 
75000 1436 
76000 1425 
77000 1697 
78000 1503 
79000 1444 
80000 1512 
81000 1537 
82000 1670 
83000 1505 
84000 1457 
85000 1725 
86000 1470 
87000 1415 
88000 1499 
89000 1448 
90000 1393 
91000 1568 
92000 1378 
93000 1527 
94000 1464 
95000 1504 
96000 1476 
97000 1621 
98000 1338 
99000 1335 
100000 1544 
