# Avida tasks data
# Mon Mar 24 16:28:04 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 318 
6000 587 
7000 655 
8000 698 
9000 898 
10000 847 
11000 695 
12000 705 
13000 687 
14000 808 
15000 713 
16000 671 
17000 713 
18000 742 
19000 715 
20000 630 
21000 670 
22000 801 
23000 705 
24000 735 
25000 650 
26000 634 
27000 726 
28000 720 
29000 714 
30000 784 
31000 695 
32000 633 
33000 558 
34000 701 
35000 629 
36000 631 
37000 731 
38000 755 
39000 761 
40000 817 
41000 905 
42000 991 
43000 826 
44000 1061 
45000 1081 
46000 1124 
47000 971 
48000 874 
49000 855 
50000 846 
51000 842 
52000 883 
53000 920 
54000 869 
55000 997 
56000 873 
57000 1020 
58000 858 
59000 753 
60000 917 
61000 875 
62000 892 
63000 843 
64000 784 
65000 739 
66000 797 
67000 848 
68000 982 
69000 1014 
70000 787 
71000 730 
72000 955 
73000 802 
74000 744 
75000 826 
76000 843 
77000 808 
78000 892 
79000 859 
80000 682 
81000 880 
82000 813 
83000 804 
84000 696 
85000 929 
86000 956 
87000 828 
88000 848 
89000 712 
90000 824 
91000 861 
92000 947 
93000 863 
94000 1031 
95000 864 
96000 845 
97000 822 
98000 950 
99000 823 
100000 968 
