# Avida tasks data
# Thu Oct 30 15:49:24 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: And
#  3: Nand
#  4: Nor
#  5: Not
#  6: OrNot
#  7: Or
#  8: Equals

0 0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 0 
2000 0 0 0 0 0 0 0 
3000 0 0 0 0 0 0 0 
4000 0 0 0 1 0 0 0 
5000 0 0 0 0 0 0 0 
6000 0 49 0 0 0 0 0 
7000 0 625 0 15 0 0 0 
8000 0 590 0 91 8 0 0 
9000 0 479 0 251 14 0 0 
10000 0 740 0 210 20 0 0 
11000 0 1165 0 257 672 0 0 
12000 0 965 0 377 1057 0 0 
13000 0 1174 0 408 1252 0 0 
14000 0 1111 0 386 1091 0 0 
15000 0 1225 0 361 1204 0 0 
16000 0 911 0 328 1333 0 0 
17000 0 1108 0 345 1199 0 0 
18000 0 1180 0 396 1124 0 0 
19000 1 1243 0 473 1049 0 0 
20000 0 1045 0 342 1061 0 0 
21000 0 1201 0 450 1100 0 0 
22000 0 1204 0 457 1008 0 0 
23000 0 1162 0 501 1009 0 0 
24000 0 919 0 460 1006 0 0 
25000 0 1012 0 499 1018 0 0 
26000 0 918 0 332 1064 0 0 
27000 0 1065 0 430 1073 0 0 
28000 0 166 0 167 2292 1753 0 
29000 0 54 0 604 1531 1880 0 
30000 0 346 0 600 1366 1919 0 
31000 0 996 0 478 1761 1937 0 
32000 0 1502 0 572 1707 1926 0 
33000 0 1630 0 1125 1527 1919 0 
34000 0 1527 5 783 1658 1935 0 
35000 31 1374 0 1004 1413 1852 0 
36000 16 1885 2 1067 1333 1923 0 
37000 43 1576 0 1058 1267 1917 0 
38000 27 1562 0 940 1337 1938 0 
39000 0 1909 391 600 1856 2054 0 
40000 0 1950 453 837 1722 2011 0 
41000 0 1763 452 973 1796 2050 0 
42000 0 1801 503 1168 1766 2028 0 
43000 0 1431 486 927 1774 1983 0 
44000 0 1279 487 762 1682 1924 0 
45000 0 1498 477 712 1693 1942 0 
46000 0 1358 579 981 1872 1955 0 
47000 0 1676 433 747 1969 1957 0 
48000 0 1701 514 707 1817 2031 0 
49000 0 1848 395 822 1842 2118 0 
50000 0 1617 478 934 1802 1901 0 
51000 0 1716 509 855 1876 2012 0 
52000 0 1385 633 950 1847 1959 0 
53000 7 1476 743 1094 1755 2074 0 
54000 0 1372 488 712 1651 1894 0 
55000 424 1064 386 471 1321 1862 0 
56000 1018 1067 393 622 1387 1806 0 
57000 1050 1006 461 754 1602 1758 0 
58000 1046 1171 385 613 1331 1804 0 
59000 1042 1048 383 853 1265 1832 0 
60000 1038 1004 490 900 1374 1814 0 
61000 1119 1077 657 720 1385 1819 0 
62000 1006 1092 622 718 1541 1807 0 
63000 1018 1088 460 608 1837 1784 0 
64000 1046 1038 467 668 1615 1853 0 
65000 1118 928 401 628 1376 1783 0 
66000 1098 1064 346 735 1394 1812 0 
67000 1100 944 443 727 1326 1820 0 
68000 1090 937 424 621 1253 1761 0 
69000 1164 1043 383 580 1418 1794 0 
70000 1124 1036 442 796 1608 1791 0 
71000 1131 951 439 719 1740 1794 0 
72000 1100 1013 461 708 1807 1819 0 
73000 1162 1010 392 641 1738 1785 0 
74000 1070 924 451 763 1259 1777 0 
75000 1093 964 439 699 1437 1783 0 
76000 1252 998 408 631 1749 1763 0 
77000 1098 996 425 684 1699 1752 0 
78000 1253 1156 414 624 2103 1772 0 
79000 1158 1134 369 897 2039 1768 0 
80000 1096 1121 352 785 2022 1812 0 
81000 1044 1192 357 792 2093 1819 0 
82000 1090 1139 352 788 2354 1789 0 
83000 1056 1168 371 913 1714 1750 0 
84000 1094 1065 397 1100 1616 1773 0 
85000 1172 1114 393 962 1697 1757 0 
86000 1130 1130 388 862 2122 1773 0 
87000 1124 1146 372 914 2178 1763 0 
88000 1058 1043 384 784 1966 1833 0 
89000 1153 1032 434 804 1764 1792 0 
90000 1081 1020 405 1214 1577 1783 0 
91000 1202 1077 399 958 2042 1812 0 
92000 1198 1065 380 1176 1541 1746 0 
93000 1059 1069 361 902 1716 1813 0 
94000 1072 1200 340 800 2063 1787 0 
95000 1010 1365 370 703 2114 1817 0 
96000 1033 1202 390 962 2101 1773 0 
97000 1180 1152 371 816 2237 1795 0 
98000 1130 1276 399 834 2041 1798 0 
99000 1079 1005 380 1004 1755 1822 0 
100000 1143 1034 367 1102 1783 1778 0 
