# Avida tasks data
# Mon Mar 24 16:30:25 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 0 
6000 20 
7000 672 
8000 709 
9000 896 
10000 708 
11000 807 
12000 842 
13000 865 
14000 803 
15000 995 
16000 827 
17000 994 
18000 930 
19000 858 
20000 768 
21000 867 
22000 989 
23000 821 
24000 729 
25000 1008 
26000 837 
27000 1061 
28000 864 
29000 915 
30000 801 
31000 658 
32000 695 
33000 759 
34000 729 
35000 749 
36000 709 
37000 690 
38000 726 
39000 652 
40000 718 
41000 619 
42000 619 
43000 602 
44000 628 
45000 663 
46000 641 
47000 733 
48000 739 
49000 586 
50000 674 
51000 744 
52000 660 
53000 641 
54000 776 
55000 656 
56000 675 
57000 705 
58000 791 
59000 824 
60000 724 
61000 656 
62000 779 
63000 764 
64000 901 
65000 941 
66000 760 
67000 771 
68000 753 
69000 745 
70000 710 
71000 633 
72000 682 
73000 677 
74000 731 
75000 650 
76000 746 
77000 845 
78000 951 
79000 890 
80000 848 
81000 829 
82000 912 
83000 845 
84000 807 
85000 846 
86000 917 
87000 889 
88000 783 
89000 805 
90000 892 
91000 770 
92000 830 
93000 759 
94000 890 
95000 1000 
96000 1084 
97000 842 
98000 867 
99000 1100 
100000 931 
