# Avida tasks data
# Sun Apr 13 17:39:19 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 18 
4000 11 
5000 0 
6000 347 
7000 445 
8000 430 
9000 546 
10000 564 
11000 459 
12000 476 
13000 443 
14000 499 
15000 387 
16000 549 
17000 505 
18000 574 
19000 630 
20000 570 
21000 464 
22000 374 
23000 378 
24000 398 
25000 302 
26000 287 
27000 304 
28000 394 
29000 412 
30000 291 
31000 203 
32000 205 
33000 307 
34000 304 
35000 398 
36000 364 
37000 307 
38000 364 
39000 226 
40000 309 
41000 267 
42000 261 
43000 249 
44000 215 
45000 274 
46000 190 
47000 266 
48000 303 
49000 306 
50000 275 
51000 549 
52000 442 
53000 631 
54000 860 
55000 671 
56000 586 
57000 568 
58000 559 
59000 533 
60000 565 
61000 517 
62000 419 
63000 381 
64000 373 
65000 85 
66000 168 
67000 0 
68000 0 
69000 0 
70000 0 
71000 0 
72000 0 
73000 0 
74000 0 
75000 0 
76000 0 
77000 13 
78000 568 
79000 577 
80000 534 
81000 614 
82000 603 
83000 488 
84000 432 
85000 509 
86000 478 
87000 462 
88000 451 
89000 456 
90000 526 
91000 402 
92000 392 
93000 434 
94000 459 
95000 593 
96000 508 
97000 437 
98000 526 
99000 387 
100000 474 
