# Avida tasks data
# Sun Apr 13 22:27:17 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 1306 933 0 909 
3000 2699 1281 0 2230 
4000 2349 1496 0 2483 
5000 2310 1985 0 2893 
6000 3191 2012 1165 2106 
7000 3190 2001 1225 2060 
8000 3056 2674 1445 1818 
9000 3006 1905 2044 2454 
10000 2499 1799 2414 2800 
11000 2955 3035 3154 3196 
12000 2964 3086 3102 3051 
13000 3071 3195 3221 3168 
14000 3090 3151 3267 3140 
15000 3130 3236 3211 3102 
16000 3130 3093 3238 3158 
17000 3121 3076 3182 3084 
18000 3054 3152 3237 3128 
19000 3160 3156 3234 3190 
20000 3154 3188 3220 3206 
21000 3128 3185 3273 3148 
22000 3201 3182 3204 3252 
23000 3117 3169 3197 3180 
24000 3128 3167 3209 3214 
25000 3079 3163 3088 3171 
26000 3114 3189 3074 3149 
27000 3116 3179 3109 3158 
28000 3123 3171 3110 3110 
29000 3148 3208 3191 3231 
30000 3192 3180 3059 3187 
31000 3125 3179 3035 3173 
32000 3023 3136 2998 3102 
33000 3133 3220 3035 3213 
34000 3049 3211 3097 3176 
35000 2988 3135 3012 3210 
36000 3083 3190 3011 3181 
37000 3093 3223 3081 3208 
38000 3049 3179 2964 3146 
39000 3044 3201 3070 3141 
40000 3180 3155 3031 3176 
41000 3101 3183 3041 3197 
42000 3176 3217 3076 3186 
43000 3161 3190 2990 3205 
44000 3173 3237 2993 3215 
45000 3226 3167 3021 3210 
46000 3046 3232 3007 3180 
47000 3270 3182 3056 3220 
48000 3165 3211 3128 3278 
49000 3128 3168 3044 3171 
50000 3188 3266 3056 3238 
51000 3071 3153 3035 3180 
52000 3147 3234 3053 3224 
53000 3168 3282 3098 3257 
54000 3189 3173 3043 3206 
55000 3202 3185 3103 3137 
56000 3218 3216 3001 3230 
57000 3277 3245 3001 3168 
58000 3193 3252 3063 3223 
59000 3260 3231 2926 3241 
60000 3176 3140 3041 3181 
61000 3157 3193 2941 3158 
62000 3062 3181 2982 3184 
63000 3140 3196 2980 3202 
64000 3134 3188 2890 3210 
65000 3091 3227 3015 3151 
66000 3131 3177 3049 3204 
67000 3169 3188 3037 3191 
68000 3116 3199 3103 3167 
69000 3085 3260 3058 3223 
70000 3119 3231 3036 3184 
71000 3089 3261 3014 3217 
72000 3181 3256 2980 3180 
73000 3160 3197 2946 3217 
74000 3176 3258 3046 3205 
75000 3133 3208 2956 3210 
76000 3193 3247 3056 3280 
77000 3157 3226 3015 3212 
78000 3200 3269 2920 3268 
79000 3273 3219 2854 3213 
80000 3213 3299 2893 3239 
81000 3244 3257 2949 3256 
82000 3233 3249 2931 3313 
83000 3258 3262 3003 3248 
84000 3233 3206 2942 3197 
85000 3237 3236 2938 3219 
86000 3226 3273 3013 3199 
87000 3271 3252 2983 3266 
88000 3213 3262 3002 3287 
89000 3290 3324 2971 3320 
90000 3202 3246 2925 3218 
91000 3184 3162 2905 3207 
92000 3146 3271 3079 3316 
93000 3210 3266 2943 3205 
94000 3246 3216 2986 3190 
95000 3100 3186 2975 3258 
96000 3270 3208 3013 3248 
97000 3291 3239 3023 3300 
98000 3243 3223 2966 3273 
99000 3249 3195 2905 3251 
100000 3295 3194 2937 3174 
