seed, ent, functional_ent, overlap, variance, kurtosis, skew, resources
11829, 5.18100042313,4.82435718036,0.0706422465893,0.00630380106993, 11.8821437166, 3.06586969612,13033.0
11828, 5.71591301222,5.37257726907,0.0626750574548,0.00249273605767, 1.23782285394, 1.34945955491,13963.0
11825, 5.60791295817,5.30354660795,0.0638830937031,0.00319523413262, 2.6892083981, 1.66772280426,13565.0
11824, 5.06094559358,4.94016167968,0.0759186231752,0.00574494329228, 14.7204004202, 3.31915781493,11628.0
11827, 5.44768233052,5.15430381221,0.0663132328746,0.00288578836547, 2.4758954433, 1.51551809611,12696.0
11826, 5.46514472233,5.24318824712,0.0691970698075,0.00346446590895, 0.657614525961, 1.15489399485,13489.0
11821, 5.59704655304,5.27141627924,0.0661175445027,0.00222530591836, -0.367455314716, 0.764694464177,13349.0
11820, 5.36001184553,5.13085653236,0.0686639559808,0.0026299504031, 1.57493722068, 1.17385616761,12429.0
11823, 5.83131554525,5.44675394254,0.0604035351572,0.00234344809047, 3.07515696045, 1.74024121559,14298.0
11822, 5.39976866233,5.06045537101,0.0644467927935,0.00237387805296, -0.423310102539, 0.771554319382,12563.0
11988, 1.74280756178,1.53757303537,0.419706980753,1.60753134672, 11.6342751435, 3.61820824558,26298.0
11989, 4.31365650137,3.99785972524,0.0712228754003,0.0184556909307, 22.3586599307, 4.56365322275,10165.0
11982, 2.86817493124,2.42583604234,0.217717609882,0.475242054129, 21.4680928173, 4.66617149682,24252.0
11983, 3.65081933413,3.18439795179,0.182075712599,0.204334047509, 17.9773497831, 4.16275543761,22817.0
11980, 1.47285725545,1.16975234137,0.452388596921,2.15878484731, 11.7330319739, 3.68247008625,26771.0
11981, 3.84755444819,3.29832910388,0.159633130373,0.119341465683, 13.0356740832, 3.46148671844,22783.0
11986, 4.36885393458,3.9879076588,0.107763573686,0.0241794087838, 2.54935231241, 1.81807142577,15005.0
11987, 1.11268947696,1.11268947696,1.11380145278,5.6277495413, 2.11420347071, 2.01765963817,27140.0
11984, 1.20988992721,0.863533878977,0.596844408106,3.19221873116, 7.98038087162, 3.14928338031,27009.0
11985, 1.47099073795,1.35298673904,0.546681987935,2.49489729907, 8.8238180794, 3.26764618204,26642.0
12059, 4.88392805896,4.34271562835,0.0712682406673,0.0135833243244, 12.8128601639, 3.21633065794,14637.0
50163, 4.87706946851,4.46465827861,0.0996352165123,0.0262589885443, 9.10084459056, 2.96040739372,18382.0
11911, 4.88177214214,4.31952784424,0.0672110136345,0.00620315925723, 2.10063589338, 1.6237941531,12166.0
50162, 2.14227229549,1.91689210217,0.413147562961,1.25314085691, 11.2369777241, 3.54343530499,25887.0
50161, 2.20041184501,1.89461028792,0.367581154841,0.90404923086, 8.64713410712, 3.09840842279,25591.0
11912, 1.63890851439,1.50146324197,0.509164033324,2.20758417613, 9.84070543794, 3.42110579029,26586.0
11915, 3.80174125527,3.5342687385,0.0570930022237,0.00432721532349, 7.88991822342, 2.58059115661,5366.0
50166, 1.8142132719,1.59437741662,0.541736775147,2.0324985357, 8.64051530447, 3.2239248766,26401.0
11917, 1.41111507734,1.21621589305,0.451323994119,2.16715106605, 11.7496977474, 3.68508289039,26708.0
50164, 0.501011355027,0.252637137828,0.791985061764,5.55172128559, 5.10564270114, 2.66491732003,27569.0
11850, 3.38715857307,2.94293656926,0.214557598391,0.205950266383, 11.5737546246, 3.26771234934,23900.0
11918, 1.16255272709,0.995545541578,0.648735995404,3.26556254324, 6.86885299814, 2.95545986943,27099.0
11852, 1.70614418757,1.30048873815,0.32651786718,1.46034212429, 17.4874040122, 4.38340392849,26142.0
50168, 4.43999813876,3.89150013983,0.0744650290024,0.0160983823349, 7.75532937385, 2.78054987036,12183.0
11854, 4.71377744408,3.76807346885,0.0714753104153,0.0386292441787, 46.030341474, 6.45564724374,17914.0
11855, 3.48409384612,3.32301820173,0.0490354230659,0.00298287238768, 0.621796196722, 1.34861239812,4438.0
11856, 3.48174840597,3.37996149701,0.0923660775034,0.0106096109029, 2.16085957095, 1.58008660906,6109.0
11857, 0.849323809632,0.719758936826,0.979459925309,5.73666736747, 3.09417323795, 2.24898239896,27276.0
12058, 4.25009277584,3.98179741487,0.131643205975,0.063523079798, 17.7117005842, 3.99680196688,18330.0
12068, 3.21539548772,2.75754544355,0.211759073063,0.327070560213, 19.5365426139, 4.43449977145,22114.0
12069, 4.04134514006,3.64691262628,0.15581449121,0.0843283569667, 8.11169137701, 2.85037182902,22238.0
12060, 4.70951559591,4.37085470451,0.0992471033228,0.0267883902527, 17.9762955608, 3.8346275546,16583.0
12061, 1.6806546786,1.47914473901,0.477179689744,2.1064374602, 10.8600774122, 3.56965035994,26577.0
12062, 4.76715303028,4.18766805937,0.0878402556233,0.0194690966173, 8.59352806871, 2.7229200116,17429.0
12063, 3.02565636985,2.78763920519,0.275553002011,0.433888582121, 13.3795386813, 3.72090175557,23980.0
12065, 2.34352456223,2.04618821603,0.407322289253,0.898161405518, 7.82748763907, 2.96138941677,25522.0
12066, 0.936258350828,0.694561504681,0.603031843193,3.61445151363, 8.02590633705, 3.16083689333,27289.0
12067, 3.11283181648,2.48659571698,0.20282398823,0.387455060785, 23.3330328603, 4.85381320391,23299.0
50238, 3.15770222609,2.87217073149,0.229148712056,0.315743003285, 11.6461682534, 3.49770099934,23930.0
50260, 1.97348355054,1.76208381592,0.469153978742,1.30564811788, 7.98641123549, 3.01559634818,26130.0
50261, 3.9767669858,3.79386685306,0.083863421841,0.00945771222195, 0.83743194661, 1.33482491053,8174.0
50262, 1.57297232106,1.47555871125,0.637005649718,2.40875771635, 6.27150206729, 2.80812623493,26609.0
50113, 1.64487353017,1.36854608693,0.425659931693,1.8686883837, 12.7243117152, 3.81341651911,26671.0
31221, 3.13764157854,2.77316880208,0.0282126783491,0.000966661758509, -1.48181441286, 0.694969839078,2357.0
12019, 3.41440922809,3.10459196274,0.234664368476,0.329245319621, 19.3916987461, 4.41345296589,24506.0
12015, 3.67556273849,3.0188739157,0.126299068895,0.156840674545, 24.4826855846, 4.83350608071,22422.0
12014, 0.340543034268,0.282857330173,1.13616776788,8.21517655536, 2.16223296893, 2.03921887894,27685.0
12017, 4.80395537878,4.10371173728,0.0823017258524,0.0317935231604, 27.0229005053, 4.89738513149,18622.0
12016, 0.618035334946,0.507623997033,0.986821315714,6.57552624436, 3.13613652108, 2.26514147494,27481.0
12011, 1.69005012002,1.55473593592,0.543337300447,2.15449476686, 8.64344936935, 3.22511442414,26479.0
12010, 4.71674034405,4.38924133503,0.123002072038,0.0329457634817, 12.1481262011, 3.20945866928,20124.0
12012, 0.7925130333,0.681173340245,0.786670496984,4.96678432797, 5.09751679446, 2.66231358711,27384.0
31220, 3.17031189768,2.76517741242,0.0285358613425,0.000910419691051, -1.47806640239, 0.691747840117,2384.0
31009, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31008, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31005, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31004, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31007, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31253, 4.24462208927,4.12295834912,0.0250438890485,0.000612233100503, -0.9949548598, 0.577393433692,3923.0
31001, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31000, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31003, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
31002, 2.06934729323,2.06934729323,0.0465383510485,5.50265698396e-35, -2.0, 1.0,1296.0
50192, 4.03070478774,3.83865582175,0.082914392416,0.00912175092523, 2.4446673886, 1.6726342909,6927.0
50193, 2.27587918285,1.96719603837,0.349680578925,0.983913938891, 13.0238198128, 3.74547971641,25562.0
50190, 1.34895320943,1.10244596912,0.478993105429,2.38288966137, 10.7974913748, 3.5570011506,26678.0
50191, 1.59039264383,1.30579438071,0.423473459095,1.96708282379, 12.8361246442, 3.83537427865,26534.0
50196, 4.03311298787,3.70646103526,0.153540271247,0.0760432891102, 6.49549557489, 2.6826036246,20310.0
50197, 4.58407838923,4.11122390417,0.122216254699,0.0318880311102, 3.24310918754, 2.00985022613,19570.0
50194, 1.76882440393,1.59977073307,0.504567652973,1.95774841215, 9.66967367473, 3.38307181419,26346.0
50195, 4.5688128143,3.98463835814,0.0714865922396,0.0206626769517, 21.7634838319, 4.2286133082,14433.0
50198, 4.47689601605,4.15715395736,0.0766590060327,0.0114353940133, 2.85878034488, 1.97416594328,10674.0
50199, 3.04211853686,2.68954532381,0.23880375239,0.466687913415, 20.9387618436, 4.64943059398,24107.0
31153, 5.76715414005,5.35873129684,0.0640311139593,0.00288266439336, 0.00994969758726, 1.15656322735,14488.0
31152, 5.56181737527,5.29989420067,0.0626801652319,0.00215607845171, 0.328524865877, 0.998979128864,12655.0
11906, 4.5705381725,4.16511354121,0.110578304201,0.0381824510293, 9.40563296232, 3.06152385291,20016.0
12080, 1.21867027655,0.881941656385,0.554212664669,2.78140404916, 8.65603501633, 3.23237435613,27009.0
50245, 1.41977104636,1.3477658472,0.632935937949,2.88172797728, 6.77374824631, 2.93295212803,26439.0
11948, 2.59859518067,2.2600043669,0.235925901901,0.68184946633, 24.4730870152, 5.07572792386,25459.0
11949, 2.9322405706,2.65945085988,0.26967272888,0.431097712168, 12.6377090716, 3.54756687841,24407.0
11946, 1.71464914569,1.58519499221,0.636167767883,2.45384009544, 6.81644403546, 2.94079722278,26574.0
11947, 0.686615819573,0.45433241008,0.787130135019,5.09881828046, 5.0792811194, 2.65664317323,27400.0
11944, 2.86019543508,2.59678454996,0.223999406919,0.461114549985, 21.0040403866, 4.63301373291,24172.0
11945, 2.8418371666,2.25625835202,0.222628195921,0.504144215115, 21.7924527078, 4.71583508705,24799.0
11942, 3.92997269118,3.56404011172,0.174925787609,0.12548629253, 16.793499934, 3.91773085685,21921.0
11943, 4.80791932338,4.47788260859,0.110685973094,0.0215950052623, 5.92797652864, 2.33805297962,18109.0
11940, 2.12067189946,1.68344137444,0.211589444741,0.862075507845, 29.5264589586, 5.59199320174,25779.0
11941, 4.38417912475,3.94108727156,0.152528359527,0.0688015730126, 9.74308253183, 3.05781272396,21769.0
