# Fri Mar 21 17:09:47 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 3 0.299377 3 0 0.0519966 
3000 10 1.14655 10 0.977859 1.99684 
4000 12 1.35933 12 1.35934 2.62913 
5000 17 1.03241 17 1.53662 2.92387 
6000 21 1.15663 21 1.52294 2.91554 
7000 18 1.24662 18 1.85713 3.71273 
8000 24 1.12135 24 1.90203 3.8058 
9000 21 1.38753 21 1.89718 3.80546 
10000 22 1.3598 22 1.90904 3.82993 
11000 23 1.36687 23 1.90737 3.8262 
12000 19 1.30683 19 1.90588 3.82591 
13000 20 1.36998 20 1.90627 3.8216 
14000 19 1.34952 19 1.90947 3.82591 
15000 19 1.38263 19 1.89996 3.8104 
16000 29 2.24605 29 2.13834 4.50646 
17000 28 1.54973 28 2.22148 4.75582 
18000 26 1.55603 26 2.24172 4.79948 
19000 22 1.56171 22 2.23321 4.78569 
20000 25 1.44541 25 2.23984 4.80465 
21000 20 1.54575 20 2.23623 4.79058 
22000 24 1.50696 24 2.22664 4.7788 
23000 25 1.42087 25 2.23824 4.79977 
24000 25 1.51299 25 2.2319 4.78155 
25000 24 1.36665 24 2.24414 4.815 
26000 25 1.42498 25 2.24144 4.80925 
27000 22 1.51736 22 2.23157 4.78397 
28000 23 1.55225 23 2.23683 4.79115 
29000 23 1.46084 23 2.23903 4.80264 
30000 23 1.49313 23 2.2345 4.78885 
31000 26 1.57114 26 2.235 4.79 
32000 25 1.48302 25 2.2382 4.7954 
33000 24 1.46395 24 2.24455 4.80948 
34000 24 1.46111 24 2.24181 4.80379 
35000 23 1.45527 23 2.23763 4.79971 
36000 23 1.4203 23 2.24317 4.80839 
37000 25 1.42135 25 2.24605 4.81787 
38000 20 1.27148 20 2.2509 4.82874 
39000 24 1.42341 24 2.24194 4.80753 
40000 24 1.37764 24 2.24952 4.82878 
41000 24 1.38564 24 2.25224 4.82878 
42000 26 1.60967 26 2.22151 4.75151 
43000 22 1.43797 22 2.24452 4.81011 
44000 21 1.4358 21 2.24182 4.8046 
45000 26 1.43185 26 2.24127 4.80695 
46000 22 1.42964 22 2.2413 4.8035 
47000 24 1.45811 24 2.23058 4.78512 
48000 24 1.56904 24 2.2334 4.78253 
49000 23 1.50415 23 2.23676 4.79074 
50000 22 1.39544 22 2.2444 4.81351 
51000 26 1.52359 26 2.23571 4.78684 
52000 24 1.44104 24 2.24762 4.81729 
53000 24 1.55173 24 2.2346 4.78282 
54000 24 1.47135 24 2.23166 4.78167 
55000 25 1.49078 25 2.24395 4.80896 
56000 25 1.39954 25 2.24509 4.81413 
57000 24 1.44859 24 2.24002 4.80006 
58000 25 1.54171 25 2.23236 4.77966 
59000 28 1.6091 28 2.2249 4.76702 
60000 25 1.48365 25 2.23239 4.78937 
61000 26 1.50647 26 2.23119 4.78512 
62000 22 1.43915 22 2.23925 4.79891 
63000 24 1.47682 24 2.24141 4.80063 
64000 27 1.44102 27 2.24281 4.8081 
65000 26 1.42441 26 2.24255 4.81212 
66000 26 1.41585 26 2.24033 4.80839 
67000 26 1.42343 26 2.24123 4.80896 
68000 24 1.4735 24 2.23574 4.7969 
69000 26 1.3894 26 2.25062 4.82878 
70000 21 1.44311 21 2.23913 4.80149 
71000 27 1.47083 27 2.23857 4.79948 
72000 27 1.64061 27 2.23151 4.78196 
73000 22 1.44986 22 2.24515 4.81097 
74000 22 1.44053 22 2.23837 4.7969 
75000 23 1.42348 23 2.2481 4.82017 
76000 21 1.49076 21 2.23479 4.79058 
77000 25 1.35136 25 2.2503 4.82649 
78000 23 1.34074 23 2.2497 4.82132 
79000 23 1.50515 23 2.23987 4.79977 
80000 23 1.50955 23 2.23573 4.78799 
81000 25 1.43959 25 2.2427 4.80868 
82000 27 1.588 27 2.23263 4.77995 
83000 22 1.50706 22 2.23631 4.79374 
84000 21 1.41585 21 2.24471 4.81729 
85000 25 1.5279 25 2.23941 4.7969 
86000 23 1.5019 23 2.23869 4.79546 
87000 20 1.42011 20 2.24483 4.81034 
88000 23 1.53049 23 2.23352 4.78742 
89000 23 1.38593 23 2.23932 4.80695 
90000 25 1.40061 25 2.22931 4.78483 
91000 24 1.51696 24 2.22701 4.77162 
92000 24 1.48415 24 2.23986 4.80316 
93000 22 1.44852 22 2.24015 4.80322 
94000 22 1.48073 22 2.23719 4.79747 
95000 24 1.48882 24 2.23145 4.78598 
96000 27 1.45525 27 2.2387 4.80259 
97000 25 1.49332 25 2.23984 4.79661 
98000 21 1.46705 21 2.24081 4.80121 
99000 24 1.46549 24 2.23426 4.7877 
100000 22 1.53373 22 2.23555 4.78799 
