# Mon Feb 17 05:09:12 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 16 0.6033 16 1.48599 2.83403 
4000 15 0.641212 15 1.48114 2.82991 
5000 24 1.57652 24 1.66655 3.27611 
6000 24 0.786459 24 1.85126 3.72083 
7000 24 0.833838 24 1.85827 3.73354 
8000 35 1.94073 35 1.95654 4.09455 
9000 44 1.18784 44 2.11665 4.56053 
10000 38 1.20836 38 2.10996 4.5417 
11000 38 1.15261 38 2.10473 4.53692 
12000 39 1.16249 39 2.1178 4.5692 
13000 41 1.16885 41 2.10205 4.53062 
14000 35 1.12847 35 2.12272 4.58264 
15000 39 1.10467 39 2.1107 4.55394 
16000 47 2.11059 47 2.10521 4.53979 
17000 57 1.77969 57 2.42809 5.65015 
18000 47 1.42561 47 2.59734 6.39388 
19000 45 1.36445 45 2.61359 6.4407 
20000 50 1.41175 50 2.60411 6.41634 
21000 47 1.57436 47 2.58445 6.34577 
22000 47 1.4396 47 2.58836 6.37392 
23000 49 1.44677 49 2.6126 6.42782 
24000 52 1.49449 52 2.5961 6.38781 
25000 53 1.46011 53 2.60352 6.40668 
26000 50 1.51981 50 2.57721 6.34372 
27000 50 1.47438 50 2.5972 6.39277 
28000 41 1.27176 41 2.62954 6.48525 
29000 53 1.53083 53 2.58828 6.36384 
30000 50 1.41783 50 2.61468 6.43322 
31000 47 1.49227 47 2.59234 6.38164 
32000 47 1.37625 47 2.61904 6.44908 
33000 43 1.44639 43 2.5981 6.39365 
34000 55 1.47541 55 2.59978 6.39833 
35000 42 1.39177 42 2.60562 6.41864 
36000 47 1.48213 47 2.59715 6.39008 
37000 46 1.4137 46 2.60652 6.41796 
38000 49 1.49814 49 2.57819 6.35104 
39000 45 1.37961 45 2.61802 6.44207 
40000 48 1.35935 48 2.61788 6.45316 
41000 45 1.3802 45 2.61063 6.43465 
42000 49 1.38978 49 2.60972 6.42341 
43000 50 1.39157 50 2.62119 6.44463 
44000 52 1.47469 52 2.59068 6.37326 
45000 44 1.37207 44 2.61599 6.442 
46000 52 1.35094 52 2.60777 6.43079 
47000 48 1.53597 48 2.58778 6.36558 
48000 49 1.31399 49 2.62543 6.47283 
49000 49 1.42909 49 2.61442 6.42782 
50000 48 1.48696 48 2.60072 6.39337 
51000 48 1.37621 48 2.59962 6.41613 
52000 54 1.48085 54 2.58967 6.38265 
53000 46 1.43591 46 2.59327 6.38637 
54000 46 1.39201 46 2.58367 6.36801 
55000 46 1.39285 46 2.58435 6.36439 
56000 48 1.45411 48 2.57404 6.33222 
57000 49 1.3334 49 2.61094 6.43151 
58000 49 1.46903 49 2.58951 6.36058 
59000 44 1.45791 44 2.58181 6.35068 
60000 44 1.43249 44 2.59111 6.37469 
61000 50 1.39954 50 2.58453 6.36384 
62000 44 1.33278 44 2.60185 6.40489 
63000 44 1.34339 44 2.59534 6.39532 
64000 48 1.54206 48 2.57881 6.32517 
65000 44 1.31415 44 2.61295 6.43573 
66000 46 1.2204 46 2.62803 6.4754 
67000 49 1.41627 49 2.61326 6.41562 
68000 47 1.37256 47 2.61074 6.41623 
69000 48 1.37328 48 2.60255 6.41118 
70000 47 1.37137 47 2.59458 6.38639 
71000 45 1.37772 45 2.60552 6.40289 
72000 46 1.52277 46 2.58178 6.33927 
73000 48 1.31223 48 2.6236 6.45672 
74000 51 1.46178 51 2.58621 6.36159 
75000 53 1.35201 53 2.6065 6.4166 
76000 55 1.50077 55 2.592 6.36219 
77000 48 1.42263 48 2.59991 6.38994 
78000 41 1.38024 41 2.60083 6.39594 
79000 51 1.51108 51 2.58265 6.34723 
80000 48 1.40398 48 2.60067 6.38898 
81000 49 1.47362 49 2.59315 6.36376 
82000 51 1.41729 51 2.60067 6.39983 
83000 48 1.54418 48 2.56964 6.29803 
84000 48 1.39342 48 2.60465 6.40439 
85000 48 1.42254 48 2.58856 6.36465 
86000 53 1.56874 53 2.57752 6.3224 
87000 50 1.43258 50 2.59154 6.37031 
88000 48 1.41441 48 2.60191 6.40172 
89000 51 1.48958 51 2.58833 6.36058 
90000 48 1.47286 48 2.58756 6.35686 
91000 48 1.51245 48 2.58277 6.34473 
92000 54 1.54124 54 2.56673 6.30562 
93000 53 1.56298 53 2.56248 6.29867 
94000 53 1.43957 53 2.58974 6.36937 
95000 51 1.5187 51 2.55027 6.28961 
96000 49 1.44962 49 2.58326 6.35816 
97000 55 1.54175 55 2.57229 6.31924 
98000 54 1.53779 54 2.56294 6.29939 
99000 49 1.58047 49 2.54603 6.26431 
100000 52 1.56157 52 2.54746 6.25945 
