# Sat Feb 15 18:34:03 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 1 0 1 0 0 
4000 5 0.936108 5 0.165278 1.12944 
5000 6 0.290972 6 0.970833 1.96389 
6000 11 0.379787 11 0.95771 1.93611 
7000 17 1.29623 17 1.33087 2.57028 
8000 14 0.453209 14 1.53978 2.92639 
9000 14 0.438299 14 1.5395 2.92667 
10000 14 0.543786 14 1.52839 2.91028 
11000 14 0.64005 14 1.51851 2.89472 
12000 26 1.10335 26 2.14611 4.54859 
13000 27 0.567296 27 2.25209 4.83936 
14000 27 0.609865 27 2.25149 4.83523 
15000 29 0.630214 29 2.24729 4.8262 
16000 27 0.58816 27 2.24754 4.82879 
17000 28 0.577147 28 2.24652 4.82824 
18000 32 0.648298 32 2.24757 4.82717 
19000 26 0.540277 26 2.2594 4.85413 
20000 26 0.555259 26 2.25103 4.83607 
21000 27 0.501033 27 2.26241 4.86072 
22000 27 0.558996 27 2.25424 4.8425 
23000 29 0.580906 29 2.25353 4.83968 
24000 28 0.564602 28 2.2536 4.84316 
25000 42 1.20832 42 2.4604 5.65111 
26000 37 0.912019 37 2.48328 5.72151 
27000 46 1.80489 46 2.5993 6.26194 
28000 39 1.05481 39 2.66411 6.55228 
29000 32 0.995519 32 2.8892 7.59872 
30000 34 0.974859 34 2.9002 7.63424 
31000 36 0.871216 36 2.90789 7.66556 
32000 36 0.845219 36 2.90927 7.66722 
33000 38 0.849019 38 2.90317 7.65805 
34000 37 0.837833 37 2.90319 7.65926 
35000 37 0.82713 37 2.90837 7.67491 
36000 41 0.815196 41 2.91219 7.69002 
37000 39 0.747781 39 2.9304 7.73652 
38000 36 0.788377 36 2.91316 7.69271 
39000 37 0.745803 37 2.92526 7.72803 
40000 36 0.72502 36 2.92492 7.72937 
41000 35 0.758668 35 2.92044 7.71842 
42000 38 0.671847 38 2.93372 7.76098 
43000 37 0.823411 37 2.90858 7.68474 
44000 37 0.717232 37 2.93047 7.74625 
45000 32 0.655384 32 2.93348 7.76188 
46000 33 0.680043 33 2.93335 7.75633 
47000 29 0.730132 29 2.92718 7.73339 
48000 37 0.678568 37 2.93003 7.75549 
49000 33 0.657025 33 2.93629 7.76681 
50000 33 0.743103 33 2.92657 7.73402 
51000 35 0.803936 35 2.92119 7.70734 
52000 35 0.766127 35 2.92324 7.72826 
53000 36 0.864883 36 2.91019 7.67788 
54000 32 0.791247 32 2.92187 7.71492 
55000 37 0.816746 37 2.91812 7.70345 
56000 40 0.79224 40 2.92397 7.71937 
57000 38 0.759422 38 2.91642 7.71079 
58000 33 0.748049 33 2.9253 7.73172 
59000 37 0.782195 37 2.92886 7.73152 
60000 33 0.784769 33 2.91898 7.71159 
61000 38 0.81245 38 2.91745 7.69939 
62000 38 0.789739 38 2.91764 7.70928 
63000 40 0.831647 40 2.91186 7.68399 
64000 36 0.772896 36 2.92281 7.71548 
65000 35 0.833943 35 2.91436 7.68724 
66000 34 0.857912 34 2.91047 7.67594 
67000 42 0.791054 42 2.92632 7.73116 
68000 36 0.819787 36 2.91404 7.68861 
69000 38 0.932514 38 2.90344 7.64917 
70000 35 0.811236 35 2.9133 7.69483 
71000 32 0.818362 32 2.90732 7.67723 
72000 36 0.757446 36 2.93422 7.75028 
73000 40 0.781722 40 2.92613 7.72854 
74000 37 0.790453 37 2.91744 7.70353 
75000 37 0.751635 37 2.92485 7.73263 
76000 34 0.8122 34 2.92258 7.71123 
77000 42 0.917407 42 2.90507 7.66092 
78000 36 0.800574 36 2.92701 7.72616 
79000 47 0.828003 47 2.91577 7.69733 
80000 40 0.819739 40 2.90589 7.67344 
81000 40 0.739234 40 2.92695 7.73013 
82000 40 0.684935 40 2.93166 7.75473 
83000 41 0.787473 41 2.92041 7.71714 
84000 38 0.752366 38 2.91877 7.71309 
85000 35 0.737472 35 2.91714 7.70762 
86000 38 0.716931 38 2.92726 7.732 
87000 39 0.802516 39 2.9129 7.68966 
88000 39 0.766478 39 2.9222 7.71056 
89000 35 0.755096 35 2.91963 7.7152 
90000 41 0.789964 41 2.9151 7.70242 
91000 34 0.708856 34 2.92195 7.72417 
92000 37 0.739209 37 2.92131 7.71944 
93000 34 0.675199 34 2.92564 7.73457 
94000 43 0.822565 43 2.9131 7.69139 
95000 42 0.725877 42 2.91934 7.71556 
96000 34 0.683482 34 2.93123 7.75049 
97000 38 0.721807 38 2.92784 7.74 
98000 32 0.619807 32 2.94321 7.78464 
99000 36 0.724758 36 2.92952 7.74486 
100000 34 0.730186 34 2.92125 7.71893 
