# Avida tasks data
# Thu Mar 27 12:24:50 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Nand

0 0 
1000 0 
2000 0 
3000 0 
4000 519 
5000 994 
6000 865 
7000 964 
8000 918 
9000 1009 
10000 1130 
11000 1290 
12000 1210 
13000 1069 
14000 1129 
15000 1159 
16000 1092 
17000 1361 
18000 1107 
19000 1196 
20000 1173 
21000 980 
22000 1061 
23000 1029 
24000 971 
25000 1177 
26000 1196 
27000 1093 
28000 1146 
29000 1295 
30000 1197 
31000 1133 
32000 1189 
33000 962 
34000 1014 
35000 1210 
36000 1120 
37000 920 
38000 1110 
39000 968 
40000 1075 
41000 1227 
42000 1075 
43000 1100 
44000 1456 
45000 1401 
46000 1337 
47000 1225 
48000 1276 
49000 1388 
50000 1207 
51000 1022 
52000 1294 
53000 1161 
54000 1102 
55000 1063 
56000 1299 
57000 1346 
58000 1282 
59000 1308 
60000 1547 
61000 1202 
62000 1474 
63000 1365 
64000 1909 
65000 1256 
66000 1316 
67000 1479 
68000 1263 
69000 1341 
70000 1331 
71000 1255 
72000 1494 
73000 1403 
74000 1221 
75000 976 
76000 1075 
77000 1209 
78000 1025 
79000 1131 
80000 1111 
81000 1218 
82000 1392 
83000 1247 
84000 1298 
85000 1229 
86000 1249 
87000 1156 
88000 1325 
89000 1252 
90000 1111 
91000 950 
92000 1178 
93000 1438 
94000 1216 
95000 1311 
96000 1420 
97000 1269 
98000 1198 
99000 1464 
100000 1188 
