# Avida tasks data
# Mon Mar 24 16:51:15 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 698 
5000 710 
6000 1060 
7000 1075 
8000 1295 
9000 1255 
10000 924 
11000 1026 
12000 1030 
13000 1032 
14000 1072 
15000 1020 
16000 1055 
17000 1371 
18000 1143 
19000 981 
20000 1013 
21000 1020 
22000 1054 
23000 916 
24000 1384 
25000 1073 
26000 896 
27000 938 
28000 826 
29000 876 
30000 792 
31000 868 
32000 756 
33000 813 
34000 792 
35000 869 
36000 691 
37000 778 
38000 782 
39000 818 
40000 768 
41000 701 
42000 833 
43000 827 
44000 806 
45000 830 
46000 861 
47000 850 
48000 851 
49000 872 
50000 904 
51000 947 
52000 795 
53000 795 
54000 898 
55000 817 
56000 938 
57000 963 
58000 846 
59000 957 
60000 994 
61000 847 
62000 912 
63000 1010 
64000 1080 
65000 1087 
66000 1106 
67000 923 
68000 898 
69000 1020 
70000 848 
71000 992 
72000 940 
73000 908 
74000 962 
75000 911 
76000 1078 
77000 1035 
78000 899 
79000 924 
80000 1104 
81000 885 
82000 906 
83000 982 
84000 937 
85000 903 
86000 942 
87000 841 
88000 1052 
89000 921 
90000 785 
91000 974 
92000 913 
93000 923 
94000 1078 
95000 886 
96000 849 
97000 838 
98000 863 
99000 909 
100000 871 
