# Wed Feb 26 19:17:31 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 2 0.19237 2 0 0.0295977 
4000 3 0.380742 3 0.000287356 0.0735632 
5000 3 0.650348 3 0.0011491 0.163746 
6000 2 0.637762 2 0 0.161448 
7000 3 0.753748 3 0 0.213444 
8000 2 0.677822 2 0 0.178972 
9000 3 0.706502 3 0 0.18759 
10000 3 0.683501 3 0 0.177011 
11000 3 0.61895 3 0 0.148233 
12000 2 0.66113 2 0 0.171502 
13000 4 0.628014 4 0.00229819 0.151968 
14000 3 0.570141 3 0 0.133582 
15000 3 0.602952 3 0 0.141339 
16000 3 0.64644 3 0 0.157139 
17000 4 0.686012 4 0.0100546 0.146222 
18000 4 1.13228 4 0.0376437 0.275 
19000 6 1.62037 6 0.0379201 0.408791 
20000 7 1.63509 7 0.0163746 0.407354 
21000 6 1.85271 6 0.0525711 0.501867 
22000 7 1.91131 7 0.101695 0.539787 
23000 6 1.85889 6 0.142241 0.568966 
24000 8 1.98009 8 0.182629 0.623563 
25000 8 2.0446 8 0.234587 0.704108 
26000 8 1.9615 8 0.124879 0.575984 
27000 8 1.90409 8 0.145052 0.588337 
28000 9 1.99611 9 0.186181 0.652686 
29000 5 1.81242 5 0.136455 0.556449 
30000 5 1.80993 5 0.14335 0.580293 
31000 6 1.92983 6 0.152255 0.626544 
32000 5 1.95903 5 0.222637 0.742315 
33000 5 1.97495 5 0.169204 0.669922 
34000 8 2.25702 8 0.21809 0.826199 
35000 8 2.75085 8 0.189888 0.976731 
36000 8 2.6971 8 0.163172 0.91468 
37000 9 2.79778 9 0.198851 0.926724 
38000 8 2.69058 8 0.148808 0.879345 
39000 8 2.80363 8 0.170641 0.913531 
40000 17 3.22659 17 0.353979 1.20138 
41000 17 3.38502 17 0.382613 1.25654 
42000 17 3.50531 17 0.399143 1.27636 
43000 19 3.65904 19 0.383193 1.25338 
44000 27 3.96919 27 0.553827 1.48865 
45000 24 3.7942 24 0.531451 1.44958 
46000 19 3.62577 19 0.491684 1.39644 
47000 18 3.63647 18 0.441807 1.30681 
48000 18 3.75875 18 0.388916 1.2551 
49000 23 3.53791 23 0.512547 1.39414 
50000 18 3.68412 18 0.460023 1.33726 
51000 20 3.65862 20 0.542922 1.4493 
52000 21 3.74165 21 0.52074 1.41942 
53000 20 3.81774 20 0.453622 1.35651 
54000 21 3.67153 21 0.553916 1.46969 
55000 20 3.67402 20 0.508355 1.4181 
56000 23 3.74874 23 0.498469 1.39701 
57000 26 4.04709 26 0.506896 1.45016 
58000 23 3.86465 23 0.545189 1.46912 
59000 30 4.05488 30 0.564986 1.53232 
60000 28 4.00695 28 0.651057 1.66964 
61000 26 3.98244 26 0.591875 1.56248 
62000 28 4.01256 28 0.64573 1.58173 
63000 28 3.9754 28 0.663659 1.6139 
64000 28 4.0229 28 0.674197 1.63832 
65000 27 4.01157 27 0.73078 1.71014 
66000 30 4.18602 30 0.602202 1.54237 
67000 26 4.09208 26 0.682549 1.6682 
68000 26 4.11743 26 0.674063 1.64292 
69000 29 4.23301 29 0.709725 1.66791 
70000 30 4.34045 30 0.782276 1.80023 
71000 31 4.13259 31 0.675972 1.6773 
72000 31 4.14206 31 0.597264 1.55559 
73000 31 4.0363 31 0.647104 1.61879 
74000 33 4.13556 33 0.707002 1.65671 
75000 32 4.057 32 0.689693 1.66561 
76000 29 4.22855 29 0.611826 1.56507 
77000 25 4.19546 25 0.613534 1.56782 
78000 26 4.02604 26 0.659648 1.60414 
79000 29 4.07713 29 0.598931 1.52743 
80000 35 4.35788 35 0.706581 1.64981 
81000 34 4.32593 34 0.630721 1.5819 
82000 33 4.24332 33 0.612275 1.55415 
83000 29 4.16969 29 0.720932 1.70842 
84000 29 4.2027 29 0.681299 1.66159 
85000 30 4.36613 30 0.70421 1.67308 
86000 33 4.40222 33 0.716999 1.67902 
87000 36 4.30341 36 0.624015 1.5846 
88000 30 4.34036 30 0.662538 1.62827 
89000 34 4.31566 34 0.778802 1.7518 
90000 32 4.33967 32 0.76972 1.77385 
91000 34 4.38333 34 0.802574 1.78828 
92000 34 4.37862 34 0.789875 1.77047 
93000 37 4.427 37 0.815674 1.80954 
94000 37 4.37025 37 0.761749 1.78253 
95000 34 4.4681 34 0.755334 1.72048 
96000 36 4.38904 36 0.735935 1.72594 
97000 34 4.47093 34 0.732434 1.7202 
98000 38 4.33383 38 0.777106 1.75783 
99000 36 4.44481 36 0.750469 1.73801 
100000 32 4.24124 32 0.797926 1.82591 
