# Avida tasks data
# Fri Oct 31 02:37:40 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Nor
#  3: And
#  4: Or
#  5: Xor
#  6: Not
#  7: AndNot
#  8: Equals

0 0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 0 
2000 0 0 0 0 0 0 0 
3000 0 0 0 0 0 0 0 
4000 0 0 0 0 12 0 0 
5000 0 0 0 0 0 0 0 
6000 0 0 0 0 3 0 0 
7000 0 0 0 0 0 0 0 
8000 0 0 0 0 0 0 0 
9000 0 0 0 0 9 0 0 
10000 0 0 0 0 24 0 0 
11000 0 1 0 0 705 1283 0 
12000 4 991 0 0 542 1252 0 
13000 2 1184 0 0 519 1349 0 
14000 7 1172 0 0 614 1242 0 
15000 0 1193 0 0 598 1289 0 
16000 0 1151 0 0 739 1318 0 
17000 2 1141 0 0 647 1340 0 
18000 179 1101 0 0 715 1225 0 
19000 212 1123 0 0 723 1318 0 
20000 195 1155 0 0 666 1326 0 
21000 165 1102 599 0 1099 1210 0 
22000 200 1010 898 0 1370 1022 0 
23000 150 1024 924 0 1184 988 0 
24000 157 1070 894 0 1013 991 0 
25000 175 958 1015 0 784 969 0 
26000 166 1016 803 0 758 1100 0 
27000 152 988 925 0 670 1099 0 
28000 164 1044 999 0 877 963 0 
29000 181 996 1085 0 779 865 0 
30000 176 981 1107 0 753 846 0 
31000 127 1010 1108 0 871 839 0 
32000 167 1008 1271 0 813 649 0 
33000 156 1011 1298 0 819 589 0 
34000 201 1009 1276 0 828 636 0 
35000 181 983 1296 0 949 631 0 
36000 164 984 1329 0 1007 740 0 
37000 181 1046 1119 0 984 808 0 
38000 143 1027 1281 0 1029 641 0 
39000 127 1070 1229 0 1070 655 0 
40000 157 1030 1412 0 1014 535 0 
41000 141 983 1392 0 883 628 0 
42000 145 1011 1358 0 728 584 0 
43000 127 1047 1359 0 922 569 0 
44000 143 1062 1388 0 784 532 0 
45000 148 1029 1420 0 729 534 0 
46000 155 982 1237 0 709 738 0 
47000 162 1087 1227 0 857 657 0 
48000 137 949 1142 0 777 852 0 
49000 161 988 1297 0 755 688 0 
50000 168 973 987 0 927 973 0 
51000 149 1019 988 0 752 943 0 
52000 196 959 1020 0 825 898 0 
53000 192 1025 1061 0 668 909 0 
54000 150 1011 1144 0 833 811 0 
55000 152 1033 1184 0 968 697 0 
56000 157 1022 1212 0 838 714 0 
57000 134 1079 1296 0 854 610 0 
58000 176 1028 1265 0 775 632 0 
59000 144 1068 1302 0 884 554 0 
60000 164 1050 1271 0 837 630 0 
61000 149 1033 1213 0 905 647 0 
62000 146 1055 1201 0 970 718 0 
63000 181 1046 1176 0 890 791 0 
64000 181 1068 1104 0 809 810 0 
65000 151 1098 1034 0 797 857 0 
66000 157 1026 1150 0 708 796 0 
67000 126 1061 1090 0 860 889 0 
68000 168 1084 1110 0 922 772 0 
69000 169 1005 1185 0 840 706 0 
70000 164 1013 1249 0 746 705 0 
71000 134 1008 1061 0 734 877 0 
72000 146 1092 1235 0 676 605 0 
73000 149 1114 1312 0 753 534 0 
74000 164 1028 1210 0 673 618 0 
75000 159 1134 1236 0 755 541 0 
76000 143 1079 1094 0 941 774 0 
77000 141 1078 1345 0 777 609 0 
78000 144 1072 1298 0 778 556 0 
79000 126 1077 1376 0 797 524 0 
80000 132 1104 1156 0 928 718 0 
81000 151 1123 913 0 911 928 0 
82000 140 1090 893 0 638 1020 0 
83000 125 1075 854 0 630 1068 0 
84000 137 1057 869 0 667 984 0 
85000 139 1072 826 0 850 1113 0 
86000 156 1082 1030 0 775 872 0 
87000 139 1040 868 0 588 1067 0 
88000 161 1079 799 0 700 1087 0 
89000 153 1070 880 0 737 1043 0 
90000 130 1128 890 0 677 984 0 
91000 125 1134 825 0 687 1118 0 
92000 159 1003 918 0 719 1086 0 
93000 133 1108 922 0 739 1043 0 
94000 143 1078 921 0 940 1005 0 
95000 148 1069 866 0 807 1097 0 
96000 137 1071 926 0 939 1022 0 
97000 178 1070 840 0 974 1059 0 
98000 155 1067 842 0 830 1021 0 
99000 152 1105 840 0 1058 1051 0 
100000 143 1078 837 0 950 1083 0 
