radius6_inflow100,1.06257
radius6_inflow100,0
radius6_inflow100,2.20737
radius6_inflow100,0.396538
radius6_inflow100,2.74161
radius6_inflow100,2.93951
radius6_inflow100,2.55613
radius6_inflow100,1.91303
radius6_inflow100,0
radius6_inflow100,2.5745
radius6_inflow100,2.11736
radius6_inflow100,1.64046
radius6_inflow100,2.32849
radius6_inflow100,3.29583
radius6_inflow100,1.9047
radius6_inflow100,2.62215
radius6_inflow100,0.62126
radius6_inflow100,0
radius6_inflow100,2.64821
radius6_inflow100,2.68998
radius6_inflow100,1.42893
radius6_inflow100,2.19979
radius6_inflow100,2.49993
radius6_inflow100,0
radius6_inflow100,0
radius6_inflow100,1.95128
radius6_inflow100,2.03415
radius6_inflow100,0
radius6_inflow100,1.83214
radius6_inflow100,0
rad8_depletable,2.05455
rad8_depletable,2.83319
rad8_depletable,0
rad8_depletable,3.2211
rad8_depletable,2.288
rad8_depletable,3.31883
rad8_depletable,3.08106
rad8_depletable,2.06086
rad8_depletable,3.23789
rad8_depletable,2.98613
rad8_depletable,1.90288
rad8_depletable,2.20394
rad8_depletable,1.46607
rad8_depletable,2.94106
rad8_depletable,3.32535
rad8_depletable,3.38676
rad8_depletable,3.12312
rad8_depletable,3.07597
rad8_depletable,3.62746
rad8_depletable,3.03551
rad8_depletable,0.232673
rad8_depletable,3.35558
rad8_depletable,3.42825
rad8_depletable,2.64934
rad8_depletable,3.43112
rad8_depletable,3.12902
rad8_depletable,3.35869
rad8_depletable,3.0253
rad10_depletable,4.11025
rad10_depletable,4.54632
rad10_depletable,3.78177
rad10_depletable,0
rad10_depletable,3.73802
rad10_depletable,3.94709
rad10_depletable,4.08266
rad10_depletable,4.40341
rad10_depletable,4.23132
rad10_depletable,3.96449
rad10_depletable,4.24124
rad10_depletable,3.76154
rad10_depletable,4.25575
rad10_depletable,4.06237
rad10_depletable,3.99302
rad10_depletable,4.00222
rad10_depletable,3.95942
rad10_depletable,4.47926
rad10_depletable,4.25942
rad10_depletable,3.95078
rad10_depletable,3.88703
rad10_depletable,4.18742
rad10_depletable,4.02354
rad10_depletable,4.39404
rad10_depletable,4.61743
rad10_depletable,4.03072
rad10_depletable,4.11967
rad10_depletable,3.69568
rad10_depletable,3.75144
rad10_depletable,3.42163
rad15_depletable,4.86396
rad15_depletable,4.33315
rad15_depletable,4.1848
rad15_depletable,4.39461
rad15_depletable,3.61975
rad15_depletable,3.4839
rad15_depletable,4.15567
rad15_depletable,3.79995
rad15_depletable,4.46313
rad15_depletable,4.2717
rad15_depletable,4.15484
rad15_depletable,4.45885
rad15_depletable,4.26234
rad15_depletable,4.23563
rad15_depletable,4.12236
