# Avida tasks data
# Mon Mar 24 15:22:54 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 510 
4000 475 
5000 584 
6000 706 
7000 618 
8000 607 
9000 674 
10000 695 
11000 772 
12000 847 
13000 728 
14000 749 
15000 868 
16000 783 
17000 838 
18000 811 
19000 862 
20000 751 
21000 1017 
22000 952 
23000 821 
24000 889 
25000 805 
26000 812 
27000 776 
28000 938 
29000 841 
30000 788 
31000 922 
32000 1002 
33000 901 
34000 793 
35000 843 
36000 876 
37000 941 
38000 954 
39000 906 
40000 764 
41000 773 
42000 680 
43000 713 
44000 672 
45000 701 
46000 683 
47000 646 
48000 716 
49000 704 
50000 651 
51000 536 
52000 601 
53000 581 
54000 674 
55000 632 
56000 575 
57000 695 
58000 678 
59000 613 
60000 659 
61000 615 
62000 663 
63000 728 
64000 691 
65000 637 
66000 742 
67000 691 
68000 732 
69000 771 
70000 774 
71000 689 
72000 729 
73000 798 
74000 693 
75000 852 
76000 819 
77000 800 
78000 1133 
79000 765 
80000 826 
81000 695 
82000 753 
83000 836 
84000 809 
85000 776 
86000 919 
87000 902 
88000 915 
89000 887 
90000 701 
91000 726 
92000 677 
93000 629 
94000 747 
95000 702 
96000 673 
97000 747 
98000 906 
99000 768 
100000 764 
