# Avida tasks data
# Mon Mar 24 16:53:35 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 23 
5000 673 
6000 897 
7000 904 
8000 772 
9000 858 
10000 827 
11000 1025 
12000 1026 
13000 1074 
14000 1116 
15000 1261 
16000 1176 
17000 1287 
18000 1235 
19000 988 
20000 1023 
21000 1112 
22000 883 
23000 1159 
24000 1071 
25000 1281 
26000 1203 
27000 1196 
28000 1089 
29000 1322 
30000 1089 
31000 1247 
32000 1244 
33000 1169 
34000 1217 
35000 1051 
36000 1203 
37000 1288 
38000 1354 
39000 1247 
40000 1238 
41000 1334 
42000 1229 
43000 1120 
44000 1053 
45000 1314 
46000 1330 
47000 1227 
48000 1032 
49000 971 
50000 1017 
51000 1129 
52000 1135 
53000 1051 
54000 1031 
55000 953 
56000 1007 
57000 1041 
58000 1082 
59000 1057 
60000 1025 
61000 920 
62000 925 
63000 1144 
64000 1054 
65000 1030 
66000 1164 
67000 983 
68000 1289 
69000 1086 
70000 1249 
71000 1345 
72000 1375 
73000 1245 
74000 1048 
75000 1121 
76000 1009 
77000 1093 
78000 1180 
79000 1011 
80000 1402 
81000 1197 
82000 1274 
83000 1090 
84000 1430 
85000 1375 
86000 1191 
87000 1082 
88000 1250 
89000 1341 
90000 1407 
91000 1501 
92000 1235 
93000 1441 
94000 1446 
95000 1241 
96000 1308 
97000 1469 
98000 1236 
99000 1449 
100000 1121 
