# Wed Mar 12 16:59:17 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 2 0.0438815 2 0 0.0048 
3000 2 0.0423433 2 0 0.00460092 
4000 2 0.084752 2 0 0.0106011 
5000 2 0.0905808 2 0 0.0115 
6000 1 0 1 0 0 
7000 2 0.00147303 2 0.0001 0.0002 
8000 4 0.486426 4 0 0.0785 
9000 5 0.784802 5 0.0171 0.151 
10000 5 0.87254 5 0.0423 0.186 
11000 7 0.999228 7 0.0518 0.216 
12000 7 1.12298 7 0.048 0.2328 
13000 8 1.19019 8 0.0456 0.2419 
14000 12 1.56279 12 0.0990435 0.342 
15000 13 1.57538 13 0.0817 0.3379 
16000 15 1.6659 15 0.124183 0.3805 
17000 15 1.62986 15 0.120743 0.3685 
18000 13 1.5739 13 0.125 0.365 
19000 20 1.73464 20 0.135903 0.3938 
20000 29 2.07065 29 0.216738 0.5222 
21000 25 2.0614 25 0.228813 0.5493 
22000 30 1.98452 30 0.246364 0.5609 
23000 34 2.21756 34 0.270785 0.6023 
24000 32 2.0325 32 0.245113 0.5524 
25000 29 2.04648 29 0.253216 0.570457 
26000 31 2.03371 31 0.236766 0.5303 
27000 27 1.97943 27 0.252034 0.5432 
28000 26 1.92176 26 0.224214 0.5143 
29000 27 2.03441 27 0.214009 0.506951 
30000 27 1.99214 27 0.250612 0.561556 
31000 27 1.84518 27 0.25474 0.558056 
32000 33 1.84815 33 0.26678 0.5835 
33000 33 2.09591 33 0.257518 0.579858 
34000 30 1.94146 30 0.26246 0.5672 
35000 31 2.02665 31 0.246964 0.557656 
36000 27 1.86743 27 0.235768 0.5278 
37000 26 1.83404 26 0.225884 0.504101 
38000 25 1.7547 25 0.245206 0.526753 
39000 24 1.76097 24 0.213585 0.4842 
40000 27 1.77467 27 0.229901 0.5011 
41000 25 1.76815 25 0.208352 0.4765 
42000 23 1.64411 23 0.215366 0.4727 
43000 20 1.65616 20 0.205384 0.4623 
44000 21 1.58136 21 0.231406 0.4875 
45000 21 1.6346 21 0.248682 0.5199 
46000 23 1.62016 23 0.228968 0.485049 
47000 20 1.59873 20 0.219758 0.475248 
48000 25 1.67814 25 0.226272 0.490049 
49000 25 1.62341 25 0.229149 0.4878 
50000 22 1.60149 22 0.239469 0.5045 
51000 21 1.58054 21 0.234886 0.4951 
52000 24 1.63116 24 0.221929 0.474047 
53000 22 1.72891 22 0.235695 0.5199 
54000 22 1.65036 22 0.238978 0.5158 
55000 25 1.82883 25 0.211989 0.5031 
56000 24 1.72905 24 0.218527 0.4982 
57000 27 1.80373 27 0.23218 0.5318 
58000 29 1.936 29 0.224648 0.537054 
59000 28 1.93395 28 0.217292 0.517103 
60000 26 1.87347 26 0.232029 0.5256 
61000 25 1.78974 25 0.217491 0.5008 
62000 26 1.79275 26 0.239823 0.5285 
63000 24 1.78713 24 0.225625 0.5091 
64000 28 1.88922 28 0.234931 0.5379 
65000 27 1.88664 27 0.252825 0.5723 
66000 33 1.99858 33 0.235549 0.555456 
67000 28 1.93664 28 0.230335 0.5348 
68000 28 1.76611 28 0.23093 0.5213 
69000 28 1.83801 28 0.263801 0.578658 
70000 26 1.75643 26 0.250369 0.55 
71000 34 1.87778 34 0.240107 0.536654 
72000 30 1.77223 30 0.220768 0.5059 
73000 33 1.97601 33 0.261196 0.5739 
74000 26 1.78822 26 0.215229 0.498 
75000 32 1.78689 32 0.238402 0.525153 
76000 29 1.90418 29 0.233978 0.5273 
77000 27 1.81219 27 0.251677 0.5449 
78000 26 1.8178 26 0.265975 0.5662 
79000 32 1.91738 32 0.26848 0.578658 
80000 26 1.91337 26 0.240962 0.548 
81000 27 1.92868 27 0.220618 0.523 
82000 24 1.92355 24 0.186986 0.489 
83000 28 2.01132 28 0.212064 0.525653 
84000 28 2.03369 28 0.217975 0.5305 
85000 30 1.94042 30 0.210107 0.51 
86000 27 1.95988 27 0.192759 0.4997 
87000 28 1.90079 28 0.200663 0.4892 
88000 31 1.93384 31 0.218707 0.512 
89000 31 1.9564 31 0.242965 0.536 
90000 39 2.09356 39 0.252723 0.5714 
91000 37 1.9506 37 0.27138 0.5813 
92000 35 2.0663 35 0.248881 0.564156 
93000 33 2.00495 33 0.231885 0.539354 
94000 31 1.95035 31 0.239558 0.5339 
95000 26 1.92762 26 0.237597 0.5251 
96000 28 1.85088 28 0.209304 0.4799 
97000 27 1.86793 27 0.207198 0.4786 
98000 28 1.87041 28 0.198591 0.4732 
99000 29 1.87093 29 0.191517 0.4668 
100000 30 1.94066 30 0.217227 0.5126 
