# Avida tasks data
# Mon Mar 24 17:20:47 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 6 
4000 0 
5000 15 
6000 237 
7000 494 
8000 441 
9000 535 
10000 549 
11000 215 
12000 82 
13000 170 
14000 603 
15000 858 
16000 1229 
17000 1304 
18000 1405 
19000 1429 
20000 1286 
21000 1105 
22000 1362 
23000 1287 
24000 1414 
25000 1289 
26000 1278 
27000 1312 
28000 1209 
29000 1233 
30000 1100 
31000 1161 
32000 1391 
33000 1350 
34000 1418 
35000 1297 
36000 1145 
37000 1259 
38000 1301 
39000 1498 
40000 1462 
41000 1214 
42000 1162 
43000 1423 
44000 1506 
45000 1245 
46000 1394 
47000 1312 
48000 1236 
49000 1090 
50000 1226 
51000 1322 
52000 1410 
53000 1331 
54000 1380 
55000 1504 
56000 1803 
57000 1270 
58000 1559 
59000 1647 
60000 1493 
61000 1389 
62000 1536 
63000 1355 
64000 1383 
65000 1306 
66000 1276 
67000 1556 
68000 1504 
69000 1095 
70000 1497 
71000 1380 
72000 1357 
73000 1437 
74000 1293 
75000 1442 
76000 1334 
77000 1246 
78000 1207 
79000 1446 
80000 1482 
81000 1327 
82000 1361 
83000 1290 
84000 1476 
85000 1412 
86000 1242 
87000 1317 
88000 1189 
89000 1187 
90000 1265 
91000 1372 
92000 1373 
93000 1316 
94000 1343 
95000 1288 
96000 1331 
97000 1370 
98000 1277 
99000 1423 
100000 1402 
