# Sat Mar 29 10:47:47 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 1 0 1 0 0 
4000 1 0 1 0 0 
5000 1 0 1 0 0 
6000 1 0 1 0 0 
7000 2 0.621119 2 0 0.154553 
8000 2 0.708988 2 0 0.193623 
9000 2 0.737061 2 0 0.207699 
10000 2 0.767021 2 0 0.223786 
11000 2 0.739275 2 0 0.208848 
12000 2 0.705427 2 0 0.191899 
13000 2 0.706617 2 0 0.192473 
14000 2 0.674655 2 0 0.177535 
15000 2 0.694576 2 0 0.186728 
16000 2 0.665679 2 0 0.173513 
17000 2 0.696402 2 0 0.18759 
18000 2 0.670187 2 0 0.175524 
19000 2 0.556232 2 0 0.12956 
20000 2 0.701237 2 0 0.189888 
21000 2 0.60333 2 0 0.147414 
22000 2 0.592203 2 0 0.143062 
23000 2 0.630198 2 0 0.158288 
24000 2 0.651909 2 0 0.167481 
25000 2 0.508598 2 0 0.112899 
26000 2 0.620414 2 0 0.154266 
27000 2 0.607571 2 0 0.149095 
28000 2 0.501724 2 0 0.1106 
29000 2 0.57258 2 0 0.135593 
30000 2 0.650578 2 0 0.166906 
31000 2 0.625328 2 0 0.156277 
32000 2 0.614743 2 0 0.151968 
33000 2 0.6703 2 0 0.175575 
34000 2 0.663085 2 0 0.172364 
35000 2 0.652573 2 0 0.167768 
36000 2 0.605401 2 0 0.148233 
37000 2 0.618294 2 0 0.153404 
38000 2 0.658624 2 0 0.170402 
39000 2 0.692743 2 0 0.185866 
40000 2 0.566406 2 0 0.133295 
41000 2 0.592944 2 0 0.14335 
42000 2 0.666326 2 0 0.173801 
43000 2 0.643196 2 0 0.163746 
44000 2 0.646565 2 0 0.165182 
45000 2 0.611169 2 0 0.150531 
46000 2 0.662434 2 0 0.172077 
47000 2 0.681082 2 0 0.18046 
48000 2 0.664384 2 0 0.172939 
49000 2 0.557808 2 0 0.130135 
50000 2 0.562514 2 0 0.131859 
51000 2 0.665032 2 0 0.173226 
52000 2 0.639126 2 0 0.162022 
53000 2 0.607571 2 0 0.149095 
54000 2 0.605401 2 0 0.148233 
55000 2 0.55702 2 0 0.129848 
56000 2 0.616275 2 0 0.152586 
57000 2 0.624629 2 0 0.15599 
58000 2 0.634447 2 0 0.160057 
59000 2 0.602495 2 0 0.147084 
60000 2 0.595163 2 0 0.144211 
61000 2 0.60395 2 0 0.147659 
62000 2 0.643983 2 0 0.16408 
63000 2 0.697009 2 0 0.187877 
64000 2 0.577273 2 0 0.137356 
65000 2 0.659823 2 0 0.170928 
66000 2 0.639807 2 0 0.16231 
67000 2 0.663847 2 0 0.172701 
68000 2 0.640486 2 0 0.162597 
69000 2 0.678453 2 0 0.179259 
70000 2 0.651244 2 0 0.167193 
71000 2 0.614743 2 0 0.151968 
72000 2 0.639807 2 0 0.16231 
73000 2 0.596744 2 0 0.144828 
74000 2 0.586237 2 0 0.140764 
75000 2 0.535343 2 0 0.122091 
76000 2 0.650578 2 0 0.166906 
77000 2 0.598841 2 0 0.145648 
78000 2 0.619708 2 0 0.153979 
79000 2 0.648575 2 0 0.166044 
80000 2 0.522117 2 0 0.117495 
81000 2 0.606126 2 0 0.148521 
82000 2 0.623928 2 0 0.155702 
83000 2 0.668903 2 0 0.17495 
84000 2 0.706022 2 0 0.192186 
85000 2 0.701237 2 0 0.189888 
86000 2 0.606126 2 0 0.148521 
87000 2 0.622525 2 0 0.155128 
88000 2 0.612601 2 0 0.151106 
89000 2 0.604676 2 0 0.147946 
90000 2 0.605401 2 0 0.148233 
91000 2 0.685961 2 0 0.182706 
92000 2 0.649911 2 0 0.166619 
93000 2 0.625328 2 0 0.156277 
94000 2 0.682847 2 0 0.18127 
95000 2 0.673383 2 0 0.176961 
96000 2 0.598107 2 0 0.145361 
97000 2 0.520443 2 0 0.11692 
98000 1 0 1 0 0 
99000 1 0 1 0 0 
100000 1 0 1 0 0 
