# Tue Mar 25 15:02:59 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 1 0 1 0 0 
4000 1 0 1 0 0 
5000 2 0.00701383 2 0 0.000574548 
6000 3 0.0830367 3 0 0.0100546 
7000 3 1.17162 3 0 0.296179 
8000 4 1.45095 4 0.00833094 0.433209 
9000 3 1.38124 3 0 0.406609 
10000 3 1.38182 3 0 0.415111 
11000 4 1.59205 4 0.0741379 0.486494 
12000 4 1.61153 4 0.103131 0.510485 
13000 4 1.62532 4 0.122953 0.533755 
14000 4 1.43253 4 0.10744 0.438954 
15000 4 1.59818 4 0.0942258 0.498133 
16000 4 1.38758 4 0.0680839 0.384947 
17000 4 1.38273 4 0.0580293 0.377478 
18000 4 1.25851 4 0.0519966 0.328067 
19000 4 1.37631 4 0.0793103 0.394253 
20000 4 1.3367 4 0.0913531 0.392129 
21000 4 1.37407 4 0.129273 0.438093 
22000 4 1.37226 4 0.132433 0.441253 
23000 4 1.38082 4 0.130997 0.4447 
24000 4 1.29076 4 0.155702 0.452169 
25000 4 1.40579 4 0.174662 0.510773 
26000 4 1.38467 4 0.126113 0.439529 
27000 4 1.29523 4 0.13071 0.414249 
28000 4 1.25315 4 0.153979 0.435794 
29000 4 1.48292 4 0.176099 0.534904 
30000 4 1.38882 4 0.132184 0.449138 
31000 4 1.46703 4 0.128411 0.470554 
32000 4 1.45293 4 0.0976731 0.436656 
33000 4 1.4335 4 0.0815858 0.413674 
34000 4 1.39181 4 0.0879058 0.402471 
35000 4 1.30391 4 0.111239 0.394366 
36000 4 1.34518 4 0.138218 0.444828 
37000 4 1.5033 4 0.117782 0.474289 
38000 4 1.34866 4 0.103131 0.402183 
39000 4 1.19245 4 0.100259 0.347027 
40000 4 1.15443 4 0.166332 0.423729 
41000 4 1.26361 4 0.106579 0.376041 
42000 4 1.2894 4 0.135593 0.419132 
43000 4 1.16114 4 0.127262 0.378627 
44000 4 1.2066 4 0.128699 0.395001 
45000 4 1.27867 4 0.105717 0.381212 
46000 4 1.2545 4 0.114622 0.382936 
47000 4 1.26629 4 0.114048 0.385234 
48000 4 1.18189 4 0.0795748 0.323183 
49000 4 1.11284 4 0.11491 0.343292 
50000 4 1.28859 4 0.112037 0.390692 
51000 4 1.25654 4 0.109739 0.378914 
52000 4 1.18216 4 0.111462 0.357656 
53000 4 1.28697 4 0.0927894 0.36886 
54000 4 1.15734 4 0.0959494 0.332088 
55000 4 1.21911 4 0.102616 0.357574 
56000 4 1.27575 4 0.116633 0.396438 
57000 4 1.2503 4 0.0571675 0.327492 
58000 4 1.18941 4 0.0948003 0.34243 
59000 4 1.18245 4 0.0721057 0.319161 
60000 4 1.2732 4 0.124964 0.40046 
61000 4 1.18789 4 0.0741166 0.32347 
62000 4 1.21846 4 0.0876185 0.346165 
63000 4 1.20511 4 0.0637748 0.322034 
64000 4 1.25262 4 0.100259 0.370296 
65000 4 1.43176 4 0.081873 0.42258 
66000 4 1.33267 4 0.0738294 0.372307 
67000 4 1.18691 4 0.117495 0.378052 
68000 4 1.17719 4 0.0927894 0.334387 
69000 4 1.29215 4 0.111175 0.399598 
70000 4 1.3118 4 0.0700948 0.357081 
71000 4 1.20628 4 0.091954 0.342241 
72000 4 1.18987 4 0.0715312 0.322608 
73000 4 1.09645 4 0.090204 0.316863 
74000 4 1.28093 4 0.0879058 0.36886 
75000 4 1.29262 4 0.0735421 0.357943 
76000 4 1.20262 4 0.0643678 0.318966 
77000 4 1.32499 4 0.0812985 0.376903 
78000 4 1.13812 4 0.0959494 0.337834 
79000 4 1.26665 4 0.0792876 0.359379 
80000 4 1.14303 4 0.0732548 0.308532 
81000 4 1.13098 4 0.0675093 0.297903 
82000 4 1.25524 4 0.087044 0.361678 
83000 4 0.991749 4 0.0669348 0.257685 
84000 4 1.0507 4 0.0514368 0.257184 
85000 4 1.25152 4 0.0617639 0.330939 
86000 4 1.17301 4 0.103706 0.351336 
87000 4 1.19938 4 0.0758403 0.323758 
88000 4 1.01075 4 0.0505602 0.243895 
89000 4 1.03541 4 0.0876437 0.28908 
90000 4 0.947709 4 0.075553 0.253375 
91000 4 0.779638 4 0.0701149 0.211782 
92000 4 1.06036 4 0.117782 0.332663 
93000 4 1.0769 4 0.0968113 0.310543 
94000 4 1.04246 4 0.0718184 0.27291 
95000 4 1.05914 4 0.141913 0.365987 
96000 4 1.06156 4 0.0792876 0.287848 
97000 4 1.04838 4 0.0838839 0.287848 
98000 4 1.05464 4 0.0686584 0.273485 
99000 4 1.09371 4 0.066073 0.281816 
100000 4 1.2322 4 0.0396438 0.309394 
