# Avida tasks data
# Thu Oct 30 14:36:23 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: AndNot
#  3: And
#  4: Xor
#  5: Not
#  6: Nand
#  7: Nor
#  8: OrNot
#  9: Equals

0 0 0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 0 0 
2000 0 0 0 0 0 0 0 0 
3000 0 0 0 170 0 0 0 0 
4000 0 0 0 739 89 0 0 0 
5000 0 0 0 642 710 0 0 0 
6000 16 0 0 949 1393 0 0 0 
7000 840 0 0 1438 2128 0 150 0 
8000 865 18 0 1544 1991 0 285 0 
9000 887 253 0 1507 1980 0 312 0 
10000 875 1415 0 1860 2418 0 287 0 
11000 914 1949 0 1998 2561 0 300 0 
12000 879 1997 0 1786 2700 0 371 0 
13000 895 2003 0 1690 2845 0 364 0 
14000 877 2023 0 1776 2849 0 338 0 
15000 831 2067 0 1514 2781 0 355 0 
16000 802 2049 0 1651 2607 0 341 0 
17000 872 2088 0 1662 2655 0 302 0 
18000 922 2086 0 1591 2618 0 306 0 
19000 811 1971 0 1532 2779 0 307 0 
20000 819 2136 0 1607 2714 0 365 0 
21000 924 2050 0 1732 2625 0 286 0 
22000 883 2001 0 1752 2614 56 299 0 
23000 860 1056 0 1894 1958 1002 288 0 
24000 808 1027 0 1982 1876 1100 375 0 
25000 867 1081 0 1974 1990 1089 434 0 
26000 914 1010 0 1732 1924 1078 305 0 
27000 900 1036 0 1557 2030 1032 359 0 
28000 886 1055 0 1545 1968 1061 379 0 
29000 766 1104 0 1509 2010 1067 420 0 
30000 810 1027 0 1569 1885 1126 329 0 
31000 817 979 0 1474 1828 1076 401 0 
32000 881 1050 0 1480 1900 1051 335 0 
33000 815 1062 0 1452 1902 1059 404 0 
34000 787 975 0 1578 1869 1088 416 0 
35000 799 943 0 1395 1959 1123 313 0 
36000 757 977 0 1561 2348 1161 352 0 
37000 869 1078 0 1629 2522 1104 334 0 
38000 856 995 0 1505 2480 1122 299 0 
39000 858 1019 0 1656 2478 1131 353 0 
40000 811 1045 0 1507 2547 1125 335 0 
41000 834 1000 0 1448 2470 1124 303 0 
42000 841 1006 0 1493 2361 1153 315 0 
43000 926 970 0 1648 2605 1129 313 0 
44000 833 964 0 1589 2653 1115 331 0 
45000 823 960 0 1645 2575 1115 435 0 
46000 815 998 0 1591 2582 1117 405 0 
47000 766 1013 0 1545 2783 1125 335 0 
48000 859 1022 0 1666 2639 1116 317 0 
49000 960 951 0 1535 2628 1125 322 0 
50000 888 997 0 1589 2521 1156 437 0 
51000 836 1122 0 1406 2498 1098 555 0 
52000 800 1041 0 1456 2473 1115 343 0 
53000 867 1065 0 1730 2559 1096 366 0 
54000 877 1029 0 1588 2697 1129 390 0 
55000 847 972 0 1344 2838 1132 499 0 
56000 862 1020 0 1790 2835 1126 492 0 
57000 879 940 0 1585 2866 1188 692 0 
58000 872 1011 0 1964 2863 1116 403 0 
59000 949 802 0 1695 2740 1113 330 0 
60000 774 945 0 1905 2766 1126 294 0 
61000 843 1003 0 1845 2741 1113 321 0 
62000 815 939 0 1737 2776 1137 274 0 
63000 873 951 0 1771 2876 1126 318 0 
64000 858 990 0 1973 2863 1128 372 0 
65000 830 881 0 1873 2924 1136 374 0 
66000 841 1056 0 1654 2833 1113 353 0 
67000 835 939 0 1767 2962 1133 335 0 
68000 844 932 0 1843 2761 1116 421 0 
69000 889 941 0 1618 2824 1140 386 0 
70000 839 969 0 1669 2955 1135 366 0 
71000 848 1020 0 1627 2944 1122 379 0 
72000 830 982 0 1560 2735 1117 352 0 
73000 811 928 0 1772 2528 1131 371 0 
74000 844 941 0 1796 2591 1117 379 0 
75000 837 843 0 1908 2717 1146 352 0 
76000 826 1041 0 1836 2820 1122 360 0 
77000 893 887 0 1836 2752 1139 362 0 
78000 849 937 0 1720 2777 1129 370 0 
79000 947 913 0 1673 2922 1157 301 0 
80000 852 862 0 1818 2596 1118 292 0 
81000 876 873 0 1787 2867 1180 329 0 
82000 867 983 0 1907 2831 1137 348 0 
83000 892 885 0 1973 2897 1175 374 0 
84000 850 929 0 1959 2731 1149 397 0 
85000 847 869 0 1585 2876 1140 310 0 
86000 819 846 0 1705 2814 1147 301 0 
87000 890 835 0 1939 2861 1154 329 0 
88000 924 824 0 1907 3014 1161 303 0 
89000 880 888 0 1916 2844 1143 302 0 
90000 889 809 0 1869 2628 1189 347 0 
91000 820 896 0 1996 2628 1152 306 0 
92000 805 966 0 2084 2573 1126 281 0 
93000 889 845 0 1954 2727 1183 332 0 
94000 862 839 0 1766 2676 1144 385 0 
95000 912 844 0 1753 2704 1130 366 0 
96000 881 872 0 1782 2600 1126 380 0 
97000 897 815 0 1702 2673 1106 327 0 
98000 835 878 0 1740 2447 1177 306 0 
99000 893 829 0 1786 2522 1168 346 0 
100000 886 823 0 1938 2772 1086 358 0 
