# Mon Apr 14 23:08:44 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 2 0.303182 2 0 0.0540075 
4000 2 0.643196 2 0 0.163746 
5000 2 0.756574 2 0 0.218041 
6000 2 0.663085 2 0 0.172364 
7000 2 0.629505 2 0 0.158001 
8000 2 0.703037 2 0 0.19075 
9000 2 0.68782 2 0 0.183568 
10000 2 0.708988 2 0 0.193623 
11000 2 0.545879 2 0 0.125826 
12000 2 0.548284 2 0 0.126688 
13000 3 0.999222 3 0 0.235852 
14000 4 1.20602 4 0.000861821 0.308819 
15000 3 1.25804 3 0 0.340805 
16000 4 1.40491 4 0.0683712 0.395576 
17000 4 1.34812 4 0.101408 0.398449 
18000 4 1.30172 4 0.130135 0.419707 
19000 4 1.2989 4 0.12324 0.406492 
20000 4 1.2332 4 0.107728 0.36771 
21000 4 1.12838 4 0.0718184 0.309107 
22000 4 1.18127 4 0.105717 0.352485 
23000 4 1.27385 4 0.142775 0.423154 
24000 4 1.24225 4 0.10428 0.367423 
25000 4 1.35396 4 0.0973858 0.397012 
26000 4 1.31272 4 0.0893678 0.377011 
27000 4 1.39009 4 0.0433783 0.380638 
28000 4 1.43087 4 0.0568802 0.397874 
29000 4 1.43218 4 0.0677966 0.405918 
30000 4 1.38068 4 0.0373456 0.370009 
31000 4 1.35906 4 0.0428038 0.361965 
32000 4 1.4138 4 0.0767021 0.40994 
33000 4 1.42531 4 0.149713 0.484483 
34000 4 1.38026 4 0.104855 0.413387 
35000 4 1.324 4 0.12123 0.415685 
36000 4 1.31558 4 0.0614766 0.352772 
37000 4 1.34229 4 0.069233 0.367998 
38000 4 1.43529 4 0.0721057 0.408503 
39000 4 1.39776 4 0.0732548 0.392703 
40000 4 1.43217 4 0.0950876 0.424016 
41000 4 1.3956 4 0.14651 0.469405 
42000 4 1.40091 4 0.0732548 0.39414 
43000 4 1.53349 4 0.0916403 0.464522 
44000 4 1.45853 4 0.0548693 0.412525 
45000 4 1.51898 4 0.0864694 0.45418 
46000 4 1.4895 4 0.0827348 0.438093 
47000 4 1.42621 4 0.0428038 0.391554 
48000 4 1.56452 4 0.114622 0.498133 
49000 4 1.67356 4 0.16863 0.605286 
50000 4 1.51051 4 0.112899 0.472565 
51000 4 1.5878 4 0.0968391 0.498851 
52000 4 1.53544 4 0.0517093 0.448722 
53000 4 1.44819 4 0.0689457 0.411376 
54000 4 1.47762 4 0.0643493 0.42258 
55000 4 1.46357 4 0.0344729 0.412238 
56000 4 1.56939 4 0.0732548 0.471991 
57000 4 1.49805 4 0.0712439 0.43522 
58000 4 1.52255 4 0.0890549 0.457627 
59000 4 1.57878 4 0.0792876 0.479173 
60000 4 1.48343 4 0.100833 0.449583 
61000 4 1.63172 4 0.156277 0.57426 
62000 4 1.60341 4 0.175812 0.587475 
63000 4 1.60686 4 0.0844585 0.504453 
64000 4 1.48182 4 0.141339 0.490951 
65000 4 1.54805 4 0.0798621 0.474289 
66000 4 1.52616 4 0.0652111 0.446711 
67000 4 1.5757 4 0.0646366 0.47314 
68000 4 1.56321 4 0.072393 0.474576 
69000 4 1.4275 4 0.0689457 0.402183 
70000 4 1.53986 4 0.0890805 0.470402 
71000 4 1.56891 4 0.12008 0.5079 
72000 4 1.59452 4 0.0764148 0.493536 
73000 4 1.52756 4 0.0594657 0.450158 
74000 4 1.49455 4 0.0531456 0.426889 
75000 4 1.50818 4 0.0666475 0.43838 
76000 4 1.46407 4 0.027291 0.415398 
77000 4 1.45362 4 0.0301637 0.407354 
78000 4 1.36404 4 0.00287274 0.386096 
