# Avida tasks data
# Mon Mar 24 17:24:06 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 1 
4000 10 
5000 9 
6000 521 
7000 1052 
8000 980 
9000 1153 
10000 1148 
11000 1128 
12000 1422 
13000 1216 
14000 1117 
15000 1226 
16000 1259 
17000 1351 
18000 1251 
19000 1257 
20000 1414 
21000 1196 
22000 1064 
23000 1267 
24000 1432 
25000 1367 
26000 1409 
27000 1485 
28000 1284 
29000 1335 
30000 1553 
31000 1498 
32000 1515 
33000 1283 
34000 1261 
35000 1257 
36000 1258 
37000 1509 
38000 1237 
39000 1110 
40000 1190 
41000 1217 
42000 1138 
43000 982 
44000 843 
45000 1013 
46000 1017 
47000 1264 
48000 1277 
49000 1407 
50000 1186 
51000 1246 
52000 1404 
53000 1310 
54000 1346 
55000 1359 
56000 1346 
57000 1399 
58000 1452 
59000 1397 
60000 1415 
61000 1445 
62000 1338 
63000 1604 
64000 1205 
65000 1535 
66000 1476 
67000 1490 
68000 1284 
69000 1263 
70000 1226 
71000 1053 
72000 1020 
73000 788 
74000 723 
75000 629 
76000 1082 
77000 1325 
78000 1571 
79000 1603 
80000 1409 
81000 1209 
82000 1469 
83000 1366 
84000 1456 
85000 1602 
86000 1346 
87000 1318 
88000 1218 
89000 1217 
90000 1306 
91000 1124 
92000 1167 
93000 979 
94000 1150 
95000 1111 
96000 1140 
97000 1206 
98000 1258 
99000 1099 
100000 909 
