# Avida tasks data
# Mon Mar 24 16:42:11 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 3 
3000 425 
4000 726 
5000 686 
6000 778 
7000 1029 
8000 933 
9000 1051 
10000 1048 
11000 1063 
12000 1053 
13000 1044 
14000 1228 
15000 1203 
16000 1119 
17000 1163 
18000 1331 
19000 1237 
20000 1285 
21000 1295 
22000 1156 
23000 1264 
24000 1066 
25000 1336 
26000 1230 
27000 1319 
28000 1291 
29000 1228 
30000 1352 
31000 1389 
32000 1418 
33000 1394 
34000 1295 
35000 1174 
36000 1084 
37000 1077 
38000 1034 
39000 985 
40000 1090 
41000 1192 
42000 1069 
43000 1089 
44000 1123 
45000 1152 
46000 1038 
47000 1075 
48000 864 
49000 1080 
50000 1185 
51000 1213 
52000 1126 
53000 1004 
54000 1142 
55000 901 
56000 1112 
57000 984 
58000 1225 
59000 1276 
60000 1323 
61000 1322 
62000 1465 
63000 1348 
64000 1079 
65000 1281 
66000 1102 
67000 1198 
68000 1081 
69000 1146 
70000 1293 
71000 1058 
72000 1185 
73000 1097 
74000 1093 
75000 1200 
76000 1176 
77000 1049 
78000 1282 
79000 1340 
80000 1105 
81000 1074 
82000 966 
83000 1374 
84000 1301 
85000 1189 
86000 1170 
87000 1187 
88000 1188 
89000 1154 
90000 1025 
91000 1006 
92000 1062 
93000 1110 
94000 972 
95000 1077 
96000 1186 
97000 1197 
98000 1035 
99000 1122 
100000 1300 
