# Avida tasks data
# Mon Mar 24 16:44:28 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 722 
5000 955 
6000 1129 
7000 971 
8000 1039 
9000 1075 
10000 1268 
11000 1119 
12000 1058 
13000 1035 
14000 947 
15000 952 
16000 943 
17000 914 
18000 1038 
19000 1055 
20000 932 
21000 830 
22000 828 
23000 916 
24000 997 
25000 998 
26000 907 
27000 811 
28000 951 
29000 956 
30000 921 
31000 953 
32000 940 
33000 931 
34000 937 
35000 1012 
36000 1032 
37000 959 
38000 1109 
39000 909 
40000 1046 
41000 1342 
42000 1252 
43000 1247 
44000 982 
45000 1129 
46000 1044 
47000 1239 
48000 1129 
49000 1130 
50000 1011 
51000 947 
52000 1004 
53000 1055 
54000 922 
55000 1111 
56000 1155 
57000 1166 
58000 1232 
59000 1106 
60000 1102 
61000 1203 
62000 1276 
63000 1140 
64000 1244 
65000 1169 
66000 1153 
67000 1245 
68000 1206 
69000 1109 
70000 1189 
71000 1175 
72000 874 
73000 1302 
74000 1090 
75000 1121 
76000 1089 
77000 1074 
78000 1064 
79000 1083 
80000 1170 
81000 1037 
82000 1072 
83000 1043 
84000 1258 
85000 1153 
86000 1147 
87000 1205 
88000 1202 
89000 1191 
90000 1205 
91000 1049 
92000 1073 
93000 1143 
94000 1330 
95000 1196 
96000 1061 
97000 1173 
98000 1061 
99000 1102 
100000 987 
