# Avida tasks data
# Mon Mar 24 16:37:25 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 2 
6000 4 
7000 8 
8000 15 
9000 44 
10000 704 
11000 877 
12000 1083 
13000 1068 
14000 1089 
15000 1090 
16000 1152 
17000 1237 
18000 1344 
19000 1271 
20000 1307 
21000 1205 
22000 1217 
23000 1169 
24000 1284 
25000 1128 
26000 1206 
27000 987 
28000 1228 
29000 1044 
30000 1196 
31000 1035 
32000 1011 
33000 1119 
34000 1181 
35000 1114 
36000 1060 
37000 1130 
38000 932 
39000 949 
40000 941 
41000 1077 
42000 1028 
43000 1106 
44000 1057 
45000 993 
46000 1057 
47000 1011 
48000 1183 
49000 1062 
50000 953 
51000 1006 
52000 1034 
53000 950 
54000 1196 
55000 1074 
56000 1040 
57000 1115 
58000 1177 
59000 1045 
60000 1005 
61000 1118 
62000 991 
63000 1233 
64000 1077 
65000 947 
66000 1292 
67000 997 
68000 1036 
69000 1076 
70000 1104 
71000 1237 
72000 1026 
73000 1009 
74000 985 
75000 1226 
76000 1363 
77000 1122 
78000 1128 
79000 1049 
80000 1025 
81000 1167 
82000 1034 
83000 1385 
84000 1123 
85000 1179 
86000 1262 
87000 1084 
88000 1162 
89000 1182 
90000 1011 
91000 1146 
92000 1211 
93000 1159 
94000 1197 
95000 1264 
96000 1197 
97000 1119 
98000 1134 
99000 1271 
100000 1033 
