# Thu Apr  3 19:39:28 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 2 0.0283941 2 0 0.00287274 
4000 2 0.00701383 2 0 0.000574548 
5000 2 0.606126 2 0 0.148521 
6000 2 0.68782 2 0 0.183568 
7000 2 0.680969 2 0 0.180408 
8000 3 0.955127 3 0 0.237575 
9000 3 1.33783 3 0 0.380172 
10000 4 1.35608 4 0.00172364 0.384947 
11000 3 1.27912 3 0 0.347701 
12000 3 1.23274 3 0 0.326918 
13000 3 1.22859 3 0 0.322034 
14000 3 1.24437 3 0 0.330078 
15000 3 1.30845 3 0 0.365125 
16000 3 1.31609 3 0 0.367423 
17000 3 1.35422 3 0 0.391267 
18000 3 1.3103 3 0 0.36455 
19000 3 1.34203 3 0 0.382471 
20000 3 1.31286 3 0 0.3657 
21000 3 1.34617 3 0 0.385521 
22000 4 1.3229 4 0.000861821 0.36771 
23000 3 1.34535 3 0 0.384372 
24000 3 1.34916 3 0 0.387245 
25000 3 1.31864 3 0 0.370583 
26000 3 1.3992 3 0 0.420282 
27000 3 1.39492 3 0 0.415685 
28000 4 1.44636 4 0.000574548 0.458202 
29000 3 1.39521 3 0 0.41626 
30000 3 1.41961 3 0 0.43522 
31000 3 1.40214 3 0 0.420569 
32000 3 1.44092 3 0 0.451594 
33000 4 1.42438 4 0.000574548 0.437518 
34000 3 1.31301 3 0 0.3657 
35000 3 1.32624 3 0 0.373169 
36000 3 1.29117 3 0 0.353921 
37000 4 1.47836 4 0.00718391 0.449425 
38000 4 1.43981 4 0.00746912 0.427751 
39000 3 1.47128 3 0 0.482907 
40000 4 1.44447 4 0.00804367 0.426889 
41000 3 1.41115 3 0 0.427463 
42000 4 1.3798 4 0.0011491 0.40046 
43000 3 1.37747 3 0 0.405056 
44000 4 1.46975 4 0.0117782 0.43522 
45000 4 1.47986 4 0.0212583 0.428325 
46000 4 1.57824 4 0.0519966 0.475438 
47000 4 1.46838 4 0.0172414 0.424713 
48000 4 1.46287 4 0.0011491 0.458776 
49000 3 1.37074 3 0 0.400172 
50000 3 1.25205 3 0 0.33592 
51000 3 1.34234 3 0 0.382649 
52000 3 1.34574 3 0 0.38466 
53000 3 1.35778 3 0 0.395576 
54000 3 1.32062 3 0 0.370583 
55000 3 1.31008 3 0 0.364838 
56000 3 1.30391 3 0 0.360816 
57000 3 1.30192 3 0 0.359667 
58000 3 1.29442 3 0 0.356219 
59000 3 1.20865 3 0 0.312554 
60000 3 1.11439 3 0 0.277506 
61000 3 1.12124 3 0 0.278368 
62000 4 1.16312 4 0.00143637 0.290721 
63000 3 1.22882 3 0 0.322321 
64000 4 1.28348 4 0.000861821 0.346452 
65000 3 1.0697 3 0 0.256248 
66000 3 1.04258 3 0 0.249066 
67000 3 1.08644 3 0 0.264292 
68000 3 1.06002 3 0 0.253088 
69000 3 1.12786 3 0 0.276932 
70000 3 1.22742 3 0 0.321459 
71000 3 1.21743 3 0 0.317725 
72000 3 1.11114 3 0 0.270325 
73000 3 1.21324 3 0 0.314852 
74000 3 1.14329 3 0 0.283826 
75000 3 1.11113 3 0 0.270899 
76000 3 1.09017 3 0 0.264866 
77000 3 1.11836 3 0 0.27607 
78000 3 1.0839 3 0 0.26027 
79000 3 1.14645 3 0 0.284688 
80000 3 1.14046 3 0 0.284976 
81000 3 1.03786 3 0 0.245045 
82000 3 1.17214 3 0 0.296179 
83000 3 1.18108 3 0 0.299914 
84000 3 1.17327 3 0 0.297041 
85000 3 1.12075 3 0 0.274059 
86000 4 1.17896 4 0.000287274 0.297903 
87000 3 1.12975 3 0 0.279598 
88000 3 1.10419 3 0 0.268026 
89000 3 1.09388 3 0 0.263143 
90000 3 1.06952 3 0 0.254525 
91000 3 1.11074 3 0 0.26975 
92000 3 1.15348 3 0 0.28871 
93000 3 1.203 3 0 0.309968 
94000 3 1.18596 3 0 0.302212 
95000 4 1.12539 4 0.000574548 0.274346 
96000 3 1.14788 3 0 0.286986 
97000 3 1.16065 3 0 0.291583 
98000 3 1.21269 3 0 0.316001 
99000 3 1.16786 3 0 0.294168 
100000 3 1.18734 3 0 0.302787 
