# Avida tasks data
# Sun Apr 13 22:28:53 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 943 1133 942 2543 
3000 1357 1318 1722 3162 
4000 1267 3008 2020 3011 
5000 1302 2823 2330 2817 
6000 1154 3014 2267 3027 
7000 1332 3025 2685 3028 
8000 3206 3112 2961 3104 
9000 3246 3186 3030 3148 
10000 3218 3171 2955 3175 
11000 3214 3164 3106 3035 
12000 3167 3174 2939 3126 
13000 3200 3216 3131 3228 
14000 3192 3212 3038 3220 
15000 3190 3172 3071 3154 
16000 3136 3240 3009 3206 
17000 3249 3173 2977 3180 
18000 3283 3157 3013 3132 
19000 3256 3209 2960 3177 
20000 3205 3216 3118 3177 
21000 3288 3249 3041 3224 
22000 3220 3221 3027 3181 
23000 3300 3253 3091 3224 
24000 3182 3180 2933 3141 
25000 3273 3261 3116 3242 
26000 3221 3230 3022 3222 
27000 3256 3244 3084 3162 
28000 3168 3134 2960 3154 
29000 3179 3194 3088 3189 
30000 3171 3231 3070 3208 
31000 3075 3215 3025 3151 
32000 3184 3257 2976 3198 
33000 3228 3224 2948 3209 
34000 3160 3217 3126 3223 
35000 3093 3236 3096 3186 
36000 3133 3233 3105 3217 
37000 3126 3175 3126 3123 
38000 3174 3184 2949 3115 
39000 3224 3163 3136 3158 
40000 3209 3118 3087 3126 
41000 3156 3072 3049 3112 
42000 3192 3092 3075 3143 
43000 3222 3201 3106 3194 
44000 3023 3098 3010 3085 
45000 3148 3195 3000 3193 
46000 3114 3213 3119 3172 
47000 3165 3222 3020 3283 
48000 3088 3187 3024 3174 
49000 3074 3163 2960 3134 
50000 3178 3209 3099 3175 
51000 3088 3210 3050 3218 
52000 3199 3160 2997 3173 
53000 3173 3175 3048 3186 
54000 3085 3126 3039 3156 
55000 3131 3202 3204 3242 
56000 3161 3209 3094 3197 
57000 3140 3141 3119 3159 
58000 3169 3176 3050 3207 
59000 3199 3117 2928 3211 
60000 3229 3175 3074 3217 
61000 3168 3132 3016 3125 
62000 3300 3044 2977 3094 
63000 3241 3127 3043 3191 
64000 3237 3057 2991 3152 
65000 3257 3127 2985 3167 
66000 3220 3142 3062 3180 
67000 3301 3124 3066 3135 
68000 3316 3099 3067 3160 
69000 3299 3071 3041 3063 
70000 3285 3149 3059 3118 
71000 3303 3160 3081 3180 
72000 3259 3135 3090 3159 
73000 3232 3168 2942 3118 
74000 3223 3188 3012 3148 
75000 3181 3216 3039 3190 
76000 3245 3283 3015 3252 
77000 3179 3230 2948 3187 
78000 3114 3274 3091 3176 
79000 3222 3247 3160 3228 
80000 3156 3270 3008 3211 
81000 3104 3226 3009 3229 
82000 3119 3294 2998 3251 
83000 3074 3241 2962 3203 
84000 3095 3317 3089 3293 
85000 3107 3250 2969 3248 
86000 3096 3299 2947 3266 
87000 3135 3286 3030 3276 
88000 3201 3204 3006 3209 
89000 3161 3272 3036 3259 
90000 3203 3275 2990 3280 
91000 3108 3250 2962 3265 
92000 3041 3254 3022 3274 
93000 3122 3264 3061 3314 
94000 2984 3252 2958 3284 
95000 3024 3252 3007 3290 
96000 3038 3309 3090 3286 
97000 3077 3263 2936 3240 
98000 3166 3299 3001 3269 
99000 3103 3231 2992 3221 
100000 3131 3321 2991 3304 
