# Avida tasks data
# Sun Apr 13 17:28:44 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 1592 
3000 2084 
4000 2592 
5000 2560 
6000 2764 
7000 2687 
8000 2731 
9000 2668 
10000 2646 
11000 2656 
12000 2628 
13000 2645 
14000 2701 
15000 2675 
16000 2540 
17000 2694 
18000 2715 
19000 2669 
20000 2620 
21000 2705 
22000 2695 
23000 2641 
24000 2787 
25000 2753 
26000 2676 
27000 2780 
28000 2737 
29000 2750 
30000 2675 
31000 2739 
32000 2756 
33000 2774 
34000 2810 
35000 2755 
36000 2809 
37000 2845 
38000 2797 
39000 2685 
40000 2725 
41000 2705 
42000 2649 
43000 2714 
44000 2650 
45000 2663 
46000 2737 
47000 2699 
48000 2835 
49000 2814 
50000 2747 
51000 2786 
52000 2755 
53000 2777 
54000 2734 
55000 2704 
56000 2732 
57000 2811 
58000 2765 
59000 2618 
60000 2779 
61000 2584 
62000 2752 
63000 2745 
64000 2691 
65000 2783 
66000 2619 
67000 2624 
68000 2535 
69000 2584 
70000 2589 
71000 2684 
72000 2655 
73000 2679 
74000 2632 
75000 2669 
76000 2712 
77000 2830 
78000 2773 
79000 2832 
80000 2837 
81000 2828 
82000 2865 
83000 2859 
84000 2784 
85000 2868 
86000 2891 
87000 2900 
88000 2862 
89000 2823 
90000 2827 
91000 2944 
92000 2979 
93000 2857 
94000 2761 
95000 2818 
96000 2890 
97000 2860 
98000 2899 
99000 2761 
100000 2868 
