# Avida tasks data
# Mon Mar 24 16:46:43 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 4 
3000 0 
4000 0 
5000 0 
6000 0 
7000 0 
8000 498 
9000 1046 
10000 1209 
11000 1198 
12000 1101 
13000 1008 
14000 1199 
15000 1059 
16000 1230 
17000 1182 
18000 1147 
19000 1213 
20000 1260 
21000 1197 
22000 1297 
23000 1274 
24000 1189 
25000 1203 
26000 1083 
27000 1095 
28000 1202 
29000 1070 
30000 1047 
31000 1312 
32000 1319 
33000 1215 
34000 1137 
35000 1161 
36000 1199 
37000 1057 
38000 1207 
39000 984 
40000 1075 
41000 1090 
42000 1250 
43000 1198 
44000 1230 
45000 1168 
46000 1057 
47000 990 
48000 1242 
49000 1063 
50000 1124 
51000 1013 
52000 1261 
53000 1211 
54000 1229 
55000 1073 
56000 1141 
57000 1021 
58000 889 
59000 1015 
60000 1200 
61000 1192 
62000 1257 
63000 1241 
64000 1179 
65000 1087 
66000 1140 
67000 965 
68000 1070 
69000 1106 
70000 1179 
71000 915 
72000 1086 
73000 1070 
74000 1050 
75000 1094 
76000 1084 
77000 1252 
78000 1210 
79000 1175 
80000 1383 
81000 1158 
82000 1071 
83000 1162 
84000 964 
85000 933 
86000 1060 
87000 1075 
88000 1082 
89000 1118 
90000 1195 
91000 1329 
92000 1396 
93000 1187 
94000 1379 
95000 1348 
96000 1067 
97000 1368 
98000 1250 
99000 1346 
100000 1198 
