# Avida tasks data
# Mon Mar 24 17:21:54 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 7 
3000 53 
4000 2 
5000 0 
6000 20 
7000 135 
8000 627 
9000 1486 
10000 1461 
11000 1342 
12000 1136 
13000 1315 
14000 1230 
15000 1195 
16000 1347 
17000 1405 
18000 1390 
19000 1491 
20000 1459 
21000 1301 
22000 1395 
23000 1254 
24000 1248 
25000 1168 
26000 1249 
27000 1241 
28000 1385 
29000 1419 
30000 1324 
31000 1386 
32000 1626 
33000 1454 
34000 1472 
35000 1732 
36000 1344 
37000 1614 
38000 1731 
39000 1513 
40000 1302 
41000 1270 
42000 1327 
43000 1231 
44000 1474 
45000 1493 
46000 1426 
47000 1363 
48000 801 
49000 362 
50000 170 
51000 346 
52000 420 
53000 408 
54000 471 
55000 418 
56000 345 
57000 319 
58000 387 
59000 261 
60000 193 
61000 563 
62000 825 
63000 1073 
64000 1072 
65000 1163 
66000 1077 
67000 1232 
68000 1283 
69000 1372 
70000 1428 
71000 1386 
72000 1128 
73000 1090 
74000 1111 
75000 1170 
76000 1078 
77000 1095 
78000 1048 
79000 986 
80000 1206 
81000 1193 
82000 957 
83000 981 
84000 1048 
85000 884 
86000 1067 
87000 721 
88000 736 
89000 858 
90000 925 
91000 1000 
92000 1040 
93000 1006 
94000 948 
95000 818 
96000 917 
97000 870 
98000 983 
99000 895 
100000 862 
