0 0 1 0 49 1 1 1 0 49 49 49 49 2 6 6 6 6 6 6 6 6 6 6 6 6 0 6 6 6 0 6 6 6 6 0 6 64 64 4 6 6 0 64 6 6 4 4 4 0 0 0 0 0 0 0 0 0 0 
16 0 1 1 1 49 33 33 1 33 49 33 0 0 6 6 6 6 6 6 6 0 2 6 6 0 64 6 6 6 6 6 6 6 6 6 6 6 4 6 4 4 6 0 6 6 4 0 4 4 4 0 0 0 0 0 0 0 0 
65 1 65 17 1 17 0 49 33 0 49 33 33 6 6 6 6 6 6 6 6 2 6 6 0 6 64 6 6 0 6 6 4 4 6 6 0 6 6 4 4 4 4 4 4 4 6 6 0 0 0 0 0 0 0 0 0 0 0 
65 65 17 1 17 0 17 49 49 0 49 49 49 1 6 6 6 0 6 6 6 6 6 6 6 0 6 6 6 0 6 4 4 6 6 6 6 6 4 6 4 4 4 0 6 6 0 6 4 0 0 0 64 0 0 0 0 0 64 
17 65 1 17 0 17 0 48 33 33 49 49 49 6 6 6 0 6 0 6 6 6 0 6 6 6 6 0 6 6 6 6 6 6 6 0 0 4 6 0 4 4 0 4 16 6 6 0 0 4 0 0 0 0 0 0 0 0 0 
17 1 1 1 17 17 48 1 48 0 49 49 0 17 6 6 6 6 6 6 6 6 6 6 0 6 6 6 6 6 80 6 6 6 0 0 6 4 4 0 4 4 4 4 4 4 0 4 4 0 0 0 0 0 64 0 0 0 0 
16 1 1 16 16 0 1 1 1 1 0 1 2 0 2 6 6 6 0 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 6 4 4 4 4 4 0 0 68 4 6 4 4 0 68 68 68 64 0 0 0 0 
16 0 1 0 17 0 17 33 1 1 49 1 1 2 1 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 0 6 6 6 6 0 4 4 4 4 4 6 4 0 6 68 4 0 0 68 68 0 64 0 0 0 
17 17 1 1 0 16 17 17 1 1 0 1 0 1 1 6 2 6 6 6 6 6 64 6 6 6 0 6 6 0 6 6 6 6 6 6 6 0 6 4 4 4 4 4 68 0 4 68 0 0 4 0 0 0 0 64 0 0 0 
17 17 65 17 48 33 17 49 1 0 0 49 17 17 1 6 6 2 49 6 6 0 6 64 6 6 6 0 6 6 6 6 0 0 6 6 6 6 0 4 4 4 6 4 68 68 64 64 64 68 0 68 0 0 0 0 68 68 0 
17 17 17 65 33 48 49 1 16 1 49 49 49 17 17 17 6 49 6 49 49 49 49 6 6 6 6 6 0 0 6 6 6 0 0 6 6 6 0 4 68 68 68 68 68 68 68 0 68 68 68 0 68 68 68 68 0 0 0 
17 17 17 65 17 17 48 17 17 17 49 49 17 17 17 17 0 0 64 64 49 49 1 6 6 6 6 64 6 6 0 6 6 6 64 6 6 6 6 68 68 68 68 64 68 0 0 0 68 68 68 68 68 68 68 0 0 0 0 
0 17 0 0 49 17 0 17 49 0 0 17 49 17 49 17 17 49 49 64 49 49 49 0 0 6 6 0 4 6 6 6 0 6 6 6 6 6 6 6 0 68 68 68 68 68 68 68 68 68 68 68 68 68 68 64 0 64 64 
1 1 1 33 33 33 0 0 49 49 49 49 49 1 49 17 17 0 49 49 49 49 49 0 6 6 6 6 6 6 6 6 6 6 6 6 0 6 6 6 6 64 68 68 68 68 68 68 68 68 68 68 68 68 4 0 64 64 64 
1 1 16 49 33 49 49 49 49 49 49 49 49 0 17 49 49 49 49 49 49 49 49 6 6 6 4 6 6 6 6 0 0 6 6 6 6 0 0 6 16 6 68 68 68 68 68 68 68 68 64 64 68 68 68 64 128 192 64 
1 1 1 16 49 17 49 49 48 49 49 49 0 49 0 49 49 49 49 49 49 49 0 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 6 6 68 0 68 68 0 68 68 68 68 0 64 68 80 68 0 80 192 64 
1 1 1 0 17 49 0 49 33 49 0 0 49 49 49 0 49 49 0 49 33 0 49 49 6 0 6 6 6 6 6 6 6 6 6 6 6 6 6 64 68 68 68 68 68 68 68 68 68 68 0 64 64 68 68 80 96 0 64 
1 1 17 1 49 0 0 49 49 49 49 0 49 0 0 0 49 49 1 49 65 64 49 0 2 0 0 6 6 6 0 0 6 6 6 6 6 6 68 68 64 0 68 68 0 0 68 64 68 68 68 64 64 0 64 64 192 96 0 
17 17 49 49 49 49 49 49 49 49 49 0 49 49 0 49 49 48 1 49 49 49 64 6 6 6 0 6 6 6 2 0 6 6 6 6 6 6 68 68 64 0 68 68 68 68 68 68 68 224 64 224 64 0 0 192 192 192 192 
