# Wed Apr 23 16:31:37 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 3 0.831562 3 0 0.236714 
3000 4 1.9108 4 0.19075 0.9526 
4000 4 1.84106 4 0.293881 1.20626 
5000 4 1.48817 4 0.643781 1.56535 
6000 4 1.3401 4 0.701523 1.6343 
7000 4 1.38148 4 0.683999 1.62022 
8000 4 1.43 4 0.658144 1.60327 
9000 4 1.3431 4 0.697788 1.63689 
10000 4 1.28753 4 0.711864 1.6659 
11000 4 1.29334 4 0.713218 1.66264 
12000 4 1.24506 4 0.730537 1.68113 
13000 4 1.1697 4 0.759839 1.70066 
14000 4 1.33072 4 0.694341 1.64809 
15000 4 1.33372 4 0.692617 1.64953 
16000 4 1.24088 4 0.724792 1.68544 
17000 4 1.21663 4 0.734846 1.6975 
18000 4 1.26124 4 0.731974 1.65585 
19000 4 1.25698 4 0.731112 1.66274 
20000 4 1.24443 4 0.73657 1.6613 
21000 4 1.23768 4 0.728814 1.63861 
22000 4 1.36952 4 0.691468 1.5846 
23000 4 1.11277 4 0.769319 1.70526 
24000 4 1.13969 4 0.764723 1.68831 
25000 4 1.31119 4 0.711577 1.63229 
26000 4 1.30128 4 0.719046 1.62626 
27000 4 1.329 4 0.704683 1.6412 
28000 4 1.33924 4 0.703533 1.63028 
29000 4 1.27743 4 0.721344 1.65039 
30000 4 1.34856 4 0.698276 1.61638 
31000 4 1.4072 4 0.678541 1.5981 
32000 4 1.34337 4 0.699512 1.63488 
33000 4 1.29263 4 0.715024 1.6524 
34000 4 1.3407 4 0.696926 1.64091 
35000 4 1.31624 4 0.710141 1.64378 
36000 4 1.43738 4 0.664752 1.57455 
37000 4 1.38017 4 0.686297 1.60241 
38000 4 1.36762 4 0.686584 1.60873 
39000 4 1.34021 4 0.703246 1.62223 
40000 4 1.32222 4 0.709853 1.62884 
41000 4 1.31262 4 0.71129 1.64665 
42000 4 1.42544 4 0.666475 1.58805 
43000 4 1.1931 4 0.746912 1.66533 
44000 4 1.36019 4 0.694628 1.62396 
45000 4 1.19478 4 0.753519 1.68055 
46000 4 1.34488 4 0.702959 1.6208 
47000 4 1.35295 4 0.696926 1.62654 
48000 4 1.27578 4 0.727377 1.62683 
49000 4 1.21797 4 0.746625 1.66217 
50000 4 1.12885 4 0.772192 1.69003 
51000 4 1.16692 4 0.762425 1.68946 
52000 4 1.12597 4 0.77449 1.69463 
53000 4 1.37881 4 0.685057 1.59023 
54000 4 1.08132 4 0.784832 1.70669 
55000 4 1.06681 4 0.790577 1.70181 
56000 4 1.00865 4 0.806665 1.74232 
57000 4 1.23522 4 0.73025 1.63114 
58000 4 1.00577 4 0.806665 1.73916 
59000 4 1.14128 4 0.767883 1.71244 
60000 4 1.13813 4 0.771043 1.68716 
61000 4 1.18906 4 0.753232 1.67825 
62000 4 1.20211 4 0.751508 1.66332 
63000 4 0.990149 4 0.810687 1.7518 
64000 4 1.15228 4 0.764723 1.6952 
65000 4 1.1598 4 0.758977 1.69693 
66000 4 1.09783 4 0.781097 1.71273 
67000 4 1.12039 4 0.775352 1.71675 
68000 4 1.12427 4 0.76501 1.69779 
69000 4 1.01264 4 0.797185 1.73169 
70000 4 1.09817 4 0.768678 1.69368 
71000 4 1.22051 4 0.734846 1.6682 
72000 4 1.30139 4 0.688883 1.61591 
73000 4 1.15231 4 0.749497 1.66906 
74000 4 1.1787 4 0.737356 1.66178 
75000 4 1.07905 4 0.778225 1.70124 
76000 4 1.16778 4 0.748348 1.66992 
77000 4 1.12952 4 0.750646 1.67193 
78000 4 1.07682 4 0.78081 1.70382 
79000 4 1.23444 4 0.735995 1.65326 
80000 4 1.2152 4 0.740879 1.6659 
81000 4 1.00863 4 0.805228 1.75151 
82000 4 1.20395 4 0.749785 1.66705 
83000 4 1.11911 4 0.772766 1.72307 
84000 4 1.14897 4 0.766159 1.69492 
85000 4 1.10443 4 0.775065 1.72479 
86000 4 1.10962 4 0.77449 1.70698 
87000 4 1.10109 4 0.776788 1.71072 
88000 4 1.28613 4 0.721919 1.65269 
89000 4 1.19826 4 0.751795 1.67452 
90000 4 1.14301 4 0.769319 1.70353 
91000 4 1.04131 4 0.793966 1.75259 
92000 4 0.989209 4 0.807527 1.76788 
93000 4 1.20971 4 0.747199 1.6817 
94000 4 1.17206 4 0.756105 1.6998 
95000 4 1.12055 4 0.766734 1.71704 
96000 4 1.1138 4 0.775926 1.70583 
97000 4 1.16403 4 0.760988 1.69147 
98000 4 1.13811 4 0.764436 1.70238 
99000 4 1.15597 4 0.754668 1.70267 
100000 4 1.08436 4 0.785406 1.73082 
