# Avida tasks data
# Sat Mar 29 13:29:09 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: OrNot

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 0 
6000 0 
7000 0 
8000 637 
9000 829 
10000 1015 
11000 879 
12000 897 
13000 1045 
14000 831 
15000 825 
16000 844 
17000 917 
18000 843 
19000 920 
20000 906 
21000 1021 
22000 1117 
23000 891 
24000 920 
25000 992 
26000 1019 
27000 994 
28000 1005 
29000 1027 
30000 1052 
31000 953 
32000 905 
33000 791 
34000 695 
35000 849 
36000 757 
37000 810 
38000 732 
39000 689 
40000 725 
41000 668 
42000 655 
43000 660 
44000 758 
45000 714 
46000 721 
47000 741 
48000 749 
49000 775 
50000 654 
51000 671 
52000 682 
53000 714 
54000 702 
55000 714 
56000 661 
57000 655 
58000 680 
59000 694 
60000 652 
61000 669 
62000 685 
63000 661 
64000 642 
65000 706 
66000 659 
67000 712 
68000 653 
69000 729 
70000 721 
71000 677 
72000 638 
73000 670 
74000 700 
75000 680 
76000 672 
77000 669 
78000 715 
79000 688 
80000 652 
81000 703 
82000 688 
83000 651 
84000 698 
85000 648 
86000 640 
87000 701 
88000 648 
89000 670 
90000 673 
91000 669 
92000 661 
93000 626 
94000 722 
95000 768 
96000 651 
97000 715 
98000 698 
99000 653 
100000 675 
