# Avida tasks data
# Mon Mar 24 17:22:59 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 59 
4000 386 
5000 382 
6000 301 
7000 433 
8000 215 
9000 369 
10000 1046 
11000 1157 
12000 1217 
13000 1322 
14000 1133 
15000 1260 
16000 1294 
17000 1259 
18000 1213 
19000 1286 
20000 1518 
21000 1278 
22000 1185 
23000 1280 
24000 1342 
25000 1477 
26000 1319 
27000 1328 
28000 1339 
29000 1306 
30000 1317 
31000 1264 
32000 1296 
33000 1530 
34000 1386 
35000 1240 
36000 1234 
37000 1208 
38000 1292 
39000 1248 
40000 1168 
41000 1339 
42000 1345 
43000 1373 
44000 1379 
45000 1404 
46000 1355 
47000 1305 
48000 1501 
49000 1214 
50000 1074 
51000 1021 
52000 1138 
53000 876 
54000 658 
55000 555 
56000 266 
57000 0 
58000 0 
59000 23 
60000 425 
61000 556 
62000 1043 
63000 1060 
64000 924 
65000 1247 
66000 1120 
67000 1093 
68000 1364 
69000 1224 
70000 1117 
71000 1173 
72000 1333 
73000 1286 
74000 1163 
75000 1466 
76000 1337 
77000 1324 
78000 1377 
79000 1308 
80000 1162 
81000 1242 
82000 1353 
83000 1390 
84000 1368 
85000 1349 
86000 1216 
87000 1296 
88000 1353 
89000 1279 
90000 1405 
91000 1277 
92000 1390 
93000 1394 
94000 1333 
95000 1297 
96000 1247 
97000 1326 
98000 1270 
99000 1207 
100000 1135 
