# Avida tasks data
# Mon Mar 24 16:30:24 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 1 
4000 0 
5000 0 
6000 458 
7000 815 
8000 776 
9000 780 
10000 618 
11000 747 
12000 788 
13000 762 
14000 862 
15000 732 
16000 763 
17000 881 
18000 779 
19000 813 
20000 826 
21000 750 
22000 832 
23000 772 
24000 740 
25000 713 
26000 653 
27000 863 
28000 785 
29000 675 
30000 763 
31000 719 
32000 872 
33000 921 
34000 773 
35000 788 
36000 887 
37000 837 
38000 838 
39000 856 
40000 890 
41000 836 
42000 773 
43000 729 
44000 629 
45000 666 
46000 714 
47000 656 
48000 574 
49000 585 
50000 579 
51000 665 
52000 675 
53000 605 
54000 683 
55000 686 
56000 772 
57000 687 
58000 634 
59000 753 
60000 713 
61000 605 
62000 660 
63000 733 
64000 722 
65000 777 
66000 687 
67000 704 
68000 829 
69000 864 
70000 903 
71000 780 
72000 924 
73000 882 
74000 860 
75000 744 
76000 758 
77000 701 
78000 797 
79000 757 
80000 669 
81000 786 
82000 1019 
83000 793 
84000 998 
85000 825 
86000 880 
87000 924 
88000 1038 
89000 1049 
90000 813 
91000 833 
92000 788 
93000 806 
94000 969 
95000 796 
96000 866 
97000 709 
98000 872 
99000 827 
100000 815 
