# Sun Apr 13 22:14:31 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 8 2.24205 8 1.03396 2.12611 
4000 10 1.96214 10 1.232 2.42488 
5000 14 2.57235 14 1.35996 2.64263 
6000 15 2.90592 15 1.31295 2.58604 
7000 16 2.49479 16 1.66565 3.30537 
8000 15 1.71063 15 1.79661 3.59035 
9000 15 1.68653 15 1.77202 3.54984 
10000 16 1.92035 16 1.75177 3.50819 
11000 15 1.56353 15 1.79096 3.59437 
12000 14 1.56284 14 1.78509 3.58518 
13000 13 1.39603 13 1.81999 3.64579 
14000 14 1.58147 14 1.78072 3.57369 
15000 16 1.6959 16 1.77938 3.56535 
16000 15 1.51232 15 1.80304 3.61189 
17000 14 1.60268 14 1.7866 3.58087 
18000 14 1.61258 14 1.77589 3.5665 
19000 15 1.52958 15 1.77471 3.56925 
20000 12 1.40758 12 1.80502 3.62051 
21000 13 1.41849 13 1.80427 3.62022 
22000 14 1.53813 14 1.78847 3.59006 
23000 14 1.49237 14 1.81236 3.62482 
24000 16 1.74934 16 1.76143 3.53404 
25000 15 1.58677 15 1.77477 3.56133 
26000 15 1.65284 15 1.76175 3.53634 
27000 15 1.53151 15 1.78905 3.58891 
28000 15 1.68691 15 1.76891 3.5441 
29000 14 1.30216 14 1.82475 3.65987 
30000 15 1.4705 15 1.80889 3.6208 
31000 15 1.41172 15 1.81334 3.63373 
32000 15 1.44764 15 1.82119 3.64809 
33000 16 1.5025 16 1.79442 3.6027 
34000 15 1.26688 15 1.83203 3.67624 
35000 15 1.48979 15 1.79768 3.60931 
36000 15 1.49171 15 1.79475 3.60385 
37000 14 1.63384 14 1.76908 3.54697 
38000 14 1.53915 14 1.79482 3.59753 
39000 16 1.34138 16 1.81549 3.64665 
40000 15 1.45981 15 1.80204 3.62022 
41000 14 1.37081 14 1.82126 3.64752 
42000 14 1.53613 14 1.79479 3.59035 
43000 15 1.38706 15 1.81749 3.65039 
44000 15 1.25673 15 1.83859 3.67854 
45000 14 1.50513 14 1.79613 3.59897 
46000 16 1.51231 16 1.79494 3.60155 
47000 14 1.43206 14 1.81569 3.63746 
48000 14 1.49343 14 1.7991 3.605 
49000 14 1.55765 14 1.77334 3.56363 
50000 16 1.40828 16 1.81118 3.63114 
51000 16 1.55084 16 1.80216 3.61161 
52000 15 1.45417 15 1.79625 3.60902 
53000 14 1.53844 14 1.78787 3.59207 
54000 15 1.52502 15 1.781 3.57627 
55000 15 1.48238 15 1.79371 3.60241 
56000 14 1.44013 14 1.81975 3.64206 
57000 14 1.41607 14 1.80387 3.62482 
58000 15 1.52912 15 1.78426 3.58288 
59000 15 1.56015 15 1.78322 3.58173 
60000 15 1.46834 15 1.81403 3.63172 
61000 15 1.5309 15 1.80496 3.61477 
62000 16 1.54488 16 1.80582 3.61907 
63000 14 1.46396 14 1.81331 3.63775 
64000 15 1.49456 15 1.81603 3.632 
65000 13 1.44874 13 1.82139 3.64206 
66000 15 1.53285 15 1.80696 3.61706 
67000 14 1.40232 14 1.81054 3.63707 
68000 15 1.57979 15 1.7913 3.58317 
69000 15 1.49665 15 1.80162 3.60902 
70000 14 1.40769 14 1.81424 3.63114 
71000 16 1.33351 16 1.82831 3.66705 
72000 14 1.29659 14 1.81727 3.64723 
73000 15 1.60318 15 1.78645 3.58202 
74000 14 1.50171 14 1.79874 3.60672 
75000 14 1.60132 14 1.77336 3.56047 
76000 15 1.35051 15 1.81777 3.64378 
77000 16 1.44124 16 1.80471 3.62482 
78000 14 1.4937 14 1.79269 3.59753 
79000 16 1.4889 16 1.79866 3.61161 
80000 15 1.55573 15 1.78543 3.5819 
81000 15 1.49457 15 1.79928 3.61448 
82000 13 1.48593 13 1.79067 3.60069 
83000 14 1.42216 14 1.80805 3.63172 
84000 15 1.51793 15 1.80929 3.6231 
85000 16 1.6175 16 1.76862 3.55846 
86000 16 1.6696 16 1.76528 3.54812 
87000 15 1.37332 15 1.83346 3.66849 
88000 14 1.4673 14 1.80787 3.62109 
89000 16 1.70704 16 1.77166 3.55358 
90000 15 1.54908 15 1.79849 3.60557 
91000 15 1.49554 15 1.79674 3.60758 
92000 15 1.49274 15 1.78748 3.59638 
93000 15 1.49619 15 1.79181 3.60184 
94000 16 1.63738 16 1.77949 3.56737 
95000 16 1.76168 16 1.75881 3.5214 
96000 14 1.51454 14 1.80103 3.60845 
97000 14 1.50895 14 1.79316 3.59466 
98000 14 1.40349 14 1.80126 3.62051 
99000 15 1.477 15 1.79438 3.60299 
100000 15 1.51049 15 1.80604 3.61419 
