# Avida tasks data
# Sun Apr 13 22:24:04 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 1384 1277 0 1626 
3000 1859 2203 0 2203 
4000 1397 2308 1778 2735 
5000 2183 2431 1728 2413 
6000 2266 2302 1723 2539 
7000 2774 2163 2678 2982 
8000 3220 3267 3112 3123 
9000 3208 3293 3111 3132 
10000 3210 3193 3154 3189 
11000 3039 3132 3125 3146 
12000 3193 3157 3106 3134 
13000 3039 3186 3051 3125 
14000 3231 3227 3130 3101 
15000 3214 3192 3150 3127 
16000 3178 3194 3091 3148 
17000 3129 3264 3111 3175 
18000 3043 3226 3082 3174 
19000 3211 3247 3196 3202 
20000 3180 3260 3154 3188 
21000 3146 3247 3069 3170 
22000 3231 3263 3148 3242 
23000 3196 3213 3139 3193 
24000 3209 3254 3149 3203 
25000 3221 3164 3066 3228 
26000 3256 3226 3171 3274 
27000 3203 3228 3200 3191 
28000 3184 3230 3111 3258 
29000 3208 3276 3137 3243 
30000 3166 3181 3147 3182 
31000 3159 3259 3039 3173 
32000 3247 3245 3099 3239 
33000 3291 3293 3102 3229 
34000 3185 3140 3050 3206 
35000 3243 3290 3233 3293 
36000 3194 3241 3150 3260 
37000 3180 3236 3027 3222 
38000 3109 3213 3022 3233 
39000 3167 3243 3023 3257 
40000 3128 3244 3038 3196 
41000 3177 3201 3149 3287 
42000 3166 3268 3095 3270 
43000 3177 3222 3067 3232 
44000 3198 3287 3018 3230 
45000 3219 3271 3154 3277 
46000 3213 3340 3076 3278 
47000 3210 3252 3093 3278 
48000 3211 3282 3065 3235 
49000 3221 3261 3085 3296 
50000 3154 3222 3126 3264 
51000 3206 3247 3086 3238 
52000 3183 3248 3139 3310 
53000 3227 3222 3150 3298 
54000 3206 3186 3198 3316 
55000 3196 3215 3091 3261 
56000 3235 3247 3150 3266 
57000 3124 3222 2992 3211 
58000 3224 3301 3092 3284 
59000 3312 3182 3047 3222 
60000 3256 3284 3063 3263 
61000 3340 3251 3159 3271 
62000 3266 3218 3100 3252 
63000 3254 3181 2998 3176 
64000 3268 3240 3087 3227 
65000 3336 3240 3043 3172 
66000 3273 3182 3114 3231 
67000 3208 3158 2979 3171 
68000 3274 3120 2993 3210 
69000 3318 3212 3049 3195 
70000 3243 3160 2984 3169 
71000 3211 3156 2944 3190 
72000 3221 3131 2984 3227 
73000 3257 3170 2930 3155 
74000 3252 3220 3010 3211 
75000 3243 3213 2969 3211 
76000 3239 3146 2927 3230 
77000 3282 3155 2994 3236 
78000 3202 3273 3020 3157 
79000 3290 3184 3039 3241 
80000 3238 3156 2967 3142 
81000 3312 3190 3023 3231 
82000 3198 3202 3074 3230 
83000 3249 3143 2961 3194 
84000 3195 3202 3016 3177 
85000 3201 3227 3032 3240 
86000 3212 3288 3030 3236 
87000 3277 3293 3070 3230 
88000 3204 3154 3044 3176 
89000 3243 3246 3018 3141 
90000 3169 3276 2992 3198 
91000 3217 3261 3005 3205 
92000 3198 3205 3033 3182 
93000 3227 3211 3059 3223 
94000 3186 3178 3060 3208 
95000 3278 3237 3025 3237 
96000 3232 3251 3007 3222 
97000 3290 3215 3084 3222 
98000 3188 3223 3075 3224 
99000 3170 3122 3083 3179 
100000 3205 3210 3087 3201 
