# Mon Feb 17 05:20:13 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 1 0 1 0 0 
4000 8 1.73247 8 0.531389 1.51028 
5000 11 0.375149 11 0.962317 1.95 
6000 11 0.384741 11 0.964985 1.94889 
7000 13 1.17174 13 1.5216 2.89997 
8000 16 1.50984 16 1.80428 3.58139 
9000 13 0.55442 13 1.94053 3.88858 
10000 17 0.538073 17 1.92886 3.86611 
11000 18 0.509019 18 1.93358 3.87667 
12000 19 0.511973 19 1.93452 3.87861 
13000 19 0.502293 19 1.93605 3.87941 
14000 18 0.533714 18 1.9359 3.88111 
15000 18 0.605592 18 1.92076 3.85583 
16000 17 0.687613 17 1.90543 3.83245 
17000 17 0.639539 17 1.91059 3.84241 
18000 18 0.731118 18 1.90674 3.83083 
19000 17 0.667564 17 1.91133 3.84139 
20000 17 0.65648 17 1.90721 3.83611 
21000 17 0.596601 17 1.9219 3.85917 
22000 19 0.611168 19 1.91533 3.84944 
23000 19 0.659605 19 1.92187 3.85583 
24000 38 1.11547 38 2.61353 6.48777 
25000 34 0.844188 34 2.64157 6.57465 
26000 33 0.822793 33 2.64967 6.58982 
27000 37 0.826736 37 2.64733 6.58598 
28000 39 0.872582 39 2.64353 6.57198 
29000 39 0.827697 39 2.64942 6.59244 
30000 42 0.920256 42 2.62347 6.5264 
31000 33 0.849481 33 2.62478 6.5366 
32000 37 0.794063 37 2.64694 6.58755 
33000 33 0.788311 33 2.64092 6.58127 
34000 36 0.741326 36 2.65947 6.61889 
35000 34 0.799061 34 2.65046 6.59566 
36000 29 0.720052 29 2.65474 6.61051 
37000 31 0.731494 31 2.65178 6.60295 
38000 31 0.737933 31 2.63503 6.56861 
39000 34 0.735551 34 2.6535 6.59894 
40000 25 0.706308 25 2.65147 6.59116 
41000 26 0.703351 26 2.65418 6.59828 
42000 22 0.687776 22 2.66823 6.63424 
43000 20 0.707524 20 2.65342 6.59533 
44000 28 0.744865 28 2.65077 6.58389 
45000 26 0.631424 26 2.68127 6.66194 
46000 22 0.805756 22 2.62258 6.51335 
47000 23 0.716053 23 2.65529 6.59232 
48000 26 0.732223 26 2.64524 6.57604 
49000 26 0.716753 26 2.65693 6.60311 
50000 29 0.704956 29 2.65919 6.61128 
51000 27 0.698429 27 2.64828 6.58604 
52000 27 0.685644 27 2.65913 6.60822 
53000 27 0.769364 27 2.64954 6.57357 
54000 25 0.76961 25 2.63035 6.53806 
55000 29 0.72712 29 2.64017 6.57127 
56000 25 0.67839 25 2.66873 6.63573 
57000 30 0.727936 30 2.65664 6.6035 
58000 25 0.745044 25 2.64834 6.57766 
59000 25 0.692931 25 2.6521 6.59894 
60000 27 0.74269 27 2.66207 6.60422 
61000 32 0.759375 32 2.65681 6.59906 
62000 28 0.777458 28 2.63369 6.54806 
63000 21 0.718769 21 2.65899 6.60317 
64000 22 0.627771 22 2.67849 6.65806 
65000 32 0.730455 32 2.65311 6.59628 
66000 22 0.668983 22 2.66668 6.62729 
67000 28 0.76057 28 2.64781 6.57905 
68000 26 0.713139 26 2.6558 6.60322 
69000 24 0.726555 24 2.64645 6.57917 
70000 33 0.753929 33 2.64249 6.57131 
71000 29 0.696891 29 2.6662 6.6259 
72000 26 0.783147 26 2.63871 6.55716 
73000 27 0.762358 27 2.6423 6.56313 
74000 25 0.71919 25 2.64626 6.58099 
75000 22 0.693743 22 2.64102 6.57516 
76000 23 0.706932 23 2.64516 6.57556 
77000 20 0.724103 20 2.64961 6.5866 
78000 22 0.679858 22 2.65948 6.61367 
79000 23 0.641771 23 2.67046 6.63813 
80000 27 0.648484 27 2.6651 6.62906 
81000 25 0.772831 25 2.63964 6.55099 
82000 26 0.735682 26 2.65546 6.596 
83000 25 0.75611 25 2.63903 6.55793 
84000 20 0.763832 20 2.64783 6.57187 
85000 28 0.706919 28 2.64961 6.59216 
86000 25 0.742744 25 2.64915 6.57937 
87000 26 0.71892 26 2.63772 6.56448 
88000 24 0.788286 24 2.62867 6.53278 
89000 25 0.705808 25 2.65243 6.59556 
90000 25 0.720116 25 2.64949 6.58338 
91000 24 0.765665 24 2.63353 6.54336 
92000 25 0.789909 25 2.63177 6.54071 
93000 21 0.699987 21 2.65216 6.59088 
94000 20 0.692792 20 2.63961 6.57306 
95000 24 0.747474 24 2.64419 6.56714 
96000 25 0.707807 25 2.65268 6.59033 
97000 20 0.628952 20 2.66833 6.63515 
98000 21 0.795321 21 2.62906 6.5289 
99000 19 0.685054 19 2.64907 6.58806 
100000 23 0.716359 23 2.64659 6.58306 
