# Avida tasks data
# Mon Mar 24 15:45:16 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 1 
2000 2 
3000 1 
4000 0 
5000 630 
6000 875 
7000 716 
8000 774 
9000 803 
10000 772 
11000 755 
12000 854 
13000 886 
14000 975 
15000 767 
16000 751 
17000 894 
18000 969 
19000 735 
20000 805 
21000 779 
22000 755 
23000 970 
24000 823 
25000 816 
26000 972 
27000 842 
28000 720 
29000 696 
30000 831 
31000 772 
32000 877 
33000 706 
34000 829 
35000 951 
36000 779 
37000 848 
38000 875 
39000 771 
40000 810 
41000 761 
42000 718 
43000 728 
44000 636 
45000 774 
46000 669 
47000 640 
48000 655 
49000 608 
50000 647 
51000 681 
52000 523 
53000 604 
54000 556 
55000 587 
56000 592 
57000 592 
58000 624 
59000 479 
60000 630 
61000 498 
62000 525 
63000 433 
64000 527 
65000 484 
66000 541 
67000 516 
68000 521 
69000 551 
70000 525 
71000 529 
72000 470 
73000 474 
74000 478 
75000 560 
76000 488 
77000 545 
78000 554 
79000 479 
80000 566 
81000 563 
82000 512 
83000 509 
84000 490 
85000 517 
86000 524 
87000 504 
88000 500 
89000 495 
90000 430 
91000 502 
92000 504 
93000 498 
94000 384 
95000 467 
96000 462 
97000 452 
98000 533 
99000 547 
100000 508 
