# Thu Mar 27 12:33:46 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 1 0 1 0 0 
4000 1 0 1 0 0 
5000 1 0 1 0 0 
6000 1 0 1 0 0 
7000 1 0 1 0 0 
8000 1 0 1 0 0 
9000 1 0 1 0 0 
10000 2 0.361977 2 0 0.0689457 
11000 2 0.803329 2 0 0.245045 
12000 2 0.786609 2 0 0.23499 
13000 2 0.724106 2 0 0.201092 
14000 2 0.71893 2 0 0.198506 
15000 2 0.751782 2 0 0.215455 
16000 2 0.708397 2 0 0.193335 
17000 2 0.623227 2 0 0.155415 
18000 2 0.639126 2 0 0.162022 
19000 2 0.656652 2 0 0.16954 
20000 2 0.655881 2 0 0.169204 
21000 2 0.713694 2 0 0.195921 
22000 2 0.759212 2 0 0.219477 
23000 2 0.678453 2 0 0.179259 
24000 2 0.664384 2 0 0.172939 
25000 2 0.716611 2 0 0.197357 
26000 2 0.731476 2 0 0.204826 
27000 2 0.816584 2 0 0.253375 
28000 2 0.685961 2 0 0.182706 
29000 2 0.609732 2 0 0.149957 
30000 2 0.564852 2 0 0.13272 
31000 2 0.574879 2 0 0.136455 
32000 2 0.592203 2 0 0.143062 
33000 2 0.788074 2 0 0.235852 
34000 2 0.798633 2 0 0.242172 
35000 2 0.716029 2 0 0.19707 
36000 2 0.714863 2 0 0.196495 
37000 2 0.665679 2 0 0.173513 
38000 2 0.755514 2 0 0.217466 
39000 2 0.82974 2 0 0.261994 
40000 2 0.775685 2 0 0.22867 
41000 2 0.824545 2 0 0.258546 
42000 2 0.82888 2 0 0.261419 
43000 2 0.746933 2 0 0.21287 
44000 2 0.83945 2 0 0.268601 
45000 2 0.731029 2 0 0.204598 
46000 2 0.885705 2 0 0.303648 
47000 2 0.793873 2 0 0.239299 
48000 2 0.820261 2 0 0.255747 
49000 2 0.79195 2 0 0.23815 
50000 2 0.855576 2 0 0.280092 
51000 2 0.716725 2 0 0.197414 
52000 2 0.697009 2 0 0.187877 
53000 2 0.813886 2 0 0.251652 
54000 2 0.767536 2 0 0.224074 
55000 2 0.68782 2 0 0.183568 
56000 2 0.809337 2 0 0.248779 
57000 2 0.812528 2 0 0.25079 
58000 2 0.715446 2 0 0.196783 
59000 2 0.774676 2 0 0.228095 
60000 2 0.748015 2 0 0.213444 
61000 2 0.797686 2 0 0.241597 
62000 2 0.720662 2 0 0.199368 
63000 2 0.773664 2 0 0.227521 
64000 2 0.687202 2 0 0.183281 
65000 2 0.744759 2 0 0.211721 
66000 2 0.659168 2 0 0.170641 
67000 2 0.701237 2 0 0.189888 
68000 2 0.729222 2 0 0.203677 
69000 2 0.772142 2 0 0.226659 
70000 2 0.751246 2 0 0.215168 
71000 2 0.725248 2 0 0.201666 
72000 2 0.863012 2 0 0.285632 
73000 2 0.727523 2 0 0.202815 
74000 2 0.681596 2 0 0.180695 
75000 2 0.757103 2 0 0.218328 
76000 2 0.790017 2 0 0.237001 
77000 2 0.734278 2 0 0.206263 
78000 2 0.783777 2 0 0.233333 
79000 2 0.647906 2 0 0.165757 
80000 2 0.732038 2 0 0.205113 
81000 2 0.765472 2 0 0.222924 
82000 2 0.766505 2 0 0.223499 
83000 2 0.815238 2 0 0.252514 
84000 2 0.770613 2 0 0.225797 
85000 2 0.890466 2 0 0.30767 
86000 2 0.688439 2 0 0.183855 
87000 2 0.776189 2 0 0.228957 
88000 2 0.73817 2 0 0.208273 
89000 2 0.831452 2 0 0.263143 
90000 2 0.73817 2 0 0.208273 
91000 2 0.734278 2 0 0.206263 
92000 2 0.701237 2 0 0.189888 
93000 2 0.630198 2 0 0.158288 
94000 2 0.679083 2 0 0.179546 
95000 2 0.701237 2 0 0.189888 
96000 2 0.785253 2 0 0.234195 
97000 2 0.752317 2 0 0.215743 
98000 2 0.785138 2 0 0.234128 
99000 2 0.726955 2 0 0.202528 
100000 2 0.676558 2 0 0.178397 
