40 32 288 0 0 0 288 288 288 288 288 288 288 288 0 296 0 288 288 0 288 288 288 0 0 0 0 0 288 288 288 288 288 0 288 288 288 288 288 288 288 288 40 288 0 288 288 288 0 352 352 352 352 96 352 352 352 352 0 352 352 352 352 4 4 4 160 32 160 132 132 132 132 0 132 132 4 4 132 132 132 0 0 4 4 0 0 0 0 0 0 0 32 8 8 0 8 8 8 8 8 8 8 0 0 8 8 0 0 0 32 32 32 0 0 
288 288 0 0 0 288 288 288 32 288 0 288 288 0 288 288 288 144 296 288 0 288 288 0 288 0 0 0 0 32 0 288 288 32 0 288 288 288 288 288 288 288 288 288 288 288 288 288 288 288 352 32 352 352 352 352 352 352 352 352 352 0 4 352 160 160 132 128 4 132 132 132 132 132 132 64 132 4 132 4 132 0 4 0 0 0 0 0 0 0 0 32 32 32 32 8 8 8 8 8 8 8 8 8 0 8 8 0 0 0 0 32 8 0 0 
288 288 8 0 288 0 288 0 32 288 288 288 288 0 0 288 288 0 16 0 288 0 0 288 288 288 288 288 288 288 288 288 0 288 288 288 288 288 288 288 288 288 32 288 288 288 288 288 64 16 352 352 352 0 352 352 288 360 352 352 104 32 352 4 0 160 4 132 128 128 4 132 132 132 132 132 0 4 4 0 4 0 0 4 0 0 0 0 132 0 0 8 8 32 8 8 8 8 8 8 8 8 8 8 0 8 8 8 8 32 8 0 8 0 0 
0 288 288 288 0 136 96 288 288 288 40 4 288 288 0 32 0 16 16 0 288 128 288 288 0 288 0 0 288 0 288 288 288 288 288 288 288 0 288 32 288 288 32 288 288 288 288 288 64 360 64 352 352 0 352 352 104 4 352 0 352 4 0 4 4 132 132 132 128 4 0 0 132 132 132 4 4 4 4 4 4 0 4 0 0 4 132 0 132 0 8 8 32 72 8 8 8 8 8 0 8 8 8 8 8 8 8 8 8 0 8 8 8 0 0 
0 160 288 288 0 96 288 288 32 288 288 4 288 288 0 288 288 16 288 288 64 0 288 288 288 288 0 288 288 288 288 288 288 288 288 288 288 288 40 40 0 0 288 288 288 256 288 256 288 352 352 352 360 48 352 352 0 0 4 48 0 0 4 4 4 4 4 4 132 4 4 0 132 132 16 16 4 4 4 4 4 4 4 0 4 132 0 8 132 8 32 8 8 0 8 8 8 8 0 0 8 8 8 8 8 8 8 8 8 8 8 8 8 0 4 
0 160 288 0 288 288 288 288 0 288 288 4 296 288 288 288 288 288 0 32 32 32 288 288 288 8 288 288 40 288 32 0 288 288 0 288 0 0 288 0 0 288 288 256 256 288 256 288 352 352 352 0 352 0 352 352 352 352 352 4 4 4 4 4 4 0 132 4 132 132 132 132 132 132 16 132 4 4 4 4 4 4 4 0 4 0 4 8 8 32 8 8 8 8 8 8 8 0 8 8 8 8 8 8 8 0 8 8 8 0 8 8 8 8 0 
64 0 0 0 0 288 0 288 288 0 288 288 288 288 288 288 40 40 288 32 288 288 0 288 288 288 288 288 288 288 288 288 288 288 288 0 288 288 288 288 96 352 288 256 256 0 256 96 352 352 352 352 352 352 352 352 352 352 360 4 4 4 0 0 4 4 4 4 132 132 4 4 132 0 132 4 4 4 4 4 4 4 0 0 0 4 4 8 8 4 8 8 8 8 8 8 8 8 8 0 8 8 0 8 8 8 8 0 8 8 8 8 8 8 8 
64 0 288 0 0 0 296 0 288 0 288 288 296 288 288 40 288 0 288 288 0 288 288 288 288 288 288 288 288 288 288 288 288 288 288 144 0 288 288 288 0 144 352 352 256 256 256 256 352 256 96 352 104 352 352 352 352 352 352 4 4 4 4 4 4 0 4 132 132 4 4 4 0 132 4 132 4 132 4 4 4 4 132 0 4 4 4 0 4 0 8 8 8 0 8 8 8 8 8 8 8 8 0 0 8 8 8 8 8 8 8 8 8 8 8 
64 288 288 288 288 288 192 288 288 288 288 288 288 0 288 288 40 288 288 288 8 40 288 32 32 0 40 240 0 288 288 288 288 288 288 288 288 0 288 288 288 352 256 256 256 256 256 0 256 0 0 48 32 352 352 352 352 352 104 352 4 4 4 4 4 0 0 4 4 4 132 132 4 4 132 4 132 4 4 4 4 132 132 64 4 4 8 8 8 8 8 8 8 8 8 8 8 0 8 8 8 0 8 8 8 8 8 8 8 8 8 8 8 0 8 
0 288 288 0 288 288 288 0 144 0 288 288 288 288 64 0 288 0 288 288 256 256 256 288 288 288 288 288 288 288 32 288 288 32 32 288 288 288 288 0 352 352 352 256 256 0 256 256 96 32 352 48 352 0 352 352 352 4 4 352 4 4 4 4 4 4 4 0 4 4 4 132 132 132 4 4 4 132 4 4 0 4 132 132 0 8 8 8 8 8 8 8 8 8 8 8 8 0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 0 
