# Avida tasks data
# Mon Mar 24 16:47:51 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 180 
5000 556 
6000 712 
7000 663 
8000 877 
9000 1010 
10000 1105 
11000 1009 
12000 1080 
13000 830 
14000 1024 
15000 971 
16000 958 
17000 987 
18000 933 
19000 904 
20000 960 
21000 1080 
22000 1015 
23000 1082 
24000 1057 
25000 1139 
26000 984 
27000 1041 
28000 972 
29000 1121 
30000 958 
31000 987 
32000 970 
33000 992 
34000 868 
35000 899 
36000 856 
37000 816 
38000 876 
39000 1116 
40000 1348 
41000 1363 
42000 1220 
43000 1122 
44000 1056 
45000 1096 
46000 1378 
47000 1411 
48000 1159 
49000 1278 
50000 1298 
51000 1241 
52000 1181 
53000 1030 
54000 1144 
55000 1121 
56000 1077 
57000 1277 
58000 1342 
59000 1277 
60000 1043 
61000 1061 
62000 1038 
63000 1074 
64000 969 
65000 1036 
66000 1062 
67000 895 
68000 874 
69000 836 
70000 758 
71000 675 
72000 567 
73000 454 
74000 477 
75000 469 
76000 305 
77000 392 
78000 222 
79000 792 
80000 962 
81000 937 
82000 1044 
83000 1028 
84000 804 
85000 951 
86000 912 
87000 969 
88000 866 
89000 979 
90000 996 
91000 1037 
92000 1046 
93000 975 
94000 940 
95000 944 
96000 925 
97000 825 
98000 698 
99000 701 
100000 654 
