# Avida tasks data
# Mon Mar 24 15:20:38 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 713 
3000 630 
4000 776 
5000 930 
6000 669 
7000 666 
8000 792 
9000 814 
10000 705 
11000 745 
12000 738 
13000 864 
14000 836 
15000 918 
16000 832 
17000 871 
18000 850 
19000 776 
20000 878 
21000 733 
22000 660 
23000 766 
24000 856 
25000 807 
26000 752 
27000 871 
28000 783 
29000 687 
30000 682 
31000 715 
32000 812 
33000 788 
34000 628 
35000 701 
36000 808 
37000 641 
38000 735 
39000 838 
40000 626 
41000 524 
42000 122 
43000 59 
44000 340 
45000 449 
46000 342 
47000 423 
48000 543 
49000 695 
50000 765 
51000 793 
52000 691 
53000 703 
54000 580 
55000 637 
56000 736 
57000 685 
58000 621 
59000 642 
60000 651 
61000 715 
62000 611 
63000 593 
64000 583 
65000 460 
66000 414 
67000 393 
68000 463 
69000 439 
70000 606 
71000 610 
72000 548 
73000 481 
74000 595 
75000 697 
76000 578 
77000 547 
78000 541 
79000 534 
80000 581 
81000 560 
82000 488 
83000 464 
84000 476 
85000 510 
86000 515 
87000 476 
88000 476 
89000 436 
90000 561 
91000 506 
92000 532 
93000 578 
94000 547 
95000 535 
96000 608 
97000 532 
98000 526 
99000 534 
100000 586 
