# Avida tasks data
# Sun Apr 13 17:30:01 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 877 
4000 2485 
5000 2632 
6000 2552 
7000 2900 
8000 2926 
9000 2660 
10000 2863 
11000 2853 
12000 2859 
13000 2870 
14000 2886 
15000 2962 
16000 2974 
17000 2804 
18000 2895 
19000 2868 
20000 2748 
21000 2935 
22000 2782 
23000 2710 
24000 2753 
25000 2775 
26000 2861 
27000 2986 
28000 3007 
29000 2879 
30000 2860 
31000 2868 
32000 2886 
33000 3031 
34000 3017 
35000 3029 
36000 3038 
37000 2950 
38000 3064 
39000 2947 
40000 2992 
41000 3008 
42000 2916 
43000 2944 
44000 2879 
45000 2888 
46000 2966 
47000 2997 
48000 2870 
49000 2999 
50000 3024 
51000 2955 
52000 2930 
53000 3022 
54000 2991 
55000 2983 
56000 2928 
57000 2910 
58000 2928 
59000 2953 
60000 2972 
61000 2916 
62000 2955 
63000 2898 
64000 2907 
65000 2851 
66000 2952 
67000 3027 
68000 2957 
69000 2936 
70000 2946 
71000 2864 
72000 2779 
73000 2841 
74000 2844 
75000 2853 
76000 2993 
77000 2787 
78000 2938 
79000 2941 
80000 2933 
81000 2878 
82000 2769 
83000 2936 
84000 2880 
85000 2714 
86000 2833 
87000 2893 
88000 2926 
89000 2772 
90000 2772 
91000 2682 
92000 2725 
93000 2851 
94000 2700 
95000 2757 
96000 2799 
97000 2647 
98000 2816 
99000 2783 
100000 2780 
