# Mon Apr 14 00:08:40 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 2 0.0811548 2 0 0.0100546 
3000 2 0.225931 2 0 0.0364838 
4000 2 0.416709 2 0 0.0841712 
5000 2 0.374791 2 0 0.072393 
6000 2 0.316097 2 0 0.0571675 
7000 2 0.38735 2 0 0.0758403 
8000 4 0.942756 4 0 0.18759 
9000 6 1.40571 6 0.027291 0.300488 
10000 8 1.70784 8 0.115197 0.456478 
11000 6 1.80591 6 0.072393 0.452456 
12000 9 2.03093 9 0.177822 0.596955 
13000 12 2.41913 12 0.339828 0.850618 
14000 14 2.63811 14 0.285153 0.80609 
15000 14 2.42147 14 0.363849 0.844585 
16000 11 2.26077 11 0.411555 0.903736 
17000 10 2.34025 10 0.321111 0.795461 
18000 13 2.49456 13 0.315414 0.817581 
19000 11 2.40936 11 0.341466 0.848319 
20000 14 2.41376 14 0.379193 0.86728 
21000 15 2.41395 15 0.415207 0.931629 
22000 16 2.52832 16 0.435729 0.969549 
23000 16 2.56305 16 0.487021 1.06925 
24000 16 2.42128 16 0.447941 0.994829 
25000 16 2.52962 16 0.448617 0.986211 
26000 16 2.41804 16 0.430092 0.952025 
27000 16 2.63762 16 0.534425 1.15455 
28000 16 2.60178 16 0.452646 1.0227 
29000 15 2.39329 15 0.41043 0.931054 
30000 16 2.20427 16 0.417959 0.933352 
31000 16 2.32988 16 0.486544 1.05228 
32000 16 2.42844 16 0.438368 0.960356 
33000 16 2.42449 16 0.477659 1.03017 
34000 16 2.48608 16 0.428353 0.973571 
35000 16 2.47989 16 0.492601 1.06435 
36000 16 2.5498 16 0.41138 0.944556 
37000 16 2.45108 16 0.544038 1.15111 
38000 16 2.5651 16 0.460655 1.0497 
39000 16 2.4018 16 0.521114 1.11264 
40000 16 2.43897 16 0.471041 1.0586 
41000 16 2.39628 16 0.566428 1.20109 
42000 16 2.56504 16 0.534265 1.1534 
43000 16 2.81224 16 0.426865 0.982759 
44000 16 2.65932 16 0.383664 0.931629 
45000 16 2.44989 16 0.344341 0.830221 
46000 16 2.69248 16 0.381721 0.918414 
47000 15 2.44058 15 0.349379 0.827299 
48000 15 2.5458 15 0.28713 0.772192 
49000 15 2.37902 15 0.383866 0.856938 
50000 15 2.32922 15 0.393416 0.907785 
51000 16 2.26755 16 0.336337 0.79569 
52000 14 2.39256 14 0.279253 0.760988 
53000 16 2.2996 16 0.299508 0.757541 
54000 16 2.31805 16 0.340111 0.813847 
55000 14 2.29949 14 0.349755 0.832232 
56000 15 2.31608 15 0.287876 0.736283 
57000 15 2.52177 15 0.42228 0.962367 
58000 16 2.74523 16 0.401979 0.990807 
59000 16 2.51189 16 0.328583 0.840563 
60000 15 2.37482 15 0.384695 0.921862 
61000 16 2.19943 16 0.387969 0.931629 
62000 16 2.48416 16 0.413627 0.951738 
63000 16 2.4033 16 0.419339 0.931342 
64000 16 2.43955 16 0.407535 0.90836 
65000 16 2.57694 16 0.392064 0.926149 
66000 15 2.2435 15 0.399925 0.887676 
67000 15 2.32186 15 0.369774 0.837069 
68000 16 2.39423 16 0.42409 0.914967 
69000 16 2.42806 16 0.470433 0.997415 
70000 16 2.45545 16 0.460084 0.984774 
71000 15 2.37329 15 0.427641 0.979029 
72000 16 2.37075 16 0.483973 1.04884 
73000 15 2.24277 15 0.501421 1.02442 
74000 15 2.35432 15 0.384296 0.863258 
75000 16 2.29228 16 0.506575 1.04856 
76000 16 2.20652 16 0.400769 0.86412 
77000 15 2.28168 15 0.420649 0.924447 
78000 15 2.07478 15 0.44782 0.941971 
79000 15 1.97366 15 0.361385 0.744253 
80000 15 1.85147 15 0.300099 0.656995 
81000 14 2.08279 14 0.351002 0.763574 
82000 15 1.86281 15 0.293383 0.648377 
83000 16 1.86724 16 0.299086 0.655559 
84000 16 2.00269 16 0.296498 0.691181 
85000 14 1.68146 14 0.337377 0.713014 
86000 16 1.60537 16 0.327468 0.678828 
87000 16 1.61643 16 0.340934 0.691667 
88000 16 1.49241 16 0.303034 0.615915 
89000 15 1.54635 15 0.311717 0.638322 
90000 16 1.65822 16 0.38823 0.804367 
91000 16 1.6958 16 0.336492 0.680552 
92000 16 1.7976 16 0.329324 0.683712 
93000 16 1.91539 16 0.322044 0.683137 
94000 16 1.74717 16 0.243018 0.556449 
95000 16 1.79571 16 0.256673 0.574548 
96000 15 1.82373 15 0.3039 0.656995 
97000 14 1.77888 14 0.335196 0.719621 
98000 16 1.85443 16 0.290724 0.632864 
99000 15 1.74327 15 0.27508 0.609595 
100000 16 1.74504 16 0.210254 0.504453 
