# Avida tasks data
# Mon Apr 14 00:08:39 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: And
#  3: Not
#  4: Nand
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 0 35 0 0 
3000 0 127 0 0 
4000 0 293 0 0 
5000 0 252 0 0 
6000 0 199 0 0 
7000 0 264 0 0 
8000 0 297 50 306 
9000 61 350 154 481 
10000 329 530 101 629 
11000 455 425 240 455 
12000 417 630 352 679 
13000 803 503 722 933 
14000 689 671 641 805 
15000 692 730 588 930 
16000 667 612 980 886 
17000 630 534 917 688 
18000 631 532 854 829 
19000 765 527 904 757 
20000 781 489 913 836 
21000 989 844 627 783 
22000 893 756 895 831 
23000 726 1007 1083 905 
24000 896 830 907 830 
25000 939 852 819 823 
26000 710 895 909 800 
27000 876 1020 1109 1014 
28000 812 923 995 829 
29000 751 924 734 832 
30000 811 893 705 840 
31000 933 1047 925 758 
32000 919 905 858 661 
33000 888 989 900 808 
34000 900 809 921 759 
35000 1030 896 775 1004 
36000 819 819 750 900 
37000 942 1042 1093 930 
38000 1032 1039 773 810 
39000 968 1003 1029 872 
40000 896 1136 856 797 
41000 1034 1193 974 980 
42000 1045 1131 1013 826 
43000 794 867 800 959 
44000 816 930 717 780 
45000 722 894 480 794 
46000 775 816 684 922 
47000 697 647 844 691 
48000 683 598 708 699 
49000 811 635 746 791 
50000 893 783 678 806 
51000 729 731 628 681 
52000 640 649 674 686 
53000 689 577 603 768 
54000 674 609 808 742 
55000 837 505 932 623 
56000 705 547 689 622 
57000 779 762 992 817 
58000 824 947 958 720 
59000 730 744 834 618 
60000 789 765 912 743 
61000 798 837 869 739 
62000 928 535 950 900 
63000 932 520 860 930 
64000 935 608 685 934 
65000 1040 628 678 877 
66000 976 819 569 726 
67000 908 950 463 592 
68000 845 923 652 765 
69000 779 1089 672 932 
70000 768 973 999 688 
71000 882 1007 724 795 
72000 996 942 792 921 
73000 855 881 900 930 
74000 829 826 622 728 
75000 1032 725 899 993 
76000 874 701 729 704 
77000 730 890 948 650 
78000 791 957 933 598 
79000 749 749 477 615 
80000 667 548 467 605 
81000 764 608 657 629 
82000 647 434 484 692 
83000 646 492 475 669 
84000 622 591 449 744 
85000 563 815 396 708 
86000 656 572 587 548 
87000 655 547 627 578 
88000 608 580 494 462 
89000 709 501 498 514 
90000 731 702 679 688 
91000 671 600 488 610 
92000 660 486 609 625 
93000 559 512 567 740 
94000 587 379 372 599 
95000 481 560 301 658 
96000 541 681 405 660 
97000 468 799 480 758 
98000 467 613 504 619 
99000 461 652 447 562 
100000 415 385 400 556 
