# Avida tasks data
# Mon Apr 14 00:33:22 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: And
#  3: Not
#  4: Nand
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 0 0 0 0 
3000 0 309 0 0 
4000 0 248 1 0 
5000 0 332 0 0 
6000 0 169 0 0 
7000 0 3 0 0 
8000 0 331 0 0 
9000 0 513 0 0 
10000 0 548 0 0 
11000 0 635 6 0 
12000 0 1132 501 693 
13000 0 837 597 647 
14000 0 1031 759 801 
15000 0 975 726 729 
16000 0 969 847 762 
17000 0 898 982 730 
18000 0 798 707 759 
19000 0 933 851 677 
20000 0 692 762 707 
21000 0 834 808 759 
22000 0 678 935 757 
23000 0 921 953 689 
24000 0 788 659 596 
25000 0 498 268 516 
26000 0 518 323 594 
27000 0 497 221 579 
28000 0 509 301 533 
29000 0 569 539 592 
30000 0 578 576 632 
31000 0 504 293 588 
32000 0 630 684 650 
33000 0 653 496 593 
34000 0 658 454 608 
35000 0 546 558 506 
36000 0 523 387 642 
37000 0 555 418 591 
38000 0 473 354 506 
39000 0 536 403 581 
40000 0 617 414 570 
41000 0 445 412 503 
42000 0 616 479 543 
43000 0 395 295 470 
44000 0 385 295 428 
45000 0 396 207 394 
46000 0 415 400 410 
47000 0 351 323 317 
48000 0 423 201 417 
49000 0 389 173 398 
50000 0 432 360 423 
51000 0 296 182 413 
52000 0 297 68 391 
53000 0 284 112 316 
54000 0 251 169 314 
55000 0 310 259 309 
56000 0 245 234 239 
57000 0 323 188 294 
58000 0 364 358 375 
59000 0 305 272 317 
60000 0 256 254 254 
61000 0 283 275 293 
62000 0 283 186 263 
63000 0 266 249 245 
64000 0 293 271 285 
65000 0 265 264 321 
66000 0 328 262 300 
67000 0 257 198 267 
68000 0 170 156 183 
69000 0 234 186 225 
70000 0 162 111 157 
71000 0 127 131 124 
72000 0 230 212 219 
73000 0 183 184 175 
74000 0 196 174 173 
75000 0 248 197 221 
76000 0 203 168 186 
77000 0 292 274 283 
78000 0 191 76 187 
79000 0 213 162 201 
80000 0 260 256 253 
81000 0 230 178 226 
82000 0 181 144 175 
83000 0 237 195 226 
84000 0 175 173 187 
85000 0 197 191 199 
86000 0 194 197 186 
87000 0 231 202 200 
88000 0 178 176 168 
89000 0 223 173 206 
90000 0 186 126 177 
91000 0 147 1 161 
92000 0 154 8 151 
93000 0 135 0 148 
94000 0 187 2 189 
95000 0 151 0 158 
96000 0 103 3 104 
97000 0 206 4 210 
98000 0 133 0 131 
99000 0 130 1 123 
100000 0 181 0 173 
