# Avida tasks data
# Mon Mar 24 17:17:06 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 0 
6000 0 
7000 3 
8000 0 
9000 0 
10000 0 
11000 0 
12000 235 
13000 673 
14000 1225 
15000 1211 
16000 1241 
17000 1242 
18000 1503 
19000 1398 
20000 1379 
21000 1296 
22000 1300 
23000 1376 
24000 1448 
25000 1305 
26000 1429 
27000 1529 
28000 1394 
29000 1306 
30000 1351 
31000 1515 
32000 1476 
33000 1421 
34000 1351 
35000 1417 
36000 1340 
37000 1339 
38000 1159 
39000 1110 
40000 1174 
41000 1183 
42000 1302 
43000 1355 
44000 1455 
45000 1452 
46000 1176 
47000 1376 
48000 1401 
49000 1432 
50000 1370 
51000 1372 
52000 1306 
53000 1252 
54000 1138 
55000 1280 
56000 1119 
57000 1103 
58000 1187 
59000 1237 
60000 1196 
61000 1190 
62000 1105 
63000 1153 
64000 1198 
65000 1169 
66000 1272 
67000 1223 
68000 1214 
69000 1061 
70000 1126 
71000 1194 
72000 1106 
73000 1145 
74000 1142 
75000 1136 
76000 1135 
77000 867 
78000 728 
79000 758 
80000 1128 
81000 1058 
82000 1029 
83000 1148 
84000 1195 
85000 1231 
86000 1251 
87000 1112 
88000 1015 
89000 1227 
90000 1435 
91000 1316 
92000 1136 
93000 1319 
94000 1341 
95000 1278 
96000 1238 
97000 1467 
98000 1309 
99000 1488 
100000 1359 
