# Avida tasks data
# Mon Mar 24 16:11:27 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 13 
4000 732 
5000 1063 
6000 957 
7000 868 
8000 884 
9000 740 
10000 759 
11000 795 
12000 832 
13000 781 
14000 1004 
15000 988 
16000 909 
17000 799 
18000 937 
19000 822 
20000 859 
21000 778 
22000 868 
23000 781 
24000 734 
25000 773 
26000 731 
27000 759 
28000 753 
29000 777 
30000 698 
31000 951 
32000 693 
33000 702 
34000 704 
35000 743 
36000 799 
37000 775 
38000 786 
39000 788 
40000 828 
41000 956 
42000 689 
43000 736 
44000 636 
45000 728 
46000 626 
47000 708 
48000 644 
49000 587 
50000 554 
51000 621 
52000 586 
53000 641 
54000 652 
55000 688 
56000 834 
57000 944 
58000 869 
59000 946 
60000 850 
61000 769 
62000 711 
63000 758 
64000 811 
65000 880 
66000 873 
67000 951 
68000 967 
69000 829 
70000 874 
71000 1003 
72000 1078 
73000 1074 
74000 1079 
75000 1154 
76000 969 
77000 1039 
78000 878 
79000 887 
80000 975 
81000 1010 
82000 915 
83000 865 
84000 960 
85000 1026 
86000 923 
87000 947 
88000 901 
89000 756 
90000 884 
91000 820 
92000 828 
93000 838 
94000 939 
95000 1058 
96000 992 
97000 853 
98000 910 
99000 989 
100000 790 
