# Thu Mar 13 11:56:51 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 2 0.010019 2 0 0.000862069 
3000 2 0.067525 2 0 0.00804367 
4000 4 0.627787 4 0 0.1106 
5000 4 0.735476 4 0 0.134444 
6000 5 1.06506 5 0.0968113 0.297903 
7000 5 1.10509 5 0.130422 0.349038 
8000 8 1.2256 8 0.240964 0.518816 
9000 8 0.962078 8 0.229311 0.467107 
10000 8 1.00491 8 0.213766 0.451594 
11000 7 0.82979 7 0.196139 0.402471 
12000 7 0.862608 7 0.230401 0.459351 
13000 7 1.18003 7 0.255834 0.547831 
14000 7 1.14283 7 0.247113 0.542947 
15000 7 1.11466 7 0.215598 0.485493 
16000 17 1.44857 17 0.296476 0.651824 
17000 21 2.23011 21 0.803455 1.61735 
18000 21 1.58181 21 1.45729 2.81839 
19000 20 1.47913 20 1.46828 2.83798 
20000 19 1.5199 19 1.46177 2.82448 
21000 23 1.64975 23 1.43324 2.77909 
22000 25 1.75842 25 1.42558 2.76673 
23000 25 1.69166 25 1.49851 2.90893 
24000 26 2.03402 26 1.47018 2.86121 
25000 24 1.87073 24 1.45136 2.82936 
26000 24 1.70056 24 1.47005 2.87532 
27000 21 1.68069 21 1.48236 2.89626 
28000 26 1.60528 26 1.47525 2.87676 
29000 32 1.90511 32 1.48705 2.92617 
30000 32 1.96151 32 1.44345 2.85144 
31000 27 2.13657 27 1.383 2.75582 
32000 30 2.18556 30 1.37388 2.79569 
33000 30 2.05459 30 1.32869 2.68658 
34000 27 1.96293 27 1.3562 2.7245 
35000 31 1.9839 31 1.46933 2.94599 
36000 30 1.76559 30 1.50642 2.98363 
37000 39 2.10617 39 1.52379 3.09135 
38000 40 2.01616 40 1.56448 3.19822 
39000 43 2.11434 43 1.57319 3.22608 
40000 43 2.00072 43 1.57564 3.23097 
41000 39 2.1066 39 1.57372 3.25567 
42000 49 2.16427 49 1.56615 3.27636 
43000 44 2.12811 44 1.5826 3.32807 
44000 47 2.09269 47 1.59462 3.33966 
45000 42 1.99996 42 1.60976 3.36063 
46000 42 1.93236 42 1.5958 3.33582 
47000 39 1.94046 39 1.60375 3.35076 
48000 41 1.90256 41 1.59835 3.31686 
49000 49 1.91923 49 1.61121 3.33966 
50000 45 2.08733 45 1.58549 3.31207 
51000 45 1.97342 45 1.57636 3.25998 
52000 48 1.98164 48 1.59003 3.30623 
53000 48 1.91716 48 1.60634 3.33094 
54000 45 1.90341 45 1.61978 3.36484 
55000 39 1.86561 39 1.62266 3.37259 
56000 40 1.86012 40 1.61565 3.35564 
57000 48 1.92328 48 1.61649 3.40419 
58000 44 1.9737 44 1.62008 3.43953 
59000 47 2.01578 47 1.63427 3.50273 
60000 53 1.89593 53 1.63278 3.44901 
61000 41 1.89366 41 1.62753 3.4454 
62000 45 1.914 45 1.62636 3.44958 
63000 47 1.93897 47 1.62349 3.46452 
64000 48 2.01865 48 1.61892 3.45475 
65000 40 1.9741 40 1.61776 3.46423 
66000 44 1.97725 44 1.6152 3.4204 
67000 44 2.01222 44 1.61183 3.42718 
68000 42 2.00601 42 1.59943 3.40419 
69000 46 2.06813 46 1.60383 3.40029 
70000 48 2.00486 48 1.63119 3.47027 
71000 52 2.02701 52 1.63782 3.5023 
72000 48 2.08389 48 1.61533 3.46021 
73000 47 2.03122 47 1.58714 3.37443 
74000 49 2.01346 49 1.58846 3.36972 
75000 51 2.16968 51 1.57541 3.35651 
76000 47 2.0604 47 1.5882 3.38983 
77000 55 2.1737 55 1.58441 3.37891 
78000 49 2.07185 49 1.55787 3.29971 
79000 42 2.03982 42 1.55698 3.31715 
80000 45 2.05195 45 1.54164 3.27722 
81000 44 2.06809 44 1.53131 3.264 
82000 53 2.13605 53 1.53556 3.28699 
83000 53 2.17868 53 1.55329 3.34099 
84000 53 2.20855 53 1.54452 3.3183 
85000 48 2.05075 48 1.5557 3.3318 
86000 46 2.11206 46 1.55357 3.31945 
87000 49 2.15866 49 1.53321 3.28699 
88000 47 2.23968 47 1.50432 3.22321 
89000 51 2.21939 51 1.51848 3.28526 
90000 50 2.19085 50 1.49797 3.22292 
91000 42 2.15235 42 1.48859 3.20552 
92000 45 2.17349 45 1.50624 3.25768 
93000 47 2.16185 47 1.49306 3.24504 
94000 54 2.16726 54 1.4878 3.19506 
95000 48 2.13373 48 1.49271 3.20253 
96000 49 2.17699 49 1.50001 3.21 
97000 47 2.16059 47 1.47725 3.16576 
98000 44 2.12562 44 1.48109 3.18689 
99000 54 2.2617 54 1.48392 3.19391 
100000 49 2.21766 49 1.49526 3.22695 
