# Avida tasks data
# Mon Mar 24 16:47:51 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 167 
4000 731 
5000 1056 
6000 1101 
7000 1093 
8000 1034 
9000 1277 
10000 1284 
11000 1123 
12000 1089 
13000 876 
14000 1264 
15000 1193 
16000 1024 
17000 1122 
18000 924 
19000 990 
20000 912 
21000 1067 
22000 1019 
23000 823 
24000 983 
25000 935 
26000 893 
27000 824 
28000 1074 
29000 1153 
30000 1441 
31000 1163 
32000 1245 
33000 952 
34000 901 
35000 1096 
36000 893 
37000 778 
38000 836 
39000 1101 
40000 1181 
41000 1104 
42000 1019 
43000 1203 
44000 1189 
45000 1097 
46000 1059 
47000 1078 
48000 963 
49000 1134 
50000 1166 
51000 1129 
52000 1112 
53000 1143 
54000 1141 
55000 1082 
56000 1095 
57000 1121 
58000 1003 
59000 1244 
60000 1064 
61000 999 
62000 1070 
63000 1017 
64000 886 
65000 1074 
66000 1077 
67000 986 
68000 1124 
69000 1055 
70000 1124 
71000 908 
72000 1022 
73000 808 
74000 924 
75000 906 
76000 949 
77000 932 
78000 908 
79000 925 
80000 806 
81000 871 
82000 872 
83000 844 
84000 885 
85000 824 
86000 884 
87000 931 
88000 878 
89000 846 
90000 949 
91000 1001 
92000 958 
93000 939 
94000 964 
95000 1047 
96000 870 
97000 923 
98000 686 
99000 682 
100000 753 
