# Avida tasks data
# Mon Mar 24 16:19:27 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 0 
6000 0 
7000 0 
8000 79 
9000 714 
10000 832 
11000 753 
12000 713 
13000 736 
14000 914 
15000 901 
16000 767 
17000 916 
18000 842 
19000 804 
20000 795 
21000 866 
22000 800 
23000 787 
24000 727 
25000 687 
26000 886 
27000 804 
28000 825 
29000 803 
30000 931 
31000 718 
32000 707 
33000 861 
34000 767 
35000 858 
36000 843 
37000 916 
38000 826 
39000 833 
40000 852 
41000 920 
42000 769 
43000 909 
44000 801 
45000 817 
46000 747 
47000 674 
48000 675 
49000 731 
50000 749 
51000 688 
52000 728 
53000 715 
54000 824 
55000 743 
56000 692 
57000 683 
58000 698 
59000 682 
60000 578 
61000 673 
62000 706 
63000 842 
64000 642 
65000 607 
66000 597 
67000 565 
68000 606 
69000 578 
70000 543 
71000 589 
72000 618 
73000 527 
74000 559 
75000 600 
76000 576 
77000 487 
78000 478 
79000 463 
80000 466 
81000 573 
82000 516 
83000 624 
84000 638 
85000 595 
86000 553 
87000 541 
88000 588 
89000 547 
90000 564 
91000 542 
92000 552 
93000 529 
94000 513 
95000 459 
96000 445 
97000 504 
98000 537 
99000 529 
100000 533 
