# Avida tasks data
# Mon Mar 24 15:15:06 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 0 
6000 131 
7000 656 
8000 898 
9000 813 
10000 898 
11000 793 
12000 910 
13000 959 
14000 1121 
15000 1020 
16000 939 
17000 868 
18000 757 
19000 864 
20000 795 
21000 963 
22000 874 
23000 1063 
24000 851 
25000 936 
26000 973 
27000 852 
28000 871 
29000 790 
30000 786 
31000 917 
32000 957 
33000 968 
34000 874 
35000 1024 
36000 845 
37000 921 
38000 798 
39000 856 
40000 842 
41000 754 
42000 948 
43000 848 
44000 868 
45000 993 
46000 774 
47000 710 
48000 809 
49000 710 
50000 727 
51000 710 
52000 825 
53000 733 
54000 746 
55000 708 
56000 754 
57000 626 
58000 662 
59000 701 
60000 731 
61000 768 
62000 827 
63000 654 
64000 683 
65000 777 
66000 760 
67000 773 
68000 815 
69000 866 
70000 787 
71000 866 
72000 887 
73000 826 
74000 912 
75000 808 
76000 896 
77000 741 
78000 790 
79000 890 
80000 857 
81000 773 
82000 736 
83000 981 
84000 910 
85000 710 
86000 863 
87000 802 
88000 832 
89000 650 
90000 727 
91000 777 
92000 795 
93000 887 
94000 925 
95000 865 
96000 947 
97000 700 
98000 810 
99000 717 
100000 962 
