# Avida tasks data
# Mon Mar 24 17:12:16 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 45 
3000 601 
4000 462 
5000 555 
6000 658 
7000 1007 
8000 954 
9000 1044 
10000 1052 
11000 1085 
12000 1177 
13000 1093 
14000 1108 
15000 1014 
16000 1172 
17000 1039 
18000 1142 
19000 999 
20000 1287 
21000 1207 
22000 1108 
23000 1231 
24000 1097 
25000 1214 
26000 1373 
27000 1180 
28000 1332 
29000 970 
30000 1110 
31000 1225 
32000 1010 
33000 966 
34000 921 
35000 1005 
36000 1013 
37000 1237 
38000 1188 
39000 1145 
40000 1281 
41000 1099 
42000 1046 
43000 1081 
44000 1250 
45000 1260 
46000 1589 
47000 1484 
48000 1462 
49000 1381 
50000 1213 
51000 1299 
52000 1246 
53000 1166 
54000 1284 
55000 1319 
56000 1335 
57000 1363 
58000 1266 
59000 1205 
60000 1179 
61000 1304 
62000 1346 
63000 1526 
64000 1194 
65000 1393 
66000 1509 
67000 1328 
68000 1205 
69000 1356 
70000 1336 
71000 1281 
72000 1298 
73000 1353 
74000 1277 
75000 1498 
76000 1224 
77000 1206 
78000 1358 
79000 1371 
80000 1297 
81000 1165 
82000 1340 
83000 1176 
84000 1442 
85000 1187 
86000 1391 
87000 1406 
88000 1420 
89000 1275 
90000 1197 
91000 1351 
92000 1381 
93000 1356 
94000 1252 
95000 1323 
96000 1663 
97000 1330 
98000 1320 
99000 1347 
100000 1178 
