# Avida tasks data
# Mon Mar 24 17:24:06 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 4 
5000 0 
6000 10 
7000 8 
8000 237 
9000 1184 
10000 1480 
11000 1444 
12000 1635 
13000 1358 
14000 1085 
15000 1254 
16000 1204 
17000 1008 
18000 1181 
19000 1217 
20000 1212 
21000 1129 
22000 1024 
23000 1346 
24000 1307 
25000 1488 
26000 1280 
27000 1389 
28000 1568 
29000 1364 
30000 1339 
31000 1265 
32000 1353 
33000 1457 
34000 1301 
35000 1146 
36000 1190 
37000 1345 
38000 1020 
39000 1365 
40000 1174 
41000 1199 
42000 1180 
43000 1116 
44000 1200 
45000 877 
46000 955 
47000 970 
48000 894 
49000 829 
50000 917 
51000 1038 
52000 1111 
53000 1106 
54000 1177 
55000 1468 
56000 1240 
57000 1522 
58000 1356 
59000 1317 
60000 1546 
61000 1504 
62000 1332 
63000 1251 
64000 1519 
65000 1424 
66000 1412 
67000 1470 
68000 1466 
69000 1298 
70000 1330 
71000 1540 
72000 1339 
73000 1480 
74000 1435 
75000 1589 
76000 1672 
77000 1493 
78000 1453 
79000 1562 
80000 1689 
81000 1523 
82000 1523 
83000 1264 
84000 1375 
85000 1493 
86000 1382 
87000 1361 
88000 1553 
89000 1409 
90000 1721 
91000 1641 
92000 1437 
93000 1398 
94000 1293 
95000 1258 
96000 1373 
97000 1350 
98000 1348 
99000 1434 
100000 1515 
